ay,ax,time,az,vz,vy,vx,comp
-0.035,0.08,20.047756671905518,1.03,-0.136,2.702,0.672,-74.57309110546528
-0.043,-0.007,20.04801607131958,0.993,-0.556,-0.203,-0.063,-74.57309110546528
-0.009,0.028,20.048269748687744,1.015,-0.416,0.602,-1.078,-74.57309110546528
0.012,0.061,20.049513578414917,1.018,-1.046,1.162,0.952,-74.57309110546528
-0.038,0.022,20.594653367996216,1.018,0.529,0.322,0.252,-74.57309110546528
-0.009,0.033,20.595231771469116,1.02,-0.241,1.512,0.917,-73.08947755854247
-0.038,0.025,20.597299337387085,1.006,0.284,0.952,0.742,-73.08947755854247
-0.037,0.056,20.59761953353882,1.013,-0.486,2.282,-0.203,-73.08947755854247
0.009,0.047,20.59789490699768,0.998,-1.781,0.602,-1.183,-73.08947755854247
-0.004,0.025,20.598155736923218,1.024,-0.031,1.897,0.882,-73.08947755854247
-0.014,0.049,20.5984103679657,1.03,0.284,1.057,0.812,-73.08947755854247
-0.024,0.037,20.598660945892334,1.006,0.039,0.847,0.147,-73.08947755854247
-0.013,0.01,20.59891104698181,0.998,-0.801,0.637,0.252,-73.08947755854247
-0.013,0.062,20.599162817001343,1.012,-0.486,0.602,-0.343,-72.58393668912018
0.009,0.045,20.59942650794983,1.02,-0.871,0.917,-0.378,-72.58393668912018
-0.016,0.039,20.59968328475952,1.012,0.179,1.477,0.182,-72.58393668912018
-0.012,0.055,20.601623058319092,1.011,-0.136,1.197,1.407,-72.58393668912018
-0.02,0.034,21.1610906124115,1.006,-0.801,1.337,0.322,-72.58393668912018
-0.02,0.013,21.161651849746704,1.005,-0.696,1.477,0.322,-72.657010051831
-0.002,0.028,21.161967039108276,0.993,0.284,-1.288,-0.833,-72.657010051831
-0.004,0.022,21.16399574279785,1.005,-0.311,3.122,-0.588,-72.657010051831
-0.007,0.037,21.164281845092773,1.024,-0.836,1.757,0.322,-72.657010051831
-0.03,0.038,21.16457509994507,0.994,-1.011,0.007,0.182,-72.657010051831
-0.027,0.021,21.16482377052307,0.975,0.004,-0.063,0.182,-72.657010051831
-0.015,0.04,21.165106773376465,1.003,0.039,0.672,-0.518,-72.657010051831
-0.03,0.009,21.1653892993927,1.008,-0.521,-0.903,-1.253,-72.657010051831
-0.03,0.009,21.165650606155396,1.008,-0.276,0.952,-1.253,-72.657010051831
0.007,0.049,21.16589117050171,0.993,-0.556,0.462,0.322,-72.657010051831
-0.042,0.035,21.166156768798828,1.017,-0.451,2.842,1.337,-73.65368235929692
-0.029,0.044,21.17073631286621,1.035,-0.416,-0.238,0.042,-73.65368235929692
-0.005,0.051,21.726199626922607,1.009,-0.136,0.882,-1.078,-73.65368235929692
-0.016,0.032,21.72847318649292,1.018,-0.661,1.617,-0.133,-73.64182151429078
-0.015,0.02,21.72883892059326,1.016,-0.066,0.707,-0.588,-73.64182151429078
-0.022,0.038,21.729119062423706,0.994,-0.731,2.352,-0.343,-72.71893414708961
-0.013,0.036,21.72938370704651,1.003,-1.046,1.827,-0.028,-72.71893414708961
-0.003,0.049,21.72964096069336,1.035,-0.556,0.077,-0.448,-72.71893414708961
-0.023,0.011,21.72989273071289,1.0,-0.136,1.162,0.882,-72.71893414708961
-0.022,0.043,21.730157136917114,0.999,-0.311,1.722,0.672,-72.71893414708961
-0.011,0.046,21.730408668518066,1.004,-1.046,0.567,-0.588,-72.71893414708961
0.0,0.025,21.730669021606445,1.017,-0.241,0.427,-0.168,-72.71893414708961
-0.022,0.05,21.730915546417236,1.021,-0.101,0.882,0.462,-72.71893414708961
-0.024,0.056,21.73116421699524,1.021,-0.451,1.442,0.462,-72.71893414708961
-0.016,0.057,22.267717361450195,1.021,-0.731,0.882,-0.728,-72.71893414708961
-0.003,0.055,22.270153522491455,1.012,-0.066,-0.273,-0.588,-73.56640383447171
0.007,-0.03,22.27072548866272,1.001,-0.241,2.037,0.077,-73.56640383447171
-0.05,0.051,22.27118158340454,1.034,-0.731,0.672,-1.113,-73.56640383447171
-0.02,0.052,22.2716166973114,1.015,-0.136,1.022,-1.533,-73.56640383447171
0.026,0.041,22.272018909454346,1.016,0.074,1.897,-0.483,-73.56640383447171
-0.028,0.026,22.27241086959839,1.022,-1.326,0.182,1.022,-74.14152627791007
-0.028,0.087,22.27277374267578,1.013,-0.906,1.862,0.182,-74.14152627791007
0.025,0.024,22.273117303848267,1.009,-0.171,0.952,-0.903,-74.14152627791007
-0.007,0.032,22.273473262786865,1.021,-0.556,0.742,-0.413,-74.14152627791007
-0.042,0.057,22.273945093154907,1.005,-0.591,0.847,0.392,-74.14152627791007
-0.021,0.024,22.807634115219116,0.989,-0.731,2.282,0.077,-74.14152627791007
-0.025,0.042,22.8101544380188,1.004,-0.381,0.672,0.567,-74.9791999841697
-0.013,0.021,22.81053376197815,1.0,-0.521,2.527,-0.588,-74.62674583648776
-0.0,0.034,22.810871362686157,1.005,-0.451,-0.378,-0.553,-74.62674583648776
-0.025,0.049,22.811204433441162,1.023,-0.591,1.967,0.707,-74.62674583648776
-0.011,0.043,22.81151819229126,1.018,-0.241,2.107,-0.483,-74.62674583648776
-0.019,0.043,22.81182551383972,1.011,-0.276,1.827,-0.238,-74.62674583648776
-0.005,0.033,22.81214928627014,1.0,-0.661,1.512,0.042,-74.62674583648776
-0.011,0.039,22.81246542930603,1.014,-0.416,1.057,0.007,-74.62674583648776
-0.007,0.046,22.81278657913208,1.021,-0.486,1.197,0.357,-74.62674583648776
-0.028,0.025,22.813122272491455,1.021,-0.206,1.547,-0.308,-74.62674583648776
-0.002,0.045,22.815244436264038,1.001,-0.486,0.357,0.252,-74.62674583648776
-0.02,0.018,23.38046360015869,1.004,-0.206,1.022,-0.343,-72.99066996830058
-0.024,0.042,23.381053686141968,1.018,-0.206,0.602,0.812,-74.5697091219459
-0.014,0.064,23.383028745651245,1.022,-0.241,1.197,-0.238,-74.5697091219459
-0.001,0.038,23.383326530456543,1.011,-0.591,1.617,-0.343,-74.5697091219459
-0.006,0.033,23.383593559265137,1.008,-0.871,1.617,-0.098,-73.5489499098916
-0.022,0.044,23.383849620819092,1.023,-0.381,1.442,0.427,-73.5489499098916
-0.014,0.019,23.384098052978516,1.009,-0.381,0.742,0.392,-73.5489499098916
-0.02,0.054,23.38434076309204,1.014,-0.241,0.952,0.077,-73.5489499098916
-0.016,0.05,23.384607553482056,1.019,-0.276,1.582,-0.623,-73.5489499098916
0.001,0.037,23.384851694107056,1.016,-0.906,1.127,0.322,-73.5489499098916
-0.014,0.031,23.38509202003479,1.009,-0.626,1.337,0.672,-73.5489499098916
-0.031,0.043,23.38533329963684,1.009,-0.066,0.392,-0.273,-73.5489499098916
-0.015,0.034,23.932546138763428,1.005,-0.276,2.002,-0.728,-73.5489499098916
-0.002,0.044,23.93480134010315,1.017,-0.241,1.232,-0.553,-72.54503195817944
-0.01,0.015,23.93514084815979,1.012,-0.731,0.637,0.392,-72.54503195817944
-0.03,0.034,23.935410499572754,1.005,-0.661,0.287,0.357,-72.54503195817944
-0.012,0.043,23.935665607452393,1.01,-0.381,1.407,-0.413,-72.54503195817944
-0.02,0.028,23.935916900634766,1.02,-0.276,0.917,-0.343,-72.54503195817944
-0.019,0.033,23.936163187026978,1.015,-0.241,1.197,-0.203,-72.54503195817944
-0.019,0.046,23.936414003372192,1.007,-0.556,0.952,-0.203,-72.38196890742054
-0.006,0.032,23.936657428741455,1.013,-0.556,0.847,-0.063,-72.38196890742054
-0.012,0.048,23.936894416809082,1.014,-0.696,0.777,0.357,-72.38196890742054
-0.017,0.029,23.937130451202393,1.018,-0.206,1.792,0.077,-72.38196890742054
-0.024,0.039,23.939902305603027,1.009,-0.276,-0.028,0.112,-72.38196890742054
-0.017,0.046,24.514001607894897,1.008,-0.836,2.107,0.182,-72.38196890742054
0.001,0.019,24.51459002494812,0.989,-0.661,2.947,0.182,-73.79390580259934
-0.007,0.049,24.516562938690186,1.009,-0.836,-0.343,-0.518,-73.79390580259934
-0.03,0.048,24.516862392425537,1.013,-0.101,1.582,-0.448,-73.79390580259934
-0.016,0.022,24.517127513885498,1.017,-0.206,1.302,-1.043,-73.79390580259934
-0.012,0.042,24.51737880706787,1.013,-0.626,1.687,-0.833,-73.79390580259934
-0.019,0.028,24.517624616622925,1.005,-0.346,2.562,-0.378,-73.79390580259934
-0.026,0.036,24.51786780357361,1.006,-0.276,1.057,0.042,-73.79390580259934
-0.016,0.043,24.518108367919922,1.012,-0.556,1.057,-0.763,-73.17204661470119
-0.01,0.033,24.51835012435913,1.016,-0.416,1.617,-0.308,-73.17204661470119
-0.019,0.045,24.51858925819397,1.018,-0.591,0.917,-0.133,-73.17204661470119
-0.007,0.033,24.52016544342041,1.012,-0.871,0.602,0.497,-73.17204661470119
-0.012,0.039,25.094430923461914,1.001,-0.381,2.317,-0.028,-73.17204661470119
-0.003,0.04,25.096657276153564,1.018,-0.276,2.457,0.707,-73.60573112099674
-0.022,0.058,25.09697914123535,1.021,-0.486,1.092,-0.413,-73.60573112099674
-0.012,0.033,25.097245693206787,1.003,-0.976,-0.903,-0.238,-73.60573112099674
0.001,0.035,25.097495555877686,1.004,-0.486,2.072,-0.028,-73.60573112099674
-0.019,0.065,25.097737789154053,1.015,-0.521,0.322,-0.413,-73.60573112099674
-0.039,0.052,25.097976446151733,1.056,-0.276,1.407,-0.098,-73.60573112099674
-0.01,0.037,25.09821391105652,1.024,-0.031,0.182,0.182,-73.60573112099674
0.003,0.055,25.098449230194092,1.001,-0.871,2.422,-0.308,-76.13031356149496
0.001,0.01,25.098686456680298,0.976,-1.151,0.427,0.532,-76.13031356149496
-0.007,0.031,25.098921537399292,1.032,-0.311,1.442,-0.063,-76.13031356149496
-0.026,0.019,25.67634916305542,1.009,-0.556,0.392,0.357,-76.13031356149496
-0.016,0.067,25.678762197494507,1.017,-1.151,2.317,0.882,-73.64654965743125
-0.022,0.027,25.679262399673462,1.002,-0.346,-0.343,0.077,-73.64654965743125
-0.007,0.031,25.679628610610962,1.01,0.004,1.722,-0.588,-73.64654965743125
-0.025,0.059,25.6799635887146,1.013,-0.871,1.512,0.007,-73.64654965743125
-0.027,0.046,25.68029022216797,1.024,-0.731,0.672,0.322,-73.64654965743125
-0.017,0.012,25.68062996864319,1.029,-0.311,1.792,-0.168,-73.64654965743125
-0.008,0.046,25.680949687957764,1.004,-0.311,-0.203,-0.098,-73.64654965743125
-0.008,0.043,25.68127179145813,1.001,-0.696,1.687,0.497,-73.64654965743125
-0.021,0.024,25.68159770965576,1.022,-0.731,0.392,-0.273,-73.63586082400782
-0.006,0.067,25.681929111480713,1.019,-0.521,2.107,-0.133,-73.63586082400782
-0.001,0.034,25.682270050048828,1.015,-0.661,0.497,0.077,-73.63586082400782
-0.003,0.037,26.295090436935425,1.0,-0.066,1.127,0.707,-73.63586082400782
-0.056,0.033,26.297776222229004,0.995,-0.696,1.267,0.882,-73.32615282973003
-0.032,0.029,26.298322200775146,0.995,-0.696,1.267,0.882,-73.32615282973003
0.001,0.031,26.298675537109375,0.999,-0.381,0.322,0.147,-73.32615282973003
0.0,0.05,26.299002647399902,1.01,-0.206,1.162,-0.063,-73.32615282973003
-0.01,0.019,26.299323797225952,1.003,-0.486,0.812,0.042,-73.32615282973003
0.015,0.027,26.299640655517578,1.006,-0.241,1.232,0.217,-73.18401636048876
-0.0,0.036,26.29997420310974,1.018,-0.241,1.232,0.217,-73.18401636048876
-0.023,0.048,26.30023455619812,1.019,-0.416,0.777,1.267,-73.18401636048876
-0.025,0.024,26.30049157142639,0.991,-0.416,1.372,-1.078,-73.18401636048876
-0.011,0.026,26.300743341445923,0.994,-0.556,1.197,-1.358,-73.18401636048876
0.001,0.044,26.301027297973633,1.026,-0.206,1.197,0.287,-73.18401636048876
-0.024,0.024,26.875276803970337,1.005,-0.451,1.757,0.462,-73.18401636048876
-0.033,0.025,26.87751007080078,1.004,-0.766,-0.063,-0.308,-72.89579786663785
0.013,0.032,26.87800621986389,1.021,-0.031,1.827,-0.623,-72.89579786663785
-0.008,0.06,26.878422737121582,1.028,-0.486,1.932,0.567,-72.89579786663785
-0.019,0.033,26.878835916519165,1.012,-0.696,0.707,0.217,-72.89579786663785
-0.023,0.035,26.879226446151733,1.006,-0.556,1.477,-0.063,-72.89579786663785
-0.031,0.051,26.879616022109985,1.018,-0.066,1.407,-0.833,-73.18264026755355
-0.015,0.016,26.880008935928345,1.011,-0.066,0.987,-0.098,-73.18264026755355
-0.015,0.027,26.88040518760681,1.002,-0.171,1.652,-0.973,-73.18264026755355
-0.009,0.033,26.880770921707153,1.011,-0.661,1.372,0.462,-73.18264026755355
-0.017,0.026,26.881144285202026,1.0,-0.731,1.162,0.812,-73.18264026755355
-0.014,0.024,26.882127285003662,0.996,-0.416,0.707,-0.133,-73.18264026755355
-0.017,0.033,27.476372480392456,1.017,0.109,0.987,-1.008,-73.18264026755355
-0.011,-0.028,27.476939916610718,0.973,-0.136,1.862,0.112,-73.06645099058669
-0.014,0.082,27.479099988937378,1.019,-0.801,2.177,0.882,-73.06645099058669
0.015,0.011,27.479555130004883,1.007,-0.311,0.567,-0.938,-73.06645099058669
0.007,0.007,27.479952573776245,1.009,-0.486,1.617,-0.203,-73.06645099058669
0.002,-0.004,27.4803466796875,1.003,-0.311,3.367,0.707,-73.06645099058669
-0.043,0.016,27.480751991271973,0.999,-0.416,1.512,0.217,-74.40490408448309
-0.02,0.064,27.48117446899414,1.01,-1.116,0.252,-0.623,-74.40490408448309
-0.018,0.024,27.48154306411743,1.018,-0.136,0.392,-0.343,-74.40490408448309
-0.007,0.013,27.481905221939087,1.016,-0.206,-0.133,0.007,-74.40490408448309
-0.031,0.019,27.482270002365112,1.005,-0.206,2.387,0.952,-74.40490408448309
-0.014,0.021,27.482635498046875,1.001,-1.151,0.357,-0.028,-74.40490408448309
0.009,0.015,27.48301386833191,1.006,-1.116,2.177,-0.658,-74.40490408448309
-0.026,0.049,28.100472688674927,1.003,0.144,0.182,-0.063,-74.40490408448309
-0.018,0.025,28.10291862487793,1.011,-0.171,1.092,-0.588,-73.40856303252785
-0.012,0.053,28.10331702232361,1.022,-0.556,1.897,-0.343,-73.40856303252785
-0.014,0.054,28.103602170944214,1.01,-0.556,1.547,0.287,-73.40856303252785
-0.018,0.031,28.103866815567017,1.014,-0.206,1.127,-0.448,-73.40856303252785
-0.004,0.052,28.104125261306763,1.004,-0.276,1.687,-0.588,-73.40856303252785
-0.01,0.053,28.10439157485962,1.017,-0.416,1.582,-0.273,-73.40856303252785
-0.03,0.027,28.10464906692505,1.031,-0.766,1.022,0.497,-73.40856303252785
-0.02,0.053,28.10489773750305,1.006,0.109,0.812,-0.868,-73.40856303252785
0.006,0.046,28.105143547058105,1.008,-0.206,0.672,0.077,-73.40856303252785
-0.015,0.029,28.10538673400879,1.001,-1.081,1.407,0.462,-73.40856303252785
-0.036,0.045,28.718639135360718,1.016,-0.626,1.022,0.077,-71.9515150761889
-0.017,0.032,28.719269037246704,1.009,-0.206,2.387,-0.553,-73.30854925451725
-0.014,0.061,28.72144842147827,0.996,-0.136,0.427,-1.218,-73.30854925451725
-0.005,0.06,28.721816062927246,1.023,-0.766,2.037,0.672,-73.30854925451725
-0.021,0.028,28.72224736213684,1.023,-0.206,1.407,0.357,-73.30854925451725
-0.001,0.05,28.72263264656067,1.008,-0.731,1.617,-0.028,-73.30854925451725
-0.001,0.05,28.72293186187744,1.005,-0.836,1.512,0.112,-73.30854925451725
-0.01,0.045,28.723194122314453,1.016,-0.556,1.057,0.462,-73.30854925451725
-0.021,0.042,28.723443508148193,1.017,0.074,0.987,-0.168,-73.30854925451725
-0.014,0.042,28.723681688308716,1.018,-0.661,0.847,-0.483,-73.29085704465207
0.007,0.032,28.723917245864868,1.006,-0.416,1.442,-0.168,-73.29085704465207
-0.005,0.058,28.724158763885498,1.018,-0.521,1.267,0.567,-73.29085704465207
-0.034,0.018,29.344420671463013,1.009,-0.241,0.777,0.147,-73.29085704465207
-0.028,0.034,29.34498929977417,1.025,-0.171,1.792,-0.098,-73.9247523305804
-0.021,0.03,29.34704303741455,0.992,-1.046,0.707,-0.728,-73.9247523305804
0.0,0.034,29.347416639328003,0.991,-1.046,1.057,0.357,-73.9247523305804
-0.034,0.034,29.347753524780273,1.009,-0.241,1.757,0.532,-73.58948671308009
-0.009,0.043,29.348080158233643,1.021,-0.591,0.637,-0.203,-73.58948671308009
-0.012,0.027,29.348433017730713,1.005,-0.381,0.637,-0.273,-73.58948671308009
-0.018,0.04,29.348711252212524,1.014,-0.661,1.372,0.497,-73.58948671308009
-0.024,0.034,29.348955869674683,1.013,-0.521,1.197,-0.168,-73.58948671308009
-0.02,0.054,29.34919023513794,1.011,-0.416,0.462,-0.203,-73.58948671308009
-0.014,0.043,29.349424839019775,1.018,-0.136,0.917,0.322,-73.58948671308009
-0.017,0.031,29.928092002868652,1.01,-0.766,1.127,1.022,-73.58948671308009
0.004,0.045,29.930435180664062,1.011,-0.066,1.512,-0.938,-73.10669635612834
-0.036,-0.01,29.930845737457275,1.007,-0.591,1.127,0.602,-73.10669635612834
-0.03,0.038,29.931203842163086,1.007,-0.031,-0.238,0.042,-73.10669635612834
-0.001,0.001,29.931533575057983,0.994,-0.696,1.897,0.427,-73.10669635612834
0.002,0.079,29.931848287582397,1.014,-0.521,1.442,0.672,-74.55797764577059
-0.005,0.03,29.932121992111206,1.007,-1.011,2.212,0.007,-74.55797764577059
-0.011,0.069,29.93241000175476,1.01,0.109,-0.063,-0.098,-74.55797764577059
-0.026,0.052,29.93269991874695,1.021,-0.556,0.812,-0.133,-74.55797764577059
-0.017,0.037,29.932966709136963,1.012,-0.556,0.812,-0.133,-74.55797764577059
-0.001,0.041,29.93323016166687,1.01,-0.941,0.287,-0.623,-74.55797764577059
-0.03,0.033,29.937355756759644,1.03,0.459,0.742,-0.168,-74.55797764577059
-0.03,0.033,30.48297691345215,1.03,0.459,0.742,-0.168,-74.55797764577059
-0.015,0.013,30.4835467338562,0.995,-1.011,0.532,0.497,-74.22565250935776
-0.019,0.015,30.48568058013916,1.0,-1.046,0.707,-0.483,-74.22565250935776
-0.005,0.057,30.48604440689087,1.017,-0.311,1.932,-0.658,-74.22565250935776
-0.014,0.02,30.486335277557373,1.029,-0.241,0.252,0.042,-74.22565250935776
-0.005,0.007,30.486602783203125,1.017,-0.276,0.812,0.462,-74.22565250935776
-0.002,0.043,30.486868619918823,0.975,-0.766,2.492,-0.098,-74.22565250935776
-0.024,0.043,30.487144231796265,1.033,-0.346,0.427,-0.343,-73.36581456660119
-0.015,0.015,30.487526893615723,1.026,0.144,1.407,-0.728,-73.36581456660119
-0.014,0.057,30.48791766166687,1.017,-0.346,1.582,0.147,-73.36581456660119
-0.016,0.048,30.48827815055847,1.0,-0.976,0.742,1.302,-73.36581456660119
-0.036,0.018,30.492254734039307,1.005,-0.031,1.547,-0.343,-73.36581456660119
-0.002,0.038,31.039161682128906,1.007,-0.521,1.442,-0.973,-73.36581456660119
-0.032,0.048,31.039752960205078,1.024,-0.801,1.862,-0.238,-74.52466427150138
-0.016,0.048,31.041832208633423,1.018,-0.416,1.547,-0.763,-74.52466427150138
0.002,0.015,31.042142152786255,0.995,0.004,0.637,-0.763,-74.52466427150138
-0.021,0.039,31.042423486709595,1.01,-0.836,0.007,0.847,-74.52466427150138
-0.017,0.045,31.042693853378296,1.014,-0.556,1.477,0.707,-74.52466427150138
-0.017,0.036,31.042970418930054,1.003,-0.416,1.967,-0.448,-74.52466427150138
0.002,0.037,31.043235540390015,1.019,-0.416,0.217,-0.623,-74.52466427150138
-0.028,0.096,31.043495655059814,1.026,-0.731,1.617,0.007,-74.52466427150138
-0.022,0.002,31.043752908706665,0.998,-0.626,0.112,0.147,-74.52466427150138
0.02,0.038,31.04400944709778,0.998,-0.206,1.197,0.637,-74.52466427150138
-0.009,0.054,31.04426598548889,1.028,-0.521,1.092,-0.903,-73.85412398588149
-0.035,0.006,31.59127449989319,1.011,-0.801,1.302,0.847,-73.85412398588149
-0.022,0.054,31.593750715255737,1.028,0.074,1.022,0.217,-73.7116025161909
-0.025,0.017,31.594157934188843,0.996,-0.941,0.287,0.392,-73.7116025161909
-0.013,0.036,31.59442377090454,1.0,-0.766,0.427,0.287,-73.7116025161909
-0.005,0.026,31.594676733016968,1.006,-0.521,2.807,0.742,-73.81079374297306
-0.065,0.107,31.594985008239746,1.045,-0.276,-0.518,0.077,-73.81079374297306
-0.018,0.037,31.595309019088745,1.032,-0.311,-0.553,-0.063,-73.81079374297306
-0.06,-0.039,31.595622777938843,1.006,-0.451,1.162,0.077,-73.81079374297306
0.035,0.012,31.595927476882935,0.985,-0.836,0.672,0.847,-73.81079374297306
-0.065,0.043,31.59623146057129,1.028,-0.591,2.912,0.357,-73.81079374297306
-0.028,0.026,31.596554040908813,1.011,-0.451,0.252,-0.763,-73.81079374297306
0.005,0.052,32.148197174072266,1.027,-0.486,1.547,-0.413,-73.81079374297306
-0.007,0.016,32.1488618850708,1.016,0.004,0.882,-0.693,-74.78512222856105
-0.033,0.041,32.14925742149353,1.007,-1.256,2.877,0.847,-74.78512222856105
-0.042,0.068,32.151235580444336,1.01,-1.011,1.582,0.287,-74.78512222856105
0.013,0.049,32.15156149864197,1.033,0.144,1.092,-1.183,-74.78512222856105
-0.019,0.055,32.15183901786804,0.999,-0.241,-0.553,0.637,-74.78512222856105
-0.03,0.054,32.152106285095215,1.0,-0.836,1.862,0.707,-74.78512222856105
-0.031,0.028,32.15238571166992,1.011,-0.731,1.407,-0.588,-74.78512222856105
-0.009,0.046,32.15265417098999,1.017,0.249,-0.238,-0.938,-73.56354207121689
-0.02,0.06,32.15292143821716,0.999,-0.101,-0.308,0.427,-73.56354207121689
-0.016,0.015,32.15318417549133,1.003,-0.871,2.912,-0.063,-73.56354207121689
-0.018,0.062,32.15786623954773,0.988,0.144,1.617,-0.483,-73.56354207121689
-0.018,0.037,32.69819355010986,0.988,0.144,1.617,-0.483,-73.56354207121689
-0.015,0.031,32.70034408569336,1.003,-0.661,1.022,-0.063,-73.91530233940897
-0.005,0.062,32.700687646865845,1.023,-0.556,1.512,0.252,-74.9033057218696
-0.034,0.033,32.700942516326904,1.013,0.039,0.567,0.112,-74.9033057218696
-0.016,0.032,32.70118427276611,1.016,-0.521,1.127,-0.448,-74.9033057218696
-0.008,0.044,32.701416969299316,1.009,-0.276,2.597,0.252,-74.9033057218696
-0.021,0.083,32.70164895057678,1.014,-0.451,1.232,0.777,-74.9033057218696
-0.017,0.015,32.701876401901245,1.006,-0.801,-0.448,-0.168,-74.9033057218696
-0.005,0.042,32.70210361480713,1.002,-0.206,1.232,0.112,-74.9033057218696
-0.004,0.103,32.702330112457275,1.043,-0.381,1.092,0.462,-74.9033057218696
-0.034,0.014,32.70255255699158,1.01,-0.451,1.197,0.427,-74.9033057218696
-0.0,0.053,32.70517158508301,1.005,-0.696,0.252,-1.778,-73.16948296532603
0.011,0.082,33.24924063682556,1.02,-0.941,0.497,-0.693,-73.16948296532603
-0.025,0.022,33.25147986412048,1.018,-0.591,2.072,0.427,-72.78230820734872
-0.01,0.058,33.25187635421753,1.008,-0.276,0.147,-0.448,-72.78230820734872
-0.012,0.013,33.25223755836487,1.002,-0.381,1.407,0.182,-72.78230820734872
-0.006,0.072,33.252583742141724,1.03,-0.871,0.847,-0.028,-72.78230820734872
-0.011,0.048,33.25290608406067,1.019,-0.311,0.567,-0.448,-73.85308589701451
-0.009,0.059,33.253228425979614,0.998,-0.556,1.477,1.022,-73.85308589701451
-0.032,0.049,33.25354194641113,1.021,-0.486,1.127,0.147,-73.85308589701451
-0.011,0.016,33.25388312339783,1.005,-0.241,0.952,-0.413,-73.85308589701451
0.005,0.003,33.25419878959656,0.992,-0.836,0.427,-0.168,-73.85308589701451
-0.015,0.063,33.25451421737671,1.008,-0.486,1.617,0.602,-73.85308589701451
-0.032,0.048,33.25485825538635,1.006,0.354,2.457,0.077,-73.85308589701451
0.006,0.001,33.81322503089905,1.003,-0.101,-1.113,0.252,-73.85308589701451
-0.027,0.018,33.81540369987488,1.009,0.074,1.372,0.952,-73.1586891469096
-0.022,0.042,33.81574463844299,1.004,-0.486,1.232,0.077,-73.1586891469096
-0.013,0.041,33.816007137298584,1.004,-0.871,0.357,-0.343,-73.1586891469096
-0.007,0.037,33.816250801086426,1.013,-0.311,1.827,-0.378,-73.1586891469096
-0.01,0.046,33.81653165817261,1.029,-0.556,0.182,0.252,-73.1586891469096
-0.017,0.029,33.81677436828613,1.015,-0.066,1.722,-0.028,-73.1586891469096
-0.005,0.04,33.81700563430786,0.998,-1.011,0.707,0.182,-73.1586891469096
-0.011,0.049,33.81723594665527,1.007,-0.591,1.897,0.392,-72.81912544296965
-0.013,0.031,33.81746482849121,1.015,-0.206,1.127,-0.203,-72.81912544296965
-0.016,0.032,33.81769061088562,1.02,-0.486,0.637,-0.448,-72.81912544296965
-0.014,0.03,33.82064414024353,1.012,-0.276,1.547,0.042,-72.81912544296965
-0.015,0.036,34.3553147315979,0.998,-0.731,1.092,0.007,-72.81912544296965
-0.008,0.039,34.35756826400757,1.013,-0.416,1.057,0.042,-73.69717853630992
-0.012,0.039,34.357988119125366,1.013,-0.591,1.232,-0.028,-73.80574887917548
-0.011,0.036,34.35834217071533,1.009,-0.451,1.127,0.287,-72.85259596825631
-0.015,0.031,34.35867381095886,1.009,-0.521,0.637,-0.203,-72.85259596825631
-0.008,0.042,34.35899472236633,1.011,-0.486,1.302,0.147,-72.85259596825631
-0.017,0.031,34.35930824279785,1.005,-0.381,1.092,-0.203,-72.85259596825631
-0.015,0.036,34.359619140625,1.015,-0.381,1.162,-0.063,-72.85259596825631
-0.011,0.03,34.359925270080566,1.007,-0.521,1.127,0.217,-72.85259596825631
-0.011,0.041,34.36023211479187,1.012,-0.346,1.337,-0.063,-72.85259596825631
-0.008,0.035,34.36058974266052,1.009,-0.521,1.057,0.217,-72.85259596825631
-0.011,0.033,34.360918283462524,1.009,-0.451,0.707,-0.133,-72.85259596825631
-0.013,0.045,34.90214228630066,1.017,-0.381,1.652,0.077,-73.33598820319018
-0.007,0.035,34.90440630912781,1.009,-0.486,0.462,0.007,-73.07502210994224
-0.01,0.04,34.90480065345764,1.012,-0.416,1.407,0.042,-73.07502210994224
-0.016,0.034,34.905142307281494,1.016,-0.591,0.742,-0.028,-73.07502210994224
-0.014,0.044,34.905465841293335,1.011,-0.346,1.302,0.182,-73.07502210994224
-0.018,0.033,34.905805826187134,1.01,-0.521,1.022,-0.273,-73.07502210994224
-0.012,0.044,34.906105041503906,1.015,-0.556,0.952,0.252,-73.13449441174768
-0.017,0.043,34.90643262863159,1.015,-0.486,1.407,-0.238,-73.13449441174768
-0.017,0.03,34.90673875808716,1.01,-0.486,0.952,-0.098,-73.13449441174768
-0.012,0.034,34.90705442428589,1.008,-0.416,0.952,0.182,-73.13449441174768
-0.017,0.035,34.907363414764404,1.012,-0.591,1.302,-0.273,-73.13449441174768
-0.016,0.04,34.91098713874817,1.014,-0.416,1.057,0.252,-73.13449441174768
-0.016,0.035,35.434096336364746,1.01,-0.626,1.092,-0.343,-73.13449441174768
-0.013,0.034,35.43636226654053,1.006,-0.206,1.197,-0.238,-72.91955065892893
-0.012,0.046,35.43675518035889,1.014,-0.556,1.162,0.077,-73.3338702061801
-0.023,0.042,35.43708539009094,1.016,-0.451,0.707,0.287,-73.3338702061801
0.0,0.04,35.43739604949951,1.012,-0.486,1.512,-0.343,-73.3338702061801
-0.017,0.032,35.43770670890808,1.01,-0.591,0.812,0.497,-73.3338702061801
-0.018,0.032,35.43802046775818,1.014,-0.521,0.847,-0.028,-73.3338702061801
-0.014,0.034,35.43833065032959,1.009,-0.521,1.582,-0.203,-73.3338702061801
