ay,comp,vz,vx,time,az,ax,vy
-0.013,-73.2556378991063,-0.416,0.147,60.91835880279541,1.014,0.039,1.092
-0.013,-73.2556378991063,-0.521,0.007,60.91870141029358,1.013,0.037,1.302
-0.01,-73.2556378991063,-0.311,-0.133,60.9189989566803,1.007,0.034,0.847
-0.014,-73.2556378991063,-0.486,-0.063,60.921619176864624,1.014,0.037,0.917
-0.013,-73.2556378991063,-0.486,0.077,61.62952375411987,1.017,0.041,1.162
-0.015,-73.18680874808743,-0.486,0.042,61.630229473114014,1.007,0.029,0.952
-0.013,-73.18680874808743,-0.486,-0.098,61.63064169883728,1.009,0.034,0.952
-0.011,-73.37691056408194,-0.521,-0.063,61.63319969177246,1.013,0.041,1.057
-0.013,-73.37691056408194,-0.381,0.007,61.633556842803955,1.015,0.041,1.092
-0.011,-73.37691056408194,-0.486,0.042,61.63389563560486,1.011,0.034,1.022
-0.013,-73.37691056408194,-0.661,-0.063,61.63430404663086,1.005,0.03,1.232
-0.01,-73.37691056408194,-0.381,-0.028,61.63459348678589,1.018,0.047,1.057
-0.013,-73.37691056408194,-0.486,-0.063,61.634843826293945,1.009,0.033,0.987
-0.013,-73.37691056408194,-0.451,0.042,61.635079860687256,1.01,0.038,0.917
-0.011,-73.37691056408194,-0.346,-0.028,61.63531255722046,1.012,0.039,1.057
-0.012,-73.37691056408194,-0.451,-0.063,61.63554072380066,1.01,0.037,0.882
-0.011,-74.01232147895122,-0.521,-0.028,62.340649366378784,1.015,0.038,0.987
-0.014,-73.68997146678456,-0.591,-0.203,62.342937707901,1.015,0.041,1.267
-0.011,-73.68997146678456,-0.451,0.077,62.34334468841553,1.013,0.039,0.812
-0.014,-73.68997146678456,-0.451,-0.028,62.343655824661255,1.012,0.041,1.197
-0.011,-73.68997146678456,-0.661,0.007,62.34399676322937,1.011,0.043,0.952
-0.011,-73.68997146678456,-0.381,-0.028,62.344308376312256,1.011,0.036,0.882
-0.011,-73.68997146678456,-0.451,0.147,62.34462070465088,1.007,0.03,1.197
-0.011,-73.68997146678456,-0.381,-0.098,62.344929695129395,1.013,0.038,0.987
-0.014,-73.68997146678456,-0.451,-0.168,62.34523034095764,1.012,0.035,1.057
-0.015,-73.80762896466445,-0.591,0.007,62.345529317855835,1.009,0.038,1.127
-0.01,-73.80762896466445,-0.416,0.042,62.34582829475403,1.007,0.033,1.197
-0.016,-73.80762896466445,-0.521,0.007,62.99180579185486,1.015,0.043,0.987
-0.011,-73.00863295002284,-0.451,0.112,62.99416160583496,1.013,0.039,0.742
-0.012,-73.00863295002284,-0.311,-0.098,62.99453067779541,1.011,0.038,1.232
-0.013,-72.68356544458496,-0.591,-0.063,62.994813680648804,1.008,0.033,0.882
-0.011,-72.68356544458496,-0.451,0.077,62.995076417922974,1.012,0.038,0.917
-0.012,-72.68356544458496,-0.451,-0.063,62.995325803756714,1.01,0.036,1.162
-0.014,-72.68356544458496,-0.416,0.042,62.995572328567505,1.012,0.036,1.267
-0.012,-72.68356544458496,-0.381,0.042,62.99581480026245,1.009,0.037,0.637
-0.012,-72.68356544458496,-0.556,0.077,62.996055364608765,1.013,0.038,1.057
-0.012,-72.68356544458496,-0.486,-0.098,62.99630951881409,1.008,0.035,0.742
-0.009,-72.68356544458496,-0.486,-0.063,62.99656367301941,1.012,0.037,1.092
-0.01,-72.68356544458496,-0.486,0.112,63.661773920059204,1.012,0.041,0.847
-0.015,-72.97001716852564,-0.486,0.112,63.66395330429077,1.012,0.041,1.022
-0.014,-72.97001716852564,-0.346,-0.028,63.66432809829712,1.011,0.035,1.022
-0.01,-72.97001716852564,-0.451,0.007,63.664674282073975,1.011,0.037,1.022
-0.01,-74.46081315054457,-0.591,0.042,63.6649866104126,1.013,0.037,1.127
-0.013,-74.46081315054457,-0.276,0.042,63.66529154777527,1.014,0.039,1.092
-0.01,-74.46081315054457,-0.591,-0.168,63.66561484336853,1.013,0.038,0.777
-0.009,-74.46081315054457,-0.381,0.007,63.66595244407654,1.012,0.034,1.127
-0.013,-74.46081315054457,-0.556,0.077,63.666258573532104,1.012,0.038,0.707
-0.014,-74.46081315054457,-0.451,0.007,63.66659116744995,1.011,0.038,1.057
-0.009,-74.46081315054457,-0.381,0.007,63.66691446304321,1.01,0.037,0.882
-0.016,-74.46081315054457,-0.346,0.007,64.3346426486969,1.014,0.04,1.022
-0.011,-73.63338072707519,-0.276,-0.098,64.33532500267029,1.011,0.037,1.127
-0.009,-73.63338072707519,-0.521,0.007,65.00359797477722,1.012,0.036,1.092
-0.012,-73.63119563158786,-0.416,-0.063,65.00429487228394,1.012,0.037,0.952
