vy,time,ay,vx,az,ax,vz,comp
0.858,70.63562536239624,-0.02,-0.013,1.006,0.08,-0.297,-67.42026844532094
0.893,70.63594317436218,-0.014,-0.048,1.018,0.081,-0.402,-67.42026844532094
0.613,71.22084188461304,-0.025,0.127,1.011,0.083,-0.227,-67.42026844532094
1.103,71.22366285324097,0.006,-0.223,0.999,0.072,0.018,-66.85325269690931
0.718,71.22411894798279,-0.006,-0.258,1.014,0.078,-0.122,-66.85325269690931
0.788,71.22439360618591,0.001,-0.048,1.018,0.078,0.018,-67.91166266371967
1.033,71.2246744632721,-0.005,-0.048,1.014,0.069,-0.227,-67.91166266371967
0.893,71.22492527961731,-0.03,-0.188,0.998,0.069,-0.332,-67.91166266371967
0.928,71.22516107559204,-0.002,-0.223,1.014,0.079,-0.122,-67.91166266371967
0.823,71.22539567947388,0.007,-0.153,1.005,0.075,-0.437,-67.91166266371967
0.753,71.22563123703003,0.015,-0.048,1.035,0.067,-0.297,-67.91166266371967
0.753,71.22586369514465,-0.021,-0.188,0.996,0.084,-0.297,-67.91166266371967
0.788,71.2261073589325,-0.0,-0.188,1.014,0.081,-0.227,-67.91166266371967
0.963,71.2263433933258,-0.015,-0.083,1.008,0.07,-0.087,-67.91166266371967
1.103,71.84108209609985,0.018,-0.118,1.027,0.068,-0.017,-67.5354077870515
1.068,71.84336471557617,-0.015,0.022,0.963,0.082,-0.332,-67.2366966824643
0.893,71.84378409385681,0.014,-0.083,1.042,0.086,-0.262,-67.2366966824643
0.893,71.84407138824463,-0.031,-0.363,1.02,0.085,-0.332,-67.2366966824643
0.753,71.84433436393738,-0.01,-0.363,1.018,0.065,-0.227,-67.2366966824643
0.823,71.84459066390991,-0.02,-0.083,1.002,0.083,-0.087,-67.2366966824643
1.208,71.84483790397644,-0.007,-0.083,1.02,0.073,0.018,-67.2366966824643
1.068,71.84508275985718,-0.012,0.057,1.009,0.068,0.053,-67.2366966824643
0.788,71.8453266620636,-0.001,-0.083,1.001,0.075,0.088,-67.51561407503749
0.718,71.8455741405487,-0.004,-0.188,1.004,0.074,-0.052,-67.51561407503749
0.858,71.8458161354065,-0.002,-0.153,1.004,0.086,-0.052,-67.51561407503749
1.173,72.43686628341675,0.011,0.092,1.004,0.081,-0.297,-67.51561407503749
1.208,72.43951034545898,0.005,-0.223,1.0,0.086,0.158,-67.09806333288316
1.173,72.44004583358765,-0.005,-0.013,0.995,0.083,0.088,-67.09806333288316
1.138,72.44046401977539,-0.011,0.092,0.996,0.081,0.018,-67.09806333288316
0.473,72.44074845314026,0.003,-0.013,1.027,0.082,-0.017,-67.09806333288316
0.543,72.44099879264832,0.007,-0.083,0.997,0.078,-0.017,-67.09806333288316
1.138,72.44125437736511,0.011,0.057,1.015,0.076,-0.122,-67.09806333288316
1.103,72.44149446487427,0.009,0.232,0.997,0.094,-0.332,-67.09806333288316
1.383,72.44172811508179,-0.013,-0.223,1.006,0.089,-0.192,-66.96130002034708
1.033,72.44196367263794,-0.023,-0.363,1.025,0.08,-0.262,-66.96130002034708
0.158,72.44219398498535,-0.007,0.127,0.994,0.092,-0.402,-66.96130002034708
0.648,72.44243264198303,0.007,0.092,1.006,0.074,-0.402,-66.96130002034708
1.348,73.02602887153625,0.012,-0.258,1.007,0.076,-0.367,-66.96130002034708
1.103,73.61786580085754,0.0,-0.398,1.029,0.066,-0.157,-67.10836883249718
1.348,73.61849474906921,0.01,0.092,1.019,0.081,-0.157,-67.7170700294297
