vy,time,ay,vx,az,ax,vz,comp
3.833,37.56596875190735,0.049,-5.963,1.024,0.042,-0.472,-72.33437954538712
3.413,37.56617760658264,0.065,-3.933,0.934,0.074,-1.382,-72.33437954538712
1.873,37.56863713264465,0.037,-4.353,0.98,0.099,-2.887,-72.33437954538712
1.558,38.12560677528381,0.087,-4.773,1.012,0.036,-2.887,-72.33437954538712
-1.137,38.127920150756836,0.036,-7.013,1.029,0.088,-10.377,-70.87045510692079
0.683,38.12827467918396,0.02,-8.693,1.05,0.069,-8.872,-70.87045510692079
1.418,38.128522634506226,0.013,-11.458,0.996,0.036,-7.087,-70.87045510692079
1.418,38.12875008583069,0.013,-11.458,0.996,0.043,-7.087,-70.87045510692079
3.028,38.128968238830566,-0.049,-10.898,0.999,0.038,-5.897,-70.87045510692079
3.623,38.12918186187744,0.016,-19.333,1.057,0.043,-4.182,-70.87045510692079
3.623,38.12939238548279,0.017,-12.053,1.036,0.088,-4.182,-70.87045510692079
3.448,38.129600286483765,0.012,-17.198,1.047,0.086,-3.517,-70.87045510692079
2.048,38.12980937957764,0.042,-19.123,1.04,0.054,-3.797,-70.87045510692079
-1.662,38.130017042160034,-0.033,-21.223,1.029,0.083,-4.567,-70.87045510692079
-3.237,38.65238118171692,0.026,-20.453,1.026,0.079,-4.077,-70.88272448327248
-5.617,38.65443539619446,-0.049,-6.033,1.029,0.127,3.308,-71.57645786207821
-4.777,38.65482425689697,0.043,-5.543,0.985,0.055,3.308,-71.57645786207821
-4.462,38.65515756607056,-0.099,-6.313,0.955,0.133,3.308,-71.57645786207821
-3.657,38.6554913520813,-0.079,-5.858,1.059,0.127,3.133,-71.57645786207821
-3.657,38.65583419799805,-0.024,-7.293,0.952,0.139,3.483,-71.57645786207821
-4.462,38.656179666519165,-0.035,-9.183,0.957,0.147,2.958,-71.57645786207821
-4.462,38.656514406204224,-0.088,-9.148,1.06,0.135,2.013,-71.57645786207821
-6.387,38.656864166259766,-0.064,-6.208,1.054,0.153,0.648,-72.17558960597125
-7.787,38.65720868110657,-0.112,-4.598,0.909,0.184,-0.857,-72.17558960597125
-5.162,38.657527446746826,-0.081,-5.053,1.07,0.151,-0.752,-72.17558960597125
-1.417,38.65787649154663,-0.058,-6.908,0.934,0.175,-0.682,-72.17558960597125
-0.962,39.20610570907593,-0.072,-7.363,1.014,0.112,-0.647,-72.17558960597125
1.278,39.208213567733765,-0.09,-1.273,1.032,0.147,-5.162,-70.81348466559584
1.593,39.208598136901855,-0.122,0.547,1.033,0.169,-4.392,-70.81348466559584
2.678,39.208919048309326,-0.101,1.877,1.077,0.188,-4.182,-70.81348466559584
3.098,39.209224462509155,-0.127,3.067,0.945,0.166,-4.217,-70.81348466559584
1.313,39.20951461791992,-0.173,0.582,1.012,0.161,-4.567,-70.81348466559584
-0.682,39.20981955528259,-0.06,-1.693,0.86,0.144,-4.497,-70.81348466559584
-2.467,39.210113525390625,-0.168,-5.403,1.047,0.182,-5.442,-70.81348466559584
-0.542,39.21039843559265,-0.082,-2.883,1.065,0.176,-5.547,-70.81348466559584
-0.542,39.210692405700684,-0.186,-2.848,0.943,0.146,-6.212,-70.81348466559584
0.858,39.210976362228394,-0.071,-1.833,1.012,0.146,-7.367,-70.97795403323033
-3.027,39.21419095993042,-0.142,-2.148,0.977,0.163,-8.067,-70.97795403323033
-1.732,39.78779149055481,-0.127,-0.748,0.996,0.182,-8.452,-70.97795403323033
17.378,39.78999137878418,-0.105,1.667,0.923,0.194,-16.432,-69.77604461571815
8.243,39.790669679641724,-0.114,5.762,0.978,0.201,-16.432,-68.74855372181267
17.203,39.791067600250244,-0.159,5.762,0.989,0.174,-16.432,-68.74855372181267
10.063,39.791367530822754,-0.116,8.037,1.021,0.146,-17.587,-68.74855372181267
6.423,39.791656732559204,-0.051,1.877,0.866,0.192,-18.357,-68.74855372181267
5.968,39.79194927215576,-0.141,1.877,1.043,0.204,-19.057,-68.74855372181267
3.938,39.792243003845215,-0.144,4.082,0.971,0.17,-20.002,-68.74855372181267
4.113,39.7925226688385,-0.126,5.692,0.953,0.144,-19.967,-68.74855372181267
3.868,39.79279637336731,-0.126,7.057,0.953,0.144,-19.932,-68.74855372181267
8.278,39.7930634021759,-0.078,3.557,0.859,0.187,-18.742,-68.74855372181267
8.138,39.79333162307739,-0.116,1.492,1.011,0.165,-18.532,-68.74855372181267
7.508,40.3330500125885,-0.116,5.097,1.073,0.165,-18.217,-67.06470018226159
-2.082,40.335225105285645,0.044,2.822,0.918,0.024,4.008,-67.01423197797783
-2.747,40.33556866645813,0.057,3.627,1.062,-0.014,2.608,-67.01423197797783
0.053,40.33581829071045,0.058,8.632,0.901,0.063,0.333,-67.01423197797783
0.858,40.336058139801025,0.046,13.707,1.141,0.005,-4.462,-67.01423197797783
1.138,40.33628797531128,0.07,13.812,1.123,0.034,-5.897,-66.50710843752128
2.363,40.3365159034729,0.056,9.717,1.07,0.066,-7.297,-66.50710843752128
5.233,40.33673810958862,-0.013,5.377,0.96,0.05,-6.457,-66.50710843752128
5.828,40.33695960044861,0.032,1.282,1.0,0.031,-4.987,-66.50710843752128
2.223,40.33717966079712,0.027,4.607,1.047,0.062,-3.587,-66.50710843752128
0.508,40.33739900588989,-0.016,5.377,1.107,0.057,-3.167,-66.50710843752128
-1.557,40.8841187953949,0.019,6.007,0.981,0.002,-1.697,-66.50710843752128
-4.532,40.88637661933899,0.099,11.082,1.059,0.11,-3.167,-67.57702699003148
-4.742,40.886798620224,0.13,7.547,1.025,-0.0,-2.432,-67.57702699003148
-6.877,40.887110471725464,0.072,5.447,1.083,0.054,-0.927,-67.57702699003148
-9.817,40.88743257522583,0.14,7.092,1.105,0.041,-0.052,-67.57702699003148
-10.657,40.88775086402893,0.109,8.982,0.934,0.065,0.543,-67.57702699003148
-13.282,40.888054609298706,0.125,13.497,0.988,0.119,1.908,-67.57702699003148
-11.427,40.888309717178345,0.13,12.587,0.917,0.06,2.188,-67.57702699003148
-7.997,40.88854384422302,0.13,9.612,0.966,0.056,1.698,-67.57702699003148
-7.332,40.88880801200867,0.096,9.647,1.003,0.065,1.663,-68.6659783589081
-6.982,40.889121770858765,0.099,9.297,0.981,0.062,1.943,-68.6659783589081
-6.737,41.46786904335022,0.09,9.262,0.97,0.114,1.698,-68.6659783589081
-1.312,41.47006821632385,0.132,-0.468,1.028,0.073,-0.822,-68.79296418305198
-1.172,41.47051286697388,0.159,0.757,0.89,0.134,0.053,-68.79296418305198
-1.697,41.470847606658936,0.169,0.687,1.01,0.099,0.158,-68.79296418305198
-1.872,41.47115111351013,0.111,-0.048,1.002,0.073,0.263,-68.79296418305198
-3.622,41.47144436836243,0.173,-0.433,0.999,0.165,0.298,-68.79296418305198
-3.902,41.471733808517456,0.182,4.012,1.031,0.162,0.963,-68.79296418305198
-3.937,41.472020864486694,0.29,4.642,1.177,0.214,1.313,-68.79296418305198
-3.902,41.47231960296631,0.165,5.062,0.791,0.185,3.588,-68.79296418305198
-10.762,41.472562074661255,0.215,8.772,0.883,0.218,4.568,-68.92911030330743
-9.537,41.47279381752014,0.175,5.377,1.097,0.212,4.568,-68.92911030330743
-7.962,41.47480010986328,0.147,5.062,0.799,0.156,5.408,-68.92911030330743
-8.417,42.05520749092102,0.24,1.142,1.051,0.135,5.058,-68.92911030330743
4.568,42.057618141174316,0.164,-1.168,0.979,0.142,8.908,-70.780993657742
4.568,42.05807161331177,0.164,-1.168,0.979,0.137,8.628,-70.780993657742
5.513,42.05840015411377,0.147,-3.758,0.96,0.15,8.558,-70.780993657742
7.158,42.058717012405396,0.146,-3.548,1.025,0.158,9.468,-70.780993657742
7.158,42.05901789665222,0.133,-3.548,1.025,0.134,9.818,-70.780993657742
6.388,42.05931901931763,0.173,-2.988,1.003,0.168,9.993,-70.780993657742
5.548,42.05960702896118,0.127,-5.438,1.034,0.159,10.693,-70.780993657742
5.758,42.05989670753479,0.127,-5.438,1.034,0.159,10.833,-70.780993657742
7.123,42.060179471969604,0.106,-6.558,0.981,0.15,10.728,-70.92143232367431
8.418,42.06045985221863,0.116,-7.363,0.956,0.15,10.588,-70.92143232367431
10.168,42.57838582992554,0.064,-8.308,0.995,0.168,10.168,-70.92143232367431
2.713,42.57900142669678,0.109,-2.988,0.925,0.089,-2.362,-71.72912474911725
2.293,42.579346656799316,0.061,-3.863,0.978,0.087,-2.887,-71.72912474911725
0.403,42.58115339279175,0.055,-7.083,0.906,0.116,-2.607,-71.72912474911725
-6.247,42.58149743080139,0.13,-7.748,0.837,0.171,-0.402,-71.72912474911725
-6.247,42.581767559051514,0.062,-9.813,0.851,0.069,-0.402,-71.72912474911725
-8.417,42.58202290534973,0.131,-10.898,1.026,0.093,0.088,-71.6042910160258
-4.217,42.58224678039551,0.145,-4.143,1.025,0.107,-0.227,-71.6042910160258
-1.382,42.58246040344238,0.094,-1.063,1.069,0.105,-0.227,-71.6042910160258
5.058,42.58269715309143,0.117,0.652,1.004,0.146,0.228,-71.6042910160258
6.598,42.58297085762024,0.112,0.407,0.943,0.116,1.173,-71.6042910160258
7.543,42.58448314666748,0.111,-1.483,0.989,0.119,1.908,-71.6042910160258
6.913,43.1194281578064,0.156,-0.398,0.945,0.097,1.418,-71.6042910160258
8.348,43.12189054489136,0.07,-19.648,1.021,0.079,-4.392,-70.45412942561072
6.528,43.12264442443848,0.015,-23.183,0.958,0.081,-5.687,-70.45412942561072
7.333,43.12302374839783,-0.098,-21.783,0.942,0.06,-6.632,-70.45412942561072
7.858,43.123347759246826,0.036,-17.443,0.99,-0.012,-5.617,-70.45412942561072
4.568,43.12376689910889,0.027,-12.543,0.94,0.045,-4.952,-70.45412942561072
3.553,43.12408471107483,0.029,-10.233,1.027,0.1,-4.252,-70.45412942561072
-0.612,43.124387979507446,0.071,-9.148,0.825,-0.002,-3.832,-70.45412942561072
-12.302,43.124674797058105,-0.015,-16.008,1.062,0.104,-2.432,-70.45412942561072
-14.122,43.12495493888855,0.046,-15.343,0.93,0.109,-1.977,-70.45412942561072
-13.667,43.1252326965332,-0.014,-15.343,1.047,0.074,-0.892,-70.45412942561072
-12.302,43.6616690158844,-0.037,-13.523,1.066,0.065,-0.122,-70.96172478510661
-3.482,43.66410946846008,-0.188,-6.068,0.966,0.177,-2.817,-70.85888449906243
-2.467,43.664533853530884,-0.075,-4.983,1.029,0.156,-2.537,-70.85888449906243
-0.892,43.66482734680176,-0.136,-4.143,0.979,0.158,-1.802,-70.85888449906243
-0.682,43.66510462760925,-0.136,-2.568,0.947,0.158,-1.592,-70.85888449906243
-1.732,43.66537308692932,0.08,-2.743,1.018,0.105,-1.102,-70.85888449906243
-1.627,43.6656289100647,-0.12,-3.198,1.026,0.15,-0.507,-71.34826687133454
-2.117,43.66589331626892,-0.12,-4.038,0.97,0.15,-0.192,-71.34826687133454
-2.502,43.66615009307861,-0.133,-3.688,1.011,0.123,-0.052,-71.34826687133454
-1.837,43.6664035320282,-0.094,-2.393,0.963,0.163,0.123,-71.34826687133454
-1.872,43.66666531562805,-0.07,-2.393,0.943,0.146,0.333,-71.34826687133454
-2.432,43.66691517829895,-0.102,-3.618,1.019,0.141,0.053,-71.34826687133454
-1.452,44.21369791030884,-0.118,-2.848,0.981,0.155,0.018,-71.34826687133454
1.488,44.21579337120056,-0.11,2.507,0.953,0.148,-9.537,-71.3680397666841
-0.507,44.21617269515991,-0.093,0.757,0.94,0.15,-9.187,-71.3680397666841
-1.487,44.21648287773132,-0.085,-1.658,1.006,0.141,-8.382,-71.3680397666841
0.088,44.2167706489563,-0.109,-0.328,1.059,0.17,-8.382,-71.3680397666841
3.308,44.21705389022827,-0.118,1.947,1.114,0.1,-6.877,-71.3680397666841
2.923,44.21731162071228,-0.077,2.122,0.939,0.178,-6.632,-71.3680397666841
-1.382,44.21755337715149,-0.085,1.037,0.96,0.153,-6.352,-71.3680397666841
-3.272,44.2177848815918,-0.088,-0.678,0.978,0.165,-6.667,-71.3680397666841
-3.272,44.21801257133484,-0.054,-0.783,1.037,0.137,-6.842,-71.3680397666841
-1.312,44.2182559967041,-0.037,-2.078,0.968,0.169,-6.667,-69.91857592712697
-2.152,44.21851301193237,-0.055,-3.513,0.942,0.15,-6.947,-69.91857592712697
-2.257,44.81453251838684,-0.077,-4.423,1.024,0.126,-7.087,-69.91857592712697
21.088,44.81690502166748,-0.04,22.877,0.959,0.163,-14.437,-68.12455630433527
25.603,44.817333459854126,-0.032,26.027,0.901,0.102,-11.217,-68.12455630433527
23.678,44.8176052570343,-0.026,22.982,0.913,0.151,-10.272,-68.12455630433527
26.583,44.81784796714783,-0.128,22.667,0.977,0.155,-7.227,-68.12455630433527
26.373,44.81808304786682,-0.03,24.347,1.048,0.139,-5.197,-68.12455630433527
23.888,44.81831240653992,-0.088,24.487,1.082,0.164,-4.742,-68.12455630433527
22.873,44.81853938102722,-0.11,26.867,0.89,0.182,-3.832,-68.12455630433527
17.588,44.81878590583801,-0.078,23.437,0.928,0.14,-3.762,-66.7112746165335
16.888,44.81901955604553,-0.024,22.282,1.051,0.173,-3.727,-66.7112746165335
16.293,44.819244384765625,-0.047,21.442,0.995,0.166,-2.012,-66.7112746165335
17.098,45.33769512176514,-0.01,19.167,1.046,0.127,-0.647,-66.7112746165335
1.908,45.34007477760315,0.015,1.597,1.004,-0.002,-1.242,-66.1945293672615
3.798,45.340479373931885,0.023,0.827,0.992,-0.017,0.753,-66.1945293672615
4.673,45.34079170227051,-0.016,-0.853,1.02,0.015,3.028,-66.1945293672615
5.093,45.341057538986206,-0.006,-0.328,1.031,-0.01,5.268,-66.1945293672615
4.568,45.34131145477295,0.011,0.652,1.002,0.002,6.038,-66.606550026425
1.768,45.34156370162964,0.048,4.082,1.009,-0.01,5.863,-66.606550026425
0.438,45.34181308746338,0.027,7.057,0.907,-0.007,5.338,-66.606550026425
-2.572,45.34205937385559,0.076,9.542,1.023,0.004,4.848,-66.606550026425
-4.182,45.342305421829224,0.048,8.737,0.97,-0.045,4.498,-66.606550026425
-6.702,45.34254813194275,0.09,5.832,1.031,0.002,3.973,-66.606550026425
-5.617,45.34323239326477,0.085,4.572,1.07,0.019,3.798,-66.606550026425
-2.117,45.93254613876343,0.101,5.797,1.065,0.002,3.448,-66.606550026425
-10.902,45.934650897979736,0.161,16.577,0.983,0.11,2.293,-67.39374288438702
-12.687,45.93511343002319,0.148,13.672,1.023,0.127,3.798,-67.39374288438702
-13.667,45.9354190826416,0.19,8.667,0.974,0.086,4.218,-68.77411234696697
-12.757,45.93575096130371,0.19,7.442,0.974,0.086,4.113,-68.77411234696697
-9.817,45.93604612350464,0.164,7.582,0.954,0.077,3.833,-68.77411234696697
-5.862,45.93633770942688,0.172,6.707,0.947,0.077,3.063,-68.77411234696697
-0.892,45.93667793273926,0.148,2.227,0.999,0.125,2.328,-68.77411234696697
1.978,45.93698477745056,0.152,-2.288,0.951,0.06,2.538,-68.77411234696697
1.558,45.937281131744385,0.196,-4.318,1.106,0.101,2.258,-68.77411234696697
3.028,45.93758177757263,0.165,-4.738,0.954,0.101,2.503,-68.77411234696697
2.748,46.5010142326355,0.155,-2.778,0.999,0.105,2.993,-68.77411234696697
-6.597,46.50369596481323,0.105,1.597,1.065,0.145,3.973,-68.36739908095785
-5.932,46.50413250923157,0.148,2.262,1.096,0.152,3.973,-68.36739908095785
-4.777,46.504425048828125,0.142,2.577,1.062,0.157,4.463,-68.36739908095785
-2.922,46.50477743148804,0.069,-2.638,0.952,0.151,6.353,-68.36739908095785
-4.217,46.50513434410095,0.134,-3.023,1.067,0.123,6.598,-68.36739908095785
-5.512,46.5054976940155,0.136,-0.783,0.97,0.189,7.928,-70.18746227722822
-5.897,46.50580453872681,0.101,1.562,0.965,0.121,9.643,-70.18746227722822
-5.582,46.50605583190918,0.137,1.317,0.972,0.152,10.588,-70.18746227722822
-3.062,46.50629663467407,0.132,-0.678,1.069,0.157,11.673,-70.18746227722822
-1.522,46.50653004646301,0.179,-1.168,0.951,0.158,12.163,-70.18746227722822
-0.542,46.506855487823486,0.156,-0.888,1.044,0.119,12.583,-70.18746227722822
1.278,47.083000898361206,0.159,-3.793,0.985,0.146,12.758,-70.18746227722822
7.018,47.08518195152283,0.14,-3.548,0.956,0.164,11.323,-71.06771417269441
8.943,47.08553099632263,0.165,-2.463,0.981,0.102,11.393,-71.06771417269441
6.878,47.085792541503906,0.152,-1.903,1.034,0.15,11.708,-71.06771417269441
7.963,47.086031675338745,0.156,-2.673,0.974,0.121,11.288,-71.06771417269441
8.908,47.08626103401184,0.127,-5.333,1.033,0.138,11.463,-71.06771417269441
10.693,47.08649969100952,0.113,-7.818,1.017,0.139,10.693,-71.3091412085572
11.743,47.086735248565674,0.141,-7.678,0.999,0.168,10.693,-71.3091412085572
14.788,47.08699870109558,0.194,-6.488,0.982,0.137,9.678,-71.3091412085572
14.438,47.087273597717285,0.152,-7.853,0.97,0.203,8.978,-71.3091412085572
14.088,47.08752393722534,0.086,-9.603,1.031,0.201,8.348,-71.3091412085572
9.573,47.68217134475708,0.081,-6.278,0.999,0.186,7.508,-71.3091412085572
4.358,47.684386014938354,0.13,0.092,0.98,0.097,-4.497,-70.9563839127826
4.288,47.684762954711914,0.09,1.772,0.94,0.082,-4.322,-70.9563839127826
3.308,47.6850368976593,-0.571,0.197,1.041,-0.147,-2.642,-70.9563839127826
4.078,47.68528938293457,0.106,-2.428,0.882,0.034,-1.802,-70.9563839127826
4.708,47.685534954071045,0.09,-4.843,1.016,0.003,0.123,-70.9563839127826
2.678,47.68577814102173,0.016,-8.483,0.959,0.055,1.803,-70.7007407595829
2.293,47.68604278564453,0.022,-7.608,1.024,0.015,1.733,-70.7007407595829
-3.972,47.6863067150116,-0.028,-8.133,1.18,0.077,0.578,-70.7007407595829
1.173,47.68654990196228,0.059,0.512,1.056,0.048,-2.152,-70.7007407595829
3.588,47.68680024147034,-0.011,0.477,1.009,0.026,-2.292,-70.7007407595829
9.153,47.68704557418823,0.025,-9.743,0.979,0.007,-4.777,-70.7007407595829
6.843,48.176918268203735,-0.005,-11.213,0.997,0.07,-6.807,-70.7007407595829
-11.182,48.178993225097656,-0.039,-10.758,0.989,0.129,2.853,-71.59306867093923
-16.362,48.17936563491821,-0.036,-11.773,0.991,0.149,3.028,-71.59306867093923
-14.892,48.179646253585815,-0.036,-11.773,0.991,0.149,2.573,-71.59306867093923
-12.442,48.179903984069824,-0.017,-18.913,1.004,0.1,2.398,-71.59306867093923
-10.167,48.180150270462036,-0.055,-17.828,0.992,0.107,2.118,-70.84974270067839
-7.507,48.18039107322693,-0.033,-17.828,0.992,0.108,2.013,-70.84974270067839
-5.967,48.18062996864319,-0.088,-13.733,1.074,0.098,1.768,-70.84974270067839
-4.112,48.180874824523926,-0.089,-11.178,0.986,0.076,1.558,-70.84974270067839
-2.782,48.181110858917236,-0.082,-11.248,0.943,0.118,1.208,-70.84974270067839
-1.697,48.18135142326355,-0.088,-9.603,0.959,0.11,0.718,-70.84974270067839
-2.292,48.738115072250366,-0.101,-7.433,0.961,0.137,-0.297,-70.84974270067839
-3.517,48.74055361747742,-0.186,-3.443,1.014,0.211,-5.547,-72.57495875358607
-4.462,48.74100613594055,-0.071,-6.033,0.928,0.16,-6.982,-72.57495875358607
0.858,48.741291999816895,-0.051,-3.093,0.854,0.152,-9.362,-72.57495875358607
-5.127,48.74155259132385,-0.136,-1.763,1.06,0.208,-10.552,-72.57495875358607
-6.842,48.74180483818054,-0.129,-2.638,0.979,0.173,-11.147,-72.57495875358607
-3.342,48.742053508758545,-0.083,-0.958,1.015,0.167,-11.882,-72.57495875358607
-1.557,48.742297410964966,-0.066,-2.393,0.96,0.169,-12.442,-72.57495875358607
-1.662,48.742552280426025,-0.08,-0.748,0.981,0.172,-11.917,-71.53595225651583
0.683,48.74282503128052,-0.074,0.477,0.956,0.162,-12.302,-71.53595225651583
-0.227,48.74306607246399,-0.063,0.337,0.94,0.163,-11.182,-71.53595225651583
-0.227,48.7433705329895,-0.063,0.337,0.94,0.176,-11.182,-71.53595225651583
3.938,49.34429597854614,-0.075,2.262,0.987,0.137,-10.482,-71.53595225651583
-1.207,49.34487318992615,-0.024,-0.258,0.94,0.218,-5.092,-69.39726934077477
-4.322,49.34675049781799,-0.079,-1.973,1.051,0.134,-5.092,-69.39726934077477
-4.917,49.34703803062439,-0.085,-0.748,1.044,0.184,-4.987,-69.39726934077477
-2.467,49.3473002910614,-0.067,-0.153,1.022,0.154,-4.287,-69.39726934077477
0.963,49.34755754470825,-0.018,1.807,0.928,0.133,-4.077,-69.39726934077477
-0.612,49.34781241416931,0.008,-0.153,0.951,0.151,-4.077,-69.76890802458227
-1.592,49.348209857940674,-0.078,-2.848,0.97,0.15,-4.672,-69.76890802458227
1.033,49.34851121902466,-0.046,0.197,0.915,0.222,-4.952,-69.76890802458227
6.948,49.348769426345825,-0.411,-7.538,0.999,0.129,-5.127,-69.76890802458227
2.363,49.349087715148926,0.074,2.892,1.165,0.032,-6.422,-69.76890802458227
0.053,49.93357729911804,-0.334,3.487,1.118,0.182,-5.687,-69.76890802458227
21.578,49.93610715866089,0.037,9.752,1.005,-0.023,-13.457,-66.3485696251919
18.568,49.93658661842346,0.021,3.452,0.833,-0.053,-11.567,-66.3485696251919
16.538,49.937053203582764,0.038,0.547,1.079,-0.134,-9.292,-66.3485696251919
13.913,49.93737483024597,0.053,-3.198,0.966,-0.055,-6.842,-66.3485696251919
14.123,49.937681674957275,0.003,-0.818,1.017,-0.036,-4.147,-66.3485696251919
12.688,49.93798804283142,0.043,-0.433,0.909,-0.021,-1.172,-65.4471515844129
13.458,49.93829536437988,0.048,0.547,1.072,-0.043,0.298,-65.4471515844129
10.448,49.93859076499939,0.143,1.702,0.962,-0.084,2.083,-65.4471515844129
9.083,49.93888831138611,0.168,-0.608,1.041,-0.11,4.498,-65.4471515844129
9.538,49.939202070236206,0.154,2.507,1.186,-0.118,6.038,-65.4471515844129
1.523,49.939505100250244,0.156,-0.433,0.989,-0.092,9.538,-65.4471515844129
1.278,50.47426676750183,0.156,-0.608,1.067,-0.097,11.813,-65.4471515844129
7.788,50.4767701625824,0.107,-2.113,1.011,0.047,2.573,-66.98496093118885
3.203,50.47714591026306,0.145,-1.553,1.025,0.026,1.663,-66.98496093118885
3.553,50.47746801376343,0.137,0.022,1.03,0.021,0.473,-66.98496093118885
2.363,50.47775936126709,0.087,0.827,0.951,0.026,0.368,-66.98496093118885
0.963,50.4780170917511,0.141,1.387,0.989,0.032,0.893,-66.98496093118885
-0.647,50.478307008743286,0.118,2.612,0.981,0.0,1.523,-66.98496093118885
-0.332,50.47858166694641,0.072,3.207,0.992,0.032,1.873,-66.98496093118885
-0.157,50.478858947753906,0.113,4.607,0.979,-0.011,1.908,-66.98496093118885
-0.262,50.47912859916687,0.108,6.602,1.034,0.028,2.118,-66.98496093118885
-1.697,50.47939586639404,0.063,8.247,0.954,0.034,1.768,-66.99894028998598
-2.817,51.025484561920166,0.071,9.437,1.068,0.03,1.523,-66.99894028998598
1.208,51.027716636657715,0.125,-1.623,0.935,0.08,13.493,-67.60072616413353
0.823,51.028231143951416,0.147,-2.148,1.002,0.091,14.508,-67.60072616413353
-0.122,51.0285587310791,0.122,-2.708,0.913,0.132,15.453,-67.60072616413353
-0.122,51.02887177467346,0.165,-1.833,1.073,0.118,15.873,-67.60072616413353
2.958,51.02916765213013,0.105,-1.588,1.032,0.116,16.013,-67.52393719894916
3.763,51.02946209907532,0.099,-1.238,0.993,0.14,15.908,-67.52393719894916
-0.682,51.029754638671875,0.124,0.687,1.031,0.117,14.858,-67.52393719894916
-2.747,51.03004169464111,0.087,-0.538,1.015,0.101,13.948,-67.52393719894916
-5.162,51.03032469749451,0.081,-0.608,1.007,0.097,13.353,-67.52393719894916
-7.787,51.030619382858276,0.096,1.002,1.045,0.088,11.988,-67.52393719894916
-6.947,51.030921459198,0.111,2.367,0.989,0.14,11.008,-67.52393719894916
-7.507,51.56733727455139,0.168,2.402,0.951,0.147,9.293,-67.52393719894916
2.923,51.56791400909424,0.095,-6.768,1.018,0.132,10.518,-69.18097046951796
-0.927,51.56995630264282,0.145,-3.513,0.965,0.138,10.798,-69.18097046951796
-1.942,51.570369243621826,0.134,-2.148,1.054,0.145,11.428,-69.18097046951796
-1.277,51.57072114944458,0.152,-3.268,1.017,0.102,11.288,-69.18097046951796
0.193,51.571054220199585,0.128,-4.808,0.985,0.122,11.428,-69.18097046951796
0.578,51.57137608528137,0.11,-4.913,0.938,0.115,11.183,-69.18097046951796
-0.192,51.57169699668884,0.086,-2.113,1.012,0.102,11.428,-69.18097046951796
-0.857,51.57200264930725,0.079,-0.713,0.979,0.098,11.638,-69.18097046951796
-0.472,51.572285890579224,0.128,0.722,0.936,0.129,11.638,-69.18097046951796
0.998,51.57256841659546,0.154,0.652,0.992,0.116,11.568,-68.79704210219101
2.398,52.18191432952881,0.131,0.162,1.011,0.139,11.603,-68.79704210219101
16.433,52.18422842025757,0.071,-10.583,0.964,0.11,7.788,-70.25530814719743
17.203,52.18471002578735,0.08,-10.303,0.967,0.096,7.788,-70.25530814719743
15.418,52.18503952026367,0.047,-8.553,1.31,-0.036,7.683,-70.25530814719743
9.503,52.185384035110474,0.117,-0.433,0.992,0.086,9.153,-70.25530814719743
6.493,52.185707330703735,0.061,2.437,1.007,0.029,9.678,-70.25530814719743
0.963,52.186022996902466,0.125,4.747,0.69,0.191,9.923,-70.25530814719743
11.043,52.186331272125244,-0.065,-14.223,0.721,0.064,7.998,-70.25530814719743
2.783,52.18664836883545,0.035,2.052,1.118,0.262,6.633,-70.83651307608868
6.738,52.18696117401123,0.101,5.027,0.924,0.184,6.038,-70.83651307608868
8.873,52.187273263931274,0.054,2.052,1.195,0.137,5.933,-70.83651307608868
2.573,52.803998947143555,0.048,2.472,1.082,0.07,6.773,-70.83651307608868
-0.647,52.80647015571594,0.062,-5.578,1.006,0.09,-9.327,-70.04964327705586
-1.102,52.807143688201904,0.056,-5.963,0.995,0.077,-8.977,-70.57874807964933
-1.487,52.80756092071533,0.05,-7.328,1.047,0.111,-8.137,-70.57874807964933
-0.367,52.807918548583984,0.048,-8.973,1.057,0.093,-7.332,-70.57874807964933
2.853,52.80826544761658,0.03,-7.398,1.062,0.075,-6.492,-70.57874807964933
5.198,52.80860662460327,0.027,-6.628,1.031,0.083,-6.212,-70.57874807964933
6.248,52.80893349647522,0.032,-5.753,0.975,0.071,-5.757,-70.57874807964933
5.618,52.809261083602905,-0.015,-4.213,0.983,0.076,-5.197,-70.57874807964933
2.958,52.809584856033325,-0.011,-2.848,0.984,0.02,-4.532,-70.57874807964933
3.063,52.8099091053009,0.0,-4.003,1.023,0.072,-3.727,-70.57874807964933
1.383,52.8142728805542,-0.011,-7.818,1.054,0.081,-2.712,-70.57874807964933
0.753,53.40898895263672,-0.013,-15.028,0.961,0.096,-1.137,-69.47074873269445
-3.587,53.4114465713501,-0.095,-9.358,1.0,0.141,-0.927,-70.5501843969934
-3.867,53.412052631378174,-0.087,-7.818,0.976,0.112,-1.347,-70.5501843969934
-5.302,53.412424087524414,-0.082,-5.298,1.009,0.15,-1.662,-70.5501843969934
-4.357,53.41276502609253,-0.102,-6.523,0.977,0.109,-2.222,-70.5501843969934
-6.212,53.413095235824585,-0.113,-8.133,0.993,0.188,-2.572,-70.5501843969934
-7.262,53.41341710090637,-0.092,-11.213,1.042,0.13,-3.132,-70.5501843969934
-7.892,53.413737773895264,-0.098,-10.513,1.004,0.197,-3.412,-70.5501843969934
-7.577,53.414056062698364,-0.115,-9.708,0.968,0.143,-3.447,-70.5501843969934
-6.737,53.41437292098999,-0.108,-5.193,0.996,0.136,-4.112,-70.5501843969934
