ax,vz,vy,az,time,ay,comp,vx
0.034,-0.136,1.022,1.01,60.624515771865845,-0.0,-73.2594678941545,-0.798
0.044,-0.556,0.882,1.014,60.62485718727112,-0.01,-73.44345734417207,0.462
0.041,-0.136,2.282,1.013,60.62513303756714,-0.018,-73.44345734417207,-0.553
0.029,-0.276,0.952,1.007,60.625388622283936,-0.015,-73.44345734417207,-0.623
0.039,-0.346,1.407,1.007,60.62564969062805,-0.006,-73.44345734417207,-0.518
0.041,-0.241,0.707,1.015,60.62589740753174,-0.013,-73.44345734417207,0.322
0.038,-0.381,1.757,1.01,60.626155376434326,-0.01,-73.44345734417207,0.217
0.017,-0.451,1.162,1.007,60.626413345336914,-0.015,-73.44345734417207,-0.518
0.034,-0.451,-0.308,0.996,60.62667393684387,-0.01,-73.44345734417207,0.147
0.029,-0.486,2.072,0.997,60.6269052028656,0.004,-73.44345734417207,0.217
0.042,-0.766,1.477,1.033,61.27597665786743,0.001,-73.48383418276676,0.112
0.048,-0.661,0.357,1.01,61.27831959724426,-0.013,-73.20051626225428,0.112
0.035,-0.346,1.757,1.011,61.278690814971924,-0.012,-73.20051626225428,-0.028
0.033,-0.731,-0.448,1.013,61.278977155685425,-0.006,-73.20051626225428,0.147
0.027,-0.381,1.337,1.01,61.27931547164917,-0.022,-73.20051626225428,-0.098
0.046,-0.486,1.302,1.007,61.27959227561951,-0.009,-73.20051626225428,0.217
0.033,-0.451,0.847,1.009,61.27986454963684,-0.015,-73.50795873254692,-0.168
0.028,-0.801,-0.063,1.005,61.28013563156128,-0.008,-73.50795873254692,0.392
0.045,-0.311,0.602,1.014,61.28039908409119,-0.015,-73.50795873254692,-0.343
0.033,-0.591,1.022,1.018,61.28066086769104,-0.004,-73.50795873254692,0.462
0.041,-0.521,1.127,1.011,61.28091740608215,-0.015,-73.50795873254692,0.007
0.04,-0.381,1.617,1.003,61.281285762786865,-0.012,-73.50795873254692,-0.098
0.032,-0.556,0.532,1.019,61.92561197280884,-0.019,-73.50795873254692,-0.168
0.037,-0.381,0.987,1.015,61.92790651321411,-0.021,-74.18810086509558,-0.273
0.033,-0.486,1.022,1.011,61.92827606201172,-0.01,-74.18810086509558,-0.238
0.037,-0.451,1.022,1.009,61.928629636764526,-0.01,-74.18810086509558,0.252
0.046,-0.381,1.372,1.013,61.92893052101135,-0.015,-74.18810086509558,0.077
0.036,-0.451,0.707,1.014,61.92921018600464,-0.016,-74.18810086509558,-0.343
0.037,-0.556,1.477,1.015,61.92947196960449,0.0,-74.18810086509558,0.007
0.035,-0.521,0.882,1.01,61.929715633392334,-0.01,-74.18810086509558,0.462
0.042,-0.381,1.092,1.008,61.929953813552856,-0.022,-74.18810086509558,-0.063
0.034,-0.416,0.882,1.011,61.930216789245605,-0.015,-73.59421410351206,-0.483
0.031,-0.626,1.127,1.015,61.930466413497925,-0.007,-73.59421410351206,0.322
0.043,-0.451,0.987,1.008,61.93126392364502,-0.015,-73.59421410351206,0.252
0.039,-0.416,0.812,1.012,62.57321786880493,-0.01,-73.59421410351206,-0.273
0.034,-0.381,0.777,1.011,62.575469970703125,-0.013,-73.28077119077459,0.217
0.04,-0.346,1.582,1.014,62.5758330821991,-0.019,-73.28077119077459,-0.308
0.038,-0.486,0.847,1.008,62.57610750198364,-0.011,-73.2060912019785,0.077
0.025,-0.591,1.057,1.009,62.57636117935181,-0.006,-73.2060912019785,0.077
0.039,-0.381,0.812,1.011,62.576605796813965,-0.012,-73.2060912019785,0.077
0.04,-0.521,0.847,1.013,62.576844930648804,-0.012,-73.2060912019785,0.322
0.038,-0.346,1.162,1.015,62.57708287239075,-0.013,-73.2060912019785,-0.273
0.041,-0.451,1.057,1.009,62.57732272148132,-0.008,-73.2060912019785,0.042
0.038,-0.556,0.917,1.017,62.577566146850586,-0.015,-73.2060912019785,-0.028
0.034,-0.346,1.092,1.008,62.57780313491821,-0.012,-73.2060912019785,-0.308
0.033,-0.696,1.127,1.005,62.58194017410278,-0.015,-73.2060912019785,0.252
0.036,-0.241,0.847,1.015,63.23254466056824,-0.013,-73.2060912019785,-0.098
0.035,-0.311,0.812,1.009,63.23474073410034,-0.017,-73.42225704879644,-0.238
0.035,-0.591,0.917,1.013,63.235090017318726,-0.009,-73.42225704879644,-0.028
0.04,-0.311,1.092,1.013,63.2353618144989,-0.011,-73.42225704879644,0.287
0.039,-0.521,1.162,1.012,63.235612630844116,-0.016,-73.42225704879644,-0.308
0.038,-0.591,0.952,1.008,63.235854387283325,-0.006,-73.42225704879644,-0.063
0.041,-0.381,1.057,1.013,63.23609209060669,-0.008,-73.89485791585115,-0.133
0.042,-0.521,0.952,1.015,63.23634314537048,-0.009,-73.89485791585115,-0.098
0.036,-0.346,0.882,1.006,63.236613273620605,-0.005,-73.89485791585115,0.252
0.036,-0.521,1.232,1.012,63.23689031600952,-0.02,-73.89485791585115,-0.378
0.044,-0.416,1.162,1.011,63.237151861190796,-0.013,-73.89485791585115,-0.063
0.034,-0.416,0.532,1.012,63.24199032783508,-0.008,-73.89485791585115,0.042
0.035,-0.626,1.057,1.012,63.87262177467346,-0.009,-73.89485791585115,0.112
0.046,-0.451,1.162,1.015,63.87498664855957,-0.013,-73.11708442609306,0.077
0.027,-0.346,1.022,1.003,63.87541365623474,-0.017,-73.11708442609306,-0.133
0.036,-0.486,1.092,1.011,63.87569069862366,-0.005,-73.11708442609306,0.287
0.037,-0.521,0.987,1.01,63.8759343624115,-0.013,-73.11708442609306,0.077
0.037,-0.451,1.092,1.009,63.876169204711914,-0.012,-73.11708442609306,-0.273
0.033,-0.416,0.952,1.009,63.87640118598938,-0.009,-73.11708442609306,0.077
0.039,-0.521,0.952,1.013,63.876633167266846,-0.011,-73.11708442609306,0.042
0.04,-0.521,1.442,1.011,63.876864433288574,-0.012,-73.11708442609306,0.007
0.037,-0.206,0.777,1.008,63.87719535827637,-0.011,-73.11708442609306,-0.133
0.037,-0.346,1.477,1.01,63.87748980522156,-0.008,-73.5319596947963,-0.028
0.037,-0.416,0.672,1.013,63.881765842437744,-0.014,-73.5319596947963,0.147
0.04,-0.346,1.337,1.013,64.51147031784058,-0.008,-73.5319596947963,-0.238
0.036,-0.311,1.022,1.011,64.51380920410156,-0.016,-73.21673582421776,-0.098
0.035,-0.626,1.232,1.014,64.51437211036682,-0.015,-73.21673582421776,0.112
0.034,-0.416,0.672,1.006,64.51481032371521,-0.009,-73.21673582421776,-0.063
0.039,-0.276,1.092,1.01,64.51520490646362,-0.005,-73.21673582421776,-0.203
0.038,-0.556,1.477,1.016,64.51559805870056,-0.012,-73.21673582421776,0.182
0.039,-0.486,0.987,1.011,64.51598763465881,-0.018,-73.58448133414002,-0.063
0.038,-0.416,0.847,1.004,64.51636266708374,-0.012,-73.58448133414002,0.147
0.029,-0.381,0.812,1.004,64.51672077178955,-0.014,-73.58448133414002,-0.133
0.039,-0.451,1.092,1.01,64.51706576347351,-0.015,-73.58448133414002,0.112
0.039,-0.416,0.952,1.009,64.51743507385254,-0.015,-73.58448133414002,0.112
0.03,-0.241,1.267,1.009,64.51805686950684,-0.009,-73.58448133414002,-0.308
0.038,-0.486,1.127,1.015,65.16392016410828,-0.015,-73.58448133414002,0.147
0.042,-0.346,1.057,1.012,65.16449213027954,-0.001,-73.94209964494893,0.077
0.039,-0.661,0.847,1.01,65.16642355918884,-0.011,-73.94209964494893,0.147
0.035,-0.381,1.267,1.012,65.16669845581055,-0.017,-73.94209964494893,-0.133
0.037,-0.451,0.987,1.009,65.1669430732727,-0.009,-73.94209964494893,0.147
0.037,-0.451,0.672,1.01,65.16717624664307,-0.01,-73.94209964494893,0.077
0.04,-0.416,1.547,1.012,65.16740536689758,-0.017,-73.94209964494893,-0.028
0.037,-0.486,1.022,1.013,65.16763162612915,-0.019,-73.94209964494893,-0.273
0.032,-0.661,0.987,1.006,65.16785764694214,-0.008,-73.20386556308046,0.077
0.033,-0.311,1.197,1.008,65.16808271408081,-0.015,-73.20386556308046,-0.133
0.042,-0.381,1.372,1.01,65.16832852363586,-0.016,-73.20386556308046,-0.098
0.037,-0.556,0.707,1.014,65.17275810241699,-0.011,-73.20386556308046,0.007
0.037,-0.486,1.197,1.011,65.79118394851685,-0.015,-73.20386556308046,0.007
0.043,-0.556,0.987,1.01,65.79347205162048,-0.013,-73.66054235845363,0.007
0.035,-0.276,1.197,1.011,65.79390358924866,-0.011,-73.66054235845363,0.077
0.036,-0.521,1.127,1.017,65.79427099227905,-0.017,-73.66054235845363,-0.063
0.044,-0.591,0.987,1.01,65.7945761680603,-0.009,-73.21455846725306,0.042
0.035,-0.311,1.162,1.012,65.79491209983826,-0.017,-73.21455846725306,-0.098
0.033,-0.661,0.952,1.007,65.79522347450256,-0.012,-73.21455846725306,-0.028
0.041,-0.451,1.092,1.011,65.79553031921387,-0.01,-73.21455846725306,0.217
0.033,-0.381,1.057,1.016,65.79583406448364,-0.023,-73.21455846725306,-0.343
0.038,-0.661,1.057,1.007,65.79613590240479,-0.011,-73.21455846725306,0.042
0.036,-0.276,1.127,1.013,65.79643750190735,-0.012,-73.21455846725306,0.007
0.035,-0.626,1.057,1.013,66.43928790092468,-0.013,-73.21455846725306,-0.028
0.033,-0.556,0.847,1.015,66.44160270690918,-0.019,-73.60233046366471,0.112
0.042,-0.451,1.022,1.012,66.44201803207397,-0.01,-73.60233046366471,-0.168
0.04,-0.416,0.917,1.009,66.44235229492188,-0.011,-73.60233046366471,-0.028
0.034,-0.311,1.127,1.017,66.44263553619385,-0.014,-73.60233046366471,-0.133
0.036,-0.486,0.847,1.013,66.4429018497467,-0.005,-73.60233046366471,0.182
0.037,-0.416,0.777,1.011,66.44316411018372,-0.018,-73.60233046366471,0.007
0.038,-0.556,1.232,1.012,66.44342684745789,-0.014,-73.60233046366471,-0.448
0.042,-0.311,0.882,1.009,66.44368481636047,-0.003,-73.60233046366471,0.217
0.033,-0.486,1.022,1.016,66.44394540786743,-0.014,-74.23514261282942,0.007
0.039,-0.416,1.477,1.01,66.4442036151886,-0.022,-74.23514261282942,-0.203
0.041,-0.451,0.532,1.009,66.44445776939392,-0.01,-74.23514261282942,0.147
0.035,-0.486,1.092,1.015,67.05204391479492,-0.008,-74.23514261282942,-0.133
0.04,-0.451,1.092,1.01,67.0526213645935,-0.016,-73.29682722684335,0.077
0.037,-0.416,0.917,1.011,67.05471897125244,-0.014,-73.29682722684335,-0.343
0.041,-0.486,1.057,1.015,67.05515027046204,-0.008,-73.29682722684335,-0.028
0.034,-0.486,1.057,1.012,67.05556774139404,-0.012,-73.29682722684335,0.077
0.036,-0.486,1.092,1.009,67.05585074424744,-0.014,-72.74534664898806,0.007
0.037,-0.591,1.057,1.013,67.0560975074768,-0.012,-72.74534664898806,-0.133
0.037,-0.486,1.057,1.012,67.05632948875427,-0.012,-72.74534664898806,0.147
0.04,-0.556,1.022,1.01,67.05655479431152,-0.018,-72.74534664898806,0.147
0.037,-0.486,0.987,1.01,67.05678200721741,-0.013,-72.74534664898806,-0.028
0.027,-0.521,1.337,1.005,67.0570080280304,-0.016,-72.74534664898806,0.217
0.042,-0.451,0.812,1.015,67.67939186096191,-0.015,-72.74534664898806,-0.063
0.031,-0.451,0.952,1.013,67.6799886226654,-0.012,-72.6260848815112,-0.028
0.038,-0.416,1.022,1.015,67.68030643463135,-0.013,-73.24743533722393,-0.273
0.043,-0.381,0.987,1.008,67.68238377571106,-0.007,-73.24743533722393,0.217
0.037,-0.451,1.022,1.009,67.68269443511963,-0.013,-73.24743533722393,-0.203
0.037,-0.591,1.197,1.011,67.68296194076538,-0.007,-73.24743533722393,0.357
0.036,-0.416,0.952,1.012,67.68320560455322,-0.015,-73.24743533722393,-0.168
0.038,-0.486,0.847,1.007,67.68345069885254,-0.008,-73.24743533722393,-0.168
0.04,-0.521,1.022,1.015,67.68369340896606,-0.012,-73.24743533722393,0.252
0.032,-0.521,0.777,1.012,67.6839509010315,-0.016,-73.24743533722393,0.007
0.041,-0.451,1.337,1.005,67.68431448936462,-0.012,-73.24743533722393,0.182
0.032,-0.591,0.742,1.011,67.68457984924316,-0.012,-73.24743533722393,-0.238
0.034,-0.241,1.477,1.013,68.32568764686584,-0.011,-73.80248843284234,-0.063
0.038,-0.696,0.777,1.011,68.32722496986389,-0.009,-73.41851085028897,0.392
0.038,-0.311,0.882,1.008,68.32932877540588,-0.013,-73.41851085028897,0.182
0.03,-0.416,1.162,1.008,68.33015513420105,-0.018,-73.41851085028897,-0.308
0.036,-0.696,0.742,1.01,68.33054327964783,-0.014,-73.41851085028897,0.217
0.033,-0.206,1.477,1.011,68.33104038238525,-0.013,-73.41851085028897,-0.098
0.036,-0.521,0.742,1.008,68.3336672782898,-0.01,-73.61278677613466,0.182
0.032,-0.311,1.092,1.01,68.33578729629517,-0.017,-73.61278677613466,-0.308
0.039,-0.416,0.882,1.01,68.33625721931458,-0.015,-73.61278677613466,0.007
0.038,-0.451,0.987,1.011,68.33663272857666,-0.014,-73.61278677613466,0.182
0.031,-0.521,0.742,1.011,68.3369951248169,-0.013,-73.61278677613466,-0.098
0.043,-0.486,0.742,1.011,68.33734369277954,-0.006,-73.61278677613466,0.182
0.034,-0.381,1.022,1.012,68.34279465675354,-0.017,-73.61278677613466,-0.238
0.034,-0.591,0.777,1.009,69.02486443519592,-0.007,-73.61278677613466,0.112
0.036,-0.451,1.127,1.008,69.02606391906738,-0.007,-73.27279978895525,0.077
0.036,-0.381,0.742,1.014,69.02697157859802,-0.012,-73.27279978895525,-0.028
0.042,-0.556,1.267,1.016,69.02973365783691,-0.005,-73.27279978895525,0.217
0.033,-0.311,0.847,1.012,69.03021335601807,-0.02,-72.95175626328829,-0.063
0.038,-0.451,1.092,1.01,69.03063249588013,-0.017,-72.95175626328829,-0.203
0.031,-0.556,1.162,1.004,69.03103232383728,-0.005,-72.95175626328829,0.287
0.033,-0.416,0.462,1.01,69.03144097328186,-0.013,-72.95175626328829,0.007
0.04,-0.521,1.442,1.013,69.03184103965759,-0.017,-72.95175626328829,0.252
0.038,-0.346,0.777,1.013,69.03223705291748,-0.019,-72.95175626328829,-0.378
0.043,-0.346,1.092,1.011,69.03261661529541,-0.004,-72.95175626328829,0.287
0.03,-0.626,0.742,1.014,69.03300452232361,-0.013,-72.95175626328829,-0.203
0.04,-0.136,1.267,1.017,69.68823051452637,-0.009,-72.95175626328829,-0.098
0.034,-0.451,0.847,1.015,69.69048404693604,-0.015,-73.16331308754472,0.077
0.043,-0.416,1.337,1.013,69.69085025787354,-0.018,-73.16331308754472,0.077
0.036,-0.556,1.022,1.009,69.6911072731018,-0.012,-73.16331308754472,-0.063
0.031,-0.346,1.127,1.007,69.69134449958801,-0.012,-73.16331308754472,0.077
0.038,-0.521,0.952,1.011,69.69157314300537,-0.01,-73.16331308754472,-0.133
0.029,-0.276,1.302,1.012,69.69179916381836,-0.01,-73.16331308754472,-0.133
0.036,-0.556,0.952,1.01,69.69201898574829,-0.014,-72.97502322512196,0.252
0.045,-0.416,1.162,1.01,69.69224262237549,-0.009,-72.97502322512196,-0.028
0.032,-0.311,1.162,1.014,69.69246435165405,-0.01,-72.97502322512196,-0.168
0.035,-0.661,0.917,1.012,69.69268369674683,-0.008,-72.97502322512196,0.147
0.033,-0.346,0.812,1.004,69.69323253631592,-0.015,-72.97502322512196,-0.098
0.035,-0.381,1.092,1.01,70.34512090682983,-0.01,-72.97502322512196,-0.063
0.026,-0.521,1.617,1.009,70.34741353988647,-0.012,-73.20051626225428,-0.063
0.044,-0.486,0.707,1.012,70.34774827957153,-0.01,-73.20051626225428,0.077
0.042,-0.381,1.197,1.011,70.3480281829834,-0.015,-73.20051626225428,0.112
0.033,-0.521,0.987,1.008,70.34829092025757,-0.015,-73.20051626225428,0.217
0.038,-0.311,1.372,1.008,70.34854769706726,-0.012,-73.20051626225428,-0.063
0.042,-0.486,1.197,1.011,70.34879899024963,-0.014,-73.20051626225428,0.007
0.03,-0.486,0.672,1.007,70.34907865524292,-0.013,-73.20051626225428,-0.238
0.035,-0.206,1.477,1.013,70.3494029045105,-0.007,-73.20051626225428,-0.308
0.039,-0.731,0.707,1.016,70.34971904754639,-0.005,-73.12727609392039,0.252
0.039,-0.451,0.952,1.008,70.35002636909485,-0.015,-73.12727609392039,0.182
0.038,-0.381,0.847,1.005,70.35199356079102,-0.017,-73.12727609392039,-0.273
0.041,-0.416,1.407,1.014,70.98108577728271,-0.007,-73.12727609392039,-0.028
0.038,-0.311,1.267,1.007,70.98348307609558,-0.017,-74.00030073773682,-0.063
0.037,-0.521,1.057,1.005,70.98390507698059,-0.01,-74.00030073773682,0.007
0.04,-0.556,0.987,1.012,70.98425531387329,-0.008,-74.00030073773682,0.077
0.03,-0.276,0.952,1.01,70.98458409309387,-0.02,-74.01446695712217,0.077
0.038,-0.626,0.952,1.009,70.98491024971008,-0.007,-74.01446695712217,-0.168
0.039,-0.311,1.232,1.011,70.98523283004761,-0.003,-74.01446695712217,0.287
0.035,-0.521,0.742,1.017,70.98555064201355,-0.022,-74.01446695712217,-0.203
0.037,-0.486,1.267,1.01,70.9858717918396,-0.01,-74.01446695712217,-0.028
0.036,-0.171,0.882,1.008,70.9862072467804,-0.008,-74.01446695712217,-0.063
0.038,-0.626,1.162,1.01,70.98652124404907,-0.014,-74.01446695712217,0.427
0.039,-0.311,1.232,1.014,71.67394256591797,-0.021,-74.01446695712217,-0.168
0.037,-0.556,1.372,1.01,71.67459917068481,-0.016,-73.6547340922736,0.147
0.037,-0.416,0.987,1.008,71.67501330375671,-0.008,-73.6547340922736,-0.343
0.035,-0.381,1.232,1.009,72.33894062042236,-0.003,-73.6547340922736,0.182
0.038,-0.381,1.022,1.012,72.33965563774109,-0.012,-73.89016875011315,0.042
