ax,vz,vy,az,time,ay,comp,vx
0.018,0.039,1.792,1.017,14.987533807754517,-0.032,-73.8520875403995,-1.288
0.026,-0.346,1.512,0.962,14.98788046836853,0.033,-73.8520875403995,0.007
0.058,-1.011,-0.518,1.034,14.988229036331177,-0.011,-73.8520875403995,-0.168
0.047,-0.346,2.282,1.033,14.988560438156128,-0.054,-73.8520875403995,0.007
0.04,-0.696,-0.028,1.009,14.988885402679443,-0.006,-73.8520875403995,0.357
0.064,-0.626,1.127,1.019,14.989210605621338,0.005,-73.8520875403995,-0.378
0.015,-0.381,2.562,1.007,14.989532947540283,-0.006,-73.8520875403995,0.322
0.06,-0.381,1.197,1.019,14.992662191390991,-0.002,-73.8520875403995,-0.728
0.048,-0.521,1.582,1.016,15.625906229019165,-0.002,-73.8520875403995,-0.833
0.037,0.004,1.792,1.008,15.62661337852478,-0.01,-73.48692034289594,-0.308
0.029,-0.486,0.917,1.016,15.627013921737671,-0.015,-73.48692034289594,0.007
0.02,-0.171,0.462,1.007,15.628973960876465,-0.01,-73.48692034289594,0.252
0.041,-0.626,0.917,1.018,15.629327774047852,-0.011,-73.48692034289594,-0.203
0.032,-0.591,0.707,1.012,15.629654884338379,-0.014,-73.48692034289594,0.182
0.028,-0.626,0.287,1.012,15.629965782165527,-0.014,-73.48692034289594,0.182
0.042,-0.171,1.792,1.017,15.630274295806885,-0.008,-73.48692034289594,-0.728
0.032,-0.766,0.847,1.017,15.630570411682129,-0.016,-73.48692034289594,-0.098
0.036,-0.451,0.847,1.011,15.630865812301636,-0.01,-73.78938652964561,0.042
0.029,-0.731,1.267,1.006,15.63115930557251,-0.02,-73.78938652964561,0.322
0.028,-0.346,1.372,1.006,15.634334325790405,-0.028,-73.78938652964561,-0.413
0.028,-0.731,0.952,1.005,16.309229850769043,-0.028,-73.78938652964561,0.182
0.039,-0.101,0.777,1.007,16.311471700668335,-0.007,-74.90642911935598,0.532
0.021,-0.311,0.427,1.015,16.31186580657959,-0.021,-74.90642911935598,0.147
0.035,-0.276,1.757,1.016,16.312187910079956,-0.015,-74.90642911935598,-0.133
0.061,-1.116,1.092,1.01,16.31249237060547,-0.005,-74.90642911935598,-0.308
0.023,0.039,1.372,1.004,16.312784671783447,-0.02,-74.90642911935598,-0.308
0.03,-0.171,1.477,1.015,16.313074827194214,-0.022,-74.90642911935598,0.077
0.046,-0.941,1.477,1.026,16.313355207443237,-0.022,-74.90642911935598,-0.238
0.023,-0.661,0.357,0.989,16.313636779785156,-0.002,-73.87831855897404,-0.168
0.035,-0.416,1.162,0.995,16.313920497894287,-0.004,-73.87831855897404,-0.063
0.039,-0.416,1.057,1.009,16.31427311897278,-0.018,-73.87831855897404,0.602
0.021,-0.346,1.337,1.015,16.963679313659668,-0.03,-73.87831855897404,-0.833
0.023,-0.311,1.127,1.015,16.965876817703247,-0.005,-73.66900555240652,-0.448
0.032,-0.346,0.742,1.008,16.966234922409058,-0.006,-73.52420509117988,0.147
0.043,-0.276,1.547,1.009,16.9665424823761,-0.026,-73.52420509117988,-0.203
0.034,-0.661,0.252,1.014,16.966806888580322,-0.003,-73.52420509117988,0.042
0.03,-0.346,0.742,1.011,16.96704888343811,-0.015,-73.52420509117988,-0.063
0.04,-0.731,1.162,1.001,16.96728539466858,-0.019,-73.52420509117988,0.322
0.035,-0.381,0.917,1.025,16.967517375946045,-0.007,-73.52420509117988,-0.238
0.025,-0.206,0.427,1.01,16.967777490615845,-0.004,-73.52420509117988,0.322
0.048,-1.011,0.217,1.014,16.968106508255005,-0.018,-73.52420509117988,0.917
0.039,-0.346,1.127,1.017,16.968419075012207,-0.023,-73.52420509117988,-0.168
0.025,-0.346,1.127,1.009,16.968745946884155,-0.011,-73.52420509117988,-0.168
0.041,-0.591,1.162,1.022,17.615140914916992,-0.007,-74.11851924032136,-0.028
0.052,-1.186,0.882,1.007,17.61742377281189,-0.006,-74.30182142233085,0.532
0.026,-0.801,1.862,1.01,17.617777585983276,-0.026,-74.30182142233085,-0.518
0.057,-0.521,1.267,1.01,17.618043899536133,-0.001,-74.30182142233085,-0.448
0.049,-1.326,0.462,1.047,17.618324756622314,0.0,-74.30182142233085,-0.063
-0.001,0.704,1.407,1.029,17.618569135665894,-0.026,-74.30182142233085,-1.883
0.015,-0.171,0.252,0.98,17.618802785873413,-0.025,-74.30182142233085,1.827
0.046,-0.941,0.602,1.007,17.619037628173828,-0.012,-73.97970769792879,-0.378
-0.007,-0.311,2.107,1.009,17.619269847869873,-0.013,-73.97970769792879,-1.288
0.08,-0.381,0.637,1.02,17.619498252868652,0.02,-73.97970769792879,0.077
0.037,-0.661,1.792,1.02,17.619727611541748,-0.001,-73.97970769792879,1.057
0.011,-0.276,0.952,1.0,18.280298233032227,-0.04,-73.97970769792879,0.532
0.041,-0.346,1.162,1.015,18.282585859298706,-0.001,-73.69246469228554,0.112
0.044,-0.696,1.162,1.005,18.283024311065674,-0.037,-73.69246469228554,0.847
0.031,-0.451,0.882,1.005,18.28337001800537,-0.01,-73.69246469228554,0.497
0.037,-0.276,1.582,1.022,18.283695459365845,-0.003,-73.69246469228554,-0.448
0.037,-0.906,1.092,1.001,18.284013032913208,-0.01,-73.69246469228554,0.252
0.038,-0.696,1.477,1.013,18.284322261810303,-0.003,-73.69246469228554,0.252
0.048,-0.451,0.602,1.026,18.28462839126587,-0.018,-73.83521211237866,0.392
0.034,-0.346,1.092,1.012,18.284940719604492,-0.017,-73.83521211237866,-0.203
0.034,-0.626,1.127,1.008,18.285247564315796,-0.007,-73.83521211237866,0.077
0.047,-0.556,1.442,1.009,18.285564184188843,-0.014,-73.83521211237866,0.217
0.03,-0.416,1.302,1.014,18.287724256515503,-0.018,-73.83521211237866,0.042
0.029,-0.626,1.057,1.013,18.972487211227417,-0.011,-73.83521211237866,0.147
0.011,-0.731,0.357,1.02,18.973157167434692,0.001,-74.09929222846769,1.302
0.042,-0.626,1.022,1.016,18.975136041641235,-0.041,-74.09929222846769,0.882
0.049,-0.416,1.267,1.0,18.975435972213745,-0.008,-74.09929222846769,-1.323
0.022,-0.381,-0.553,1.005,18.975708961486816,0.029,-74.09929222846769,0.637
0.051,-0.941,0.287,1.02,18.9759738445282,-0.011,-74.09929222846769,1.757
0.068,-0.836,-0.553,1.019,18.976230144500732,-0.05,-74.09929222846769,-1.253
0.015,0.144,1.372,0.976,18.976486921310425,0.002,-74.1850170482107,-0.658
0.003,-0.871,-1.183,1.03,18.976743936538696,-0.016,-74.1850170482107,-0.203
0.037,-0.661,1.792,1.023,18.97699475288391,-0.028,-74.1850170482107,0.777
0.055,-0.941,1.162,1.004,18.977245330810547,-0.035,-74.1850170482107,-0.378
0.031,-0.381,0.532,1.021,19.607420444488525,0.002,-74.1850170482107,0.637
0.026,-0.906,-0.028,1.007,19.60996174812317,-0.009,-75.14428322968948,0.042
0.041,-0.521,1.792,1.011,19.610423803329468,-0.013,-75.14428322968948,-0.028
0.029,-0.486,1.057,1.007,19.610719442367554,-0.02,-75.14428322968948,0.357
0.042,-0.311,1.512,1.012,19.610986471176147,-0.032,-75.14428322968948,-0.238
0.032,-0.556,1.337,1.018,19.611239671707153,0.015,-75.14428322968948,0.182
0.028,-0.276,2.177,1.011,19.61148977279663,0.007,-75.14428322968948,0.847
0.039,-0.696,1.197,0.995,19.61173701286316,-0.033,-75.14428322968948,0.987
0.027,-0.416,1.897,1.015,19.61198663711548,-0.0,-75.14428322968948,-1.148
0.032,-0.451,1.582,1.031,19.61223030090332,0.002,-75.14428322968948,-1.008
0.037,0.039,0.847,1.011,19.612472534179688,-0.011,-75.14428322968948,0.707
0.034,-0.731,0.952,1.006,20.255539178848267,-0.023,-76.11210408038447,0.602
0.024,-0.626,-0.063,1.015,20.256183862686157,-0.02,-74.7015874726678,0.147
0.067,-0.276,1.232,1.024,20.258183002471924,-0.021,-74.7015874726678,-0.798
0.067,-0.696,-1.288,0.994,20.258492708206177,-0.003,-74.7015874726678,0.252
0.056,-0.556,-0.063,1.006,20.258860111236572,-0.012,-74.7015874726678,0.252
0.039,-0.486,1.897,1.017,20.25923776626587,-0.027,-74.7015874726678,-0.063
0.029,-0.311,-0.343,1.004,20.259578466415405,-0.003,-74.7015874726678,0.287
0.047,-0.486,1.862,1.017,20.259894371032715,-0.019,-74.7015874726678,-0.413
0.032,-0.801,0.427,1.006,20.260197162628174,-0.006,-73.93581550732837,-0.238
0.03,-0.136,2.352,1.017,20.26049518585205,-0.017,-73.93581550732837,-0.133
0.05,-0.416,0.217,1.014,20.26078724861145,-0.009,-73.93581550732837,0.357
0.027,-0.381,1.757,1.012,20.26108694076538,-0.027,-73.93581550732837,-0.133
0.046,-0.976,1.057,1.01,20.261386394500732,0.001,-73.93581550732837,-0.098
0.036,-0.101,1.337,1.013,20.261677026748657,-0.012,-73.93581550732837,-0.308
0.016,-0.346,1.407,1.007,20.909313917160034,-0.014,-73.93581550732837,-0.203
0.044,-0.066,1.757,1.012,20.911788940429688,-0.008,-74.41043856817673,-0.798
0.037,-0.626,0.847,1.021,20.912229299545288,-0.001,-74.41043856817673,-0.063
0.034,-0.416,0.742,1.01,20.91254210472107,-0.009,-74.41043856817673,0.742
0.039,-0.731,0.847,1.006,20.91282844543457,-0.023,-74.41043856817673,0.252
0.006,-0.556,1.337,1.019,20.913098573684692,-0.004,-74.41043856817673,-0.343
0.028,-0.521,1.057,1.009,20.913368225097656,-0.004,-74.41043856817673,0.042
0.045,-0.696,0.462,1.022,20.913642644882202,-0.02,-74.41043856817673,0.462
0.034,-0.486,1.197,1.012,20.913903951644897,-0.012,-74.75209330263303,0.042
0.034,-0.486,1.407,1.005,20.914177656173706,-0.003,-74.75209330263303,0.147
0.04,-0.521,0.602,1.007,20.91444158554077,-0.017,-74.75209330263303,0.357
0.044,-0.311,1.092,1.02,21.580440521240234,-0.011,-74.75209330263303,0.112
0.054,-0.346,1.232,1.02,21.58292031288147,-0.005,-74.3294422452372,-0.553
0.036,-0.311,0.672,1.018,21.583334922790527,-0.01,-74.3294422452372,-0.133
0.032,-0.766,0.567,1.005,21.583613634109497,-0.016,-74.3294422452372,0.427
0.025,-0.661,1.127,0.994,21.58387041091919,-0.018,-74.3294422452372,0.357
0.035,-0.591,0.777,1.007,21.58411693572998,-0.011,-74.3294422452372,0.217
0.037,-0.311,0.217,1.018,21.584360122680664,-0.009,-74.3294422452372,-0.203
0.022,-0.871,1.512,1.004,21.58459973335266,-0.007,-74.3294422452372,0.392
0.04,-0.521,0.847,1.011,21.584838390350342,-0.015,-74.3294422452372,0.322
0.056,-0.206,1.652,1.0,21.585074424743652,-0.013,-74.3294422452372,0.007
0.016,-0.836,0.357,1.001,21.58530902862549,-0.004,-73.28514755867276,-0.413
0.038,-0.416,1.162,1.019,21.58778691291809,-0.004,-73.28514755867276,0.007
0.047,-0.906,0.847,1.001,22.236313343048096,-0.024,-73.28514755867276,0.497
0.049,-0.311,1.127,1.012,22.238729238510132,-0.011,-74.53670215022676,0.392
0.038,-0.451,0.917,1.009,22.23910641670227,-0.018,-74.53670215022676,-0.868
0.065,-0.416,-1.323,1.016,22.23937225341797,0.01,-74.58451767866806,0.812
0.031,-0.416,-1.323,1.016,22.23961877822876,-0.027,-74.58451767866806,0.812
0.016,-0.416,3.682,1.006,22.23985242843628,-0.034,-74.58451767866806,0.357
0.044,-0.906,1.302,1.002,22.240081548690796,0.023,-74.58451767866806,-0.238
0.041,-0.906,1.302,1.033,22.240309476852417,0.014,-74.58451767866806,-0.238
0.015,0.179,1.967,1.023,22.240533590316772,-0.034,-74.58451767866806,1.022
0.051,-0.836,1.512,1.0,22.24075746536255,-0.002,-74.58451767866806,-0.868
0.051,-0.906,-0.028,1.0,22.240991592407227,-0.002,-74.58451767866806,-0.868
0.043,0.039,2.317,1.024,22.242032527923584,-0.012,-74.58451767866806,0.322
0.049,-0.556,1.232,1.032,22.922723054885864,-0.017,-74.58451767866806,0.392
0.037,-0.906,0.567,1.0,22.924976348876953,0.004,-74.86529948995977,-1.078
0.04,-0.241,1.512,1.016,22.925316095352173,-0.005,-74.86529948995977,-0.168
0.033,0.004,0.917,1.001,22.925591707229614,-0.002,-74.85714061258486,-0.623
0.022,0.004,0.917,1.001,22.92584753036499,-0.021,-74.85714061258486,-0.623
0.025,-0.521,1.407,0.998,22.926103115081787,0.009,-74.85714061258486,-0.483
0.056,-0.766,1.302,1.02,22.926371812820435,-0.025,-74.85714061258486,0.637
0.06,-0.276,1.162,1.028,22.92661142349243,-0.032,-74.85714061258486,0.112
0.033,-0.136,1.582,1.019,22.926841735839844,-0.01,-74.85714061258486,-0.588
0.051,-0.696,1.477,1.003,22.927068948745728,-0.01,-74.85714061258486,0.532
0.056,-0.731,1.372,1.001,22.92729902267456,-0.015,-74.85714061258486,0.497
0.023,-0.521,0.952,1.01,22.928352117538452,-0.016,-74.85714061258486,-0.378
0.046,-0.451,0.847,1.019,23.56693959236145,-0.005,-74.85714061258486,0.217
0.007,-0.556,-8.393,0.998,23.567590951919556,-0.012,-74.58786828429456,-0.903
0.037,-0.276,2.317,1.0,23.569659948349,0.03,-74.58786828429456,1.512
0.03,-0.451,-2.058,1.007,23.570021152496338,-0.011,-74.58786828429456,-0.938
0.042,-0.346,3.787,1.018,23.570404767990112,0.002,-74.58786828429456,0.602
0.013,-0.766,-0.553,0.995,23.57076668739319,-0.014,-74.58786828429456,-0.273
0.018,-0.276,1.162,1.009,23.57114839553833,0.002,-74.58786828429456,0.322
0.034,-0.731,1.302,1.006,23.571486711502075,-0.025,-74.30297448706736,0.182
0.058,-0.556,1.022,1.023,23.571802616119385,-0.014,-74.30297448706736,0.252
0.018,-0.591,0.952,1.007,23.57209014892578,-0.002,-74.30297448706736,-0.238
0.033,-0.801,0.672,1.01,23.572362661361694,-0.011,-74.30297448706736,0.357
0.056,-0.206,1.932,1.017,23.57262659072876,-0.017,-74.30297448706736,0.182
0.02,-0.451,0.602,1.01,24.26489281654358,-0.018,-74.30297448706736,-0.168
0.016,-0.661,1.197,1.002,24.267329931259155,-0.011,-74.94125041493508,0.427
0.062,-0.556,1.897,1.018,24.26791214942932,-0.019,-74.94125041493508,0.077
0.019,-0.556,1.827,1.006,24.268224239349365,-0.021,-74.94125041493508,-0.273
0.049,-0.241,0.357,1.021,24.26854372024536,0.001,-74.94125041493508,-0.518
0.033,-0.626,2.492,1.005,24.26885724067688,-0.017,-74.94125041493508,-0.273
0.038,-0.696,1.057,1.002,24.269160270690918,-0.008,-74.43198924589896,-0.028
0.047,-0.381,0.847,1.015,24.26947546005249,-0.021,-74.43198924589896,-0.028
0.015,-0.276,1.127,1.0,24.269780158996582,-0.003,-74.43198924589896,-0.203
0.032,-0.521,1.162,1.012,24.270081758499146,-0.015,-74.43198924589896,0.287
0.049,-0.381,1.267,1.007,24.27038812637329,-0.007,-74.43198924589896,-0.973
0.025,0.109,3.437,1.016,24.272214889526367,-0.052,-74.43198924589896,-0.588
0.057,-0.451,1.162,1.024,24.933200359344482,-0.033,-74.43198924589896,1.617
0.042,-0.591,1.162,1.018,24.93575668334961,-0.018,-74.65876006736097,-0.028
0.039,-0.136,0.952,1.007,24.936204433441162,-0.027,-74.65876006736097,-0.028
0.034,-0.206,0.567,1.005,24.936506509780884,-0.021,-74.65876006736097,-0.028
0.027,-0.696,0.322,0.999,24.93678617477417,-0.017,-74.65876006736097,-0.273
0.047,-0.521,0.742,1.021,24.93705725669861,-0.009,-74.65876006736097,-0.203
0.046,-0.521,0.602,1.024,24.937345027923584,-0.015,-74.65876006736097,0.182
0.017,-0.276,1.442,1.013,24.937620878219604,-0.009,-74.65876006736097,-0.238
0.055,-0.416,1.302,1.008,24.937892198562622,-0.03,-74.95595771233836,0.007
0.041,-0.451,1.442,1.02,24.938169479370117,-0.019,-74.95595771233836,0.182
0.035,-0.416,0.987,1.018,24.938436269760132,-0.012,-74.95595771233836,-0.553
0.032,-0.311,1.547,1.013,24.93893003463745,-0.003,-74.95595771233836,-1.078
0.04,-0.556,0.952,1.017,25.609248161315918,-0.004,-74.95595771233836,0.742
0.042,-0.276,2.177,1.016,25.611645460128784,-0.028,-74.01550389002708,-0.098
0.044,-0.416,0.077,1.011,25.612027406692505,-0.022,-74.01550389002708,-0.203
0.027,-0.696,1.862,1.016,25.6123104095459,-0.006,-74.01550389002708,0.007
0.043,-0.696,1.302,1.011,25.612568616867065,-0.012,-74.01550389002708,0.182
0.05,-0.311,0.812,1.013,25.612816095352173,-0.019,-74.01550389002708,0.007
0.023,-0.136,0.497,1.001,25.613060235977173,0.005,-74.01550389002708,-0.063
0.026,-0.661,1.127,1.0,25.613303422927856,-0.005,-74.01550389002708,-0.098
0.055,-0.801,0.952,1.007,25.613553285598755,-0.01,-74.98401826772748,1.057
0.034,-0.276,1.232,1.02,25.613821268081665,-0.009,-74.98401826772748,-0.413
0.028,-0.066,0.287,1.007,25.614062309265137,-0.007,-74.98401826772748,-0.308
0.047,-0.416,1.792,1.013,26.2747642993927,-0.008,-74.98401826772748,-0.203
0.026,-1.011,1.302,0.999,26.275419235229492,-0.015,-74.78462736956297,0.252
0.025,-0.766,0.812,0.986,26.27782940864563,-0.015,-74.78462736956297,0.217
0.061,0.004,1.722,1.02,26.278345346450806,-0.01,-74.78462736956297,-0.518
0.031,-0.276,1.092,1.018,26.27873134613037,-0.012,-74.78462736956297,-0.238
0.041,-0.766,0.392,0.993,26.27909755706787,-0.016,-74.78462736956297,-0.308
0.047,-0.871,1.722,1.013,26.27944302558899,-0.008,-74.78462736956297,0.112
0.026,-0.066,0.987,1.016,26.279715061187744,-0.013,-74.78462736956297,-0.203
0.038,-0.311,1.057,1.006,26.279982805252075,-0.008,-74.78462736956297,0.252
0.038,-0.556,0.882,1.004,26.28022027015686,-0.02,-74.78462736956297,-0.063
0.032,-0.766,0.847,1.021,26.28045129776001,-0.006,-74.47149818560447,-0.553
0.038,-0.626,0.637,1.027,26.280683517456055,-0.008,-74.47149818560447,-0.168
0.04,0.004,0.882,1.003,26.997843742370605,-0.014,-74.47149818560447,-0.133
0.055,-0.731,0.777,1.014,27.000182390213013,-0.006,-74.27659252147936,-0.028
0.028,-0.136,1.267,1.003,27.00060224533081,-0.013,-74.27659252147936,-0.063
0.044,-0.626,1.302,1.009,27.001010417938232,-0.014,-74.27659252147936,0.112
0.045,-0.591,0.882,1.008,27.00141191482544,-0.017,-74.27659252147936,0.182
0.042,-0.416,1.932,1.004,27.001813173294067,-0.014,-74.27659252147936,-0.378
0.031,-0.696,2.072,1.006,27.002235412597656,-0.01,-73.66937620779746,0.112
0.043,-0.451,1.267,1.013,27.00264596939087,-0.009,-73.66937620779746,0.357
0.043,-0.381,1.827,1.012,27.00307583808899,-0.025,-73.66937620779746,-0.168
0.039,-0.591,1.022,1.009,27.0033962726593,0.003,-73.66937620779746,0.252
0.039,-0.556,0.917,1.02,27.003664016723633,-0.015,-73.66937620779746,0.042
