vz,time,comp,ax,ay,vy,vx,az
-0.556,19.194918632507324,-74.30912602435394,0.055,-0.001,2.317,0.322,1.013
-0.101,19.19530200958252,-74.30912602435394,0.025,-0.02,0.287,1.302,1.013
-0.696,19.195672512054443,-74.30912602435394,0.012,0.009,-0.343,0.217,0.998
-0.871,19.196024894714355,-74.30912602435394,0.024,-0.0,1.232,-1.358,1.001
-0.556,19.196357011795044,-74.30912602435394,0.035,0.014,1.162,0.567,1.009
-0.311,19.196685314178467,-74.30912602435394,0.047,-0.025,1.197,0.077,1.024
-0.241,19.197739839553833,-74.30912602435394,0.017,-0.031,0.847,0.077,1.006
-0.941,19.8724045753479,-74.30912602435394,0.046,-0.008,1.127,0.042,1.009
-0.311,19.875224590301514,-73.06916226126864,0.075,0.008,0.007,1.967,1.037
-0.381,19.875670433044434,-73.06916226126864,-0.008,-0.017,2.842,1.547,0.999
-0.941,19.87601900100708,-73.06916226126864,0.008,-0.031,0.182,-0.763,0.994
-1.256,19.876341819763184,-73.1691438971319,0.034,0.042,1.022,-1.708,1.03
0.074,19.876636743545532,-73.1691438971319,0.018,-0.028,-1.323,-0.203,1.04
-0.066,19.876940488815308,-73.1691438971319,0.049,-0.015,0.497,1.442,1.011
-0.661,19.877360820770264,-73.1691438971319,0.038,-0.007,2.947,0.497,0.98
-1.011,19.877789974212646,-73.1691438971319,0.043,-0.016,-0.343,-0.378,1.012
-0.556,19.878085374832153,-73.1691438971319,0.022,-0.016,1.827,-0.483,1.034
-0.031,19.878355026245117,-73.1691438971319,0.079,-0.024,1.652,-0.938,1.053
-0.556,19.878616333007812,-73.1691438971319,0.032,-0.002,0.042,0.812,1.012
-0.311,20.557358741760254,-73.1691438971319,0.019,-0.015,1.127,1.022,0.979
0.004,20.559653759002686,-73.8607573488068,0.054,-0.029,2.247,-0.588,1.016
-0.206,20.56001853942871,-73.8607573488068,0.02,-0.007,0.567,-0.798,1.013
-0.696,20.56029200553894,-73.99839872225303,0.044,-0.016,1.652,0.252,1.028
-0.276,20.560600757598877,-73.99839872225303,0.041,-0.005,1.232,0.042,1.001
-0.311,20.560989379882812,-73.99839872225303,0.037,-0.022,0.812,-0.098,1.012
-0.556,20.56136202812195,-73.99839872225303,0.022,-0.015,1.967,-0.133,1.009
-0.696,20.56170392036438,-73.99839872225303,0.029,-0.011,0.777,-0.623,1.01
-0.241,20.561975955963135,-73.99839872225303,0.011,-0.002,0.672,-0.133,1.005
-0.416,20.562235832214355,-73.99839872225303,0.014,-0.028,0.882,1.267,1.012
-0.836,20.562479257583618,-73.99839872225303,0.061,-0.023,0.812,-0.133,1.012
-0.276,21.242636680603027,-73.99839872225303,0.018,-0.008,0.672,-0.658,1.012
-0.276,21.24501895904541,-73.18751176783589,0.036,-0.021,0.182,0.357,1.015
-0.206,21.24557375907898,-73.18751176783589,0.034,-0.021,0.182,0.357,1.015
-0.766,21.24600386619568,-73.18751176783589,0.032,-0.006,-0.518,0.182,1.017
-0.346,21.246399641036987,-73.18220356077114,0.028,-0.008,1.512,-0.098,1.0
-0.731,21.24679136276245,-73.18220356077114,0.04,-0.016,1.442,0.392,1.02
-0.416,21.247097492218018,-73.18220356077114,0.018,-0.014,0.042,0.007,1.011
-0.451,21.247390031814575,-73.18220356077114,0.034,-0.022,1.512,-0.063,1.022
-0.591,21.247666597366333,-73.18220356077114,0.042,-0.013,1.092,-0.203,1.019
-0.556,21.24792170524597,-73.18220356077114,0.019,-0.01,0.672,0.427,0.997
-0.381,21.24817395210266,-73.18220356077114,0.026,-0.001,1.372,-0.063,1.012
-0.206,21.248419523239136,-73.18220356077114,0.033,-0.013,1.687,0.287,1.026
-0.766,21.907958984375,-73.18220356077114,0.033,-0.008,0.077,0.007,1.02
-0.976,21.910197734832764,-74.34270467861406,0.025,-0.005,0.322,0.252,1.012
0.109,21.910651683807373,-74.34270467861406,0.047,-0.024,1.827,0.322,1.005
-0.801,21.911005973815918,-74.34270467861406,0.037,-0.021,1.057,-0.868,1.028
-0.556,21.91129469871521,-74.34270467861406,0.03,0.009,1.442,-0.658,1.025
-0.136,21.911570072174072,-73.34503528169624,0.041,-0.014,1.477,-0.098,1.007
-0.486,21.911841869354248,-73.34503528169624,0.027,-0.018,1.617,-0.308,1.01
-0.486,21.912110567092896,-73.34503528169624,0.032,-0.011,1.617,-0.308,1.011
-0.486,21.91238260269165,-73.34503528169624,0.04,-0.031,1.547,0.287,1.018
-0.276,21.912647485733032,-73.34503528169624,0.019,-0.027,1.757,0.322,1.006
-0.171,21.912914276123047,-73.34503528169624,0.019,-0.027,1.757,0.322,1.006
-0.591,22.583788633346558,-73.34503528169624,0.048,-0.0,0.917,0.042,1.006
-0.591,22.58612608909607,-73.55736956236143,0.025,-0.011,1.022,0.007,1.004
-0.521,22.586610078811646,-73.55736956236143,0.051,-0.019,0.217,0.147,1.015
-0.591,22.58694815635681,-73.55736956236143,0.063,-0.014,0.112,0.392,1.017
-0.801,22.587231874465942,-73.55736956236143,0.015,-0.007,1.932,-0.273,0.992
-0.066,22.58750343322754,-73.55736956236143,0.067,-0.014,0.672,0.287,1.035
-0.241,22.587763786315918,-73.55736956236143,0.042,-0.004,1.547,0.147,1.031
-0.346,22.5880229473114,-74.0148882608482,0.039,-0.008,1.652,0.077,1.006
-0.766,22.588281631469727,-74.0148882608482,0.067,-0.002,0.777,0.637,1.017
-0.766,22.588540077209473,-74.0148882608482,0.034,-0.014,0.777,0.637,1.017
-0.066,22.588798999786377,-74.0148882608482,0.015,-0.03,0.847,-0.133,1.004
-0.626,22.592620372772217,-74.0148882608482,0.046,-0.003,0.532,0.357,1.021
-0.626,23.26090693473816,-74.0148882608482,0.009,0.008,0.532,0.287,1.011
0.179,23.263095378875732,-72.71119809614737,0.053,-0.019,2.212,-0.378,1.043
-0.766,23.263489961624146,-72.71119809614737,0.03,-0.004,1.337,-0.763,1.017
0.074,23.263808012008667,-72.71119809614737,0.03,-0.037,1.442,-0.098,1.007
-0.311,23.264105796813965,-72.71119809614737,0.021,-0.041,1.232,0.707,0.989
-0.906,23.264400243759155,-72.71119809614737,0.04,-0.001,0.147,-0.798,1.032
-0.381,23.264687299728394,-72.71119809614737,0.059,-0.017,0.427,1.092,1.015
-0.486,23.264971017837524,-73.6058794845518,0.048,-0.01,-0.343,0.462,0.998
-0.521,23.265255212783813,-73.6058794845518,0.044,-0.02,2.177,0.847,1.0
-0.906,23.26554775238037,-73.6058794845518,0.067,-0.008,1.372,0.357,1.034
-0.591,23.26584482192993,-73.6058794845518,0.041,0.008,1.547,0.287,1.017
-0.311,23.268224716186523,-73.6058794845518,0.019,-0.012,1.232,0.777,1.012
-0.696,23.95916247367859,-73.6058794845518,0.007,-0.003,-0.798,-0.028,0.981
-0.836,23.96144461631775,-73.998977146154,0.024,-0.007,0.182,-0.133,1.008
-0.276,23.96181297302246,-73.998977146154,0.053,-0.024,0.497,-0.028,1.016
-0.381,23.962104082107544,-73.998977146154,0.054,-0.012,-0.798,0.742,1.008
-0.381,23.962380409240723,-73.998977146154,0.011,-0.02,2.702,-0.448,0.993
0.004,23.96264624595642,-73.998977146154,0.05,-0.014,1.232,-0.378,1.029
-0.136,23.96292781829834,-73.90461549008968,0.029,-0.015,1.967,-0.273,1.016
-0.381,23.963191032409668,-73.90461549008968,0.016,-0.007,0.602,-0.168,1.005
-0.591,23.963499069213867,-73.90461549008968,0.045,-0.019,1.827,-0.273,1.012
-0.311,23.963850021362305,-73.90461549008968,0.033,-0.032,1.862,0.672,1.004
-0.521,23.964200258255005,-73.90461549008968,0.049,-0.031,1.092,-1.008,1.011
-0.136,24.705641269683838,-73.90461549008968,0.028,-0.013,2.877,-0.938,1.017
-0.451,24.707995891571045,-73.2810705542773,0.051,-0.018,-0.063,-0.063,1.0
-0.591,24.708341360092163,-73.2810705542773,0.031,-0.01,1.652,-0.203,1.019
-0.661,24.7086021900177,-73.2810705542773,0.025,-0.006,0.497,0.112,1.015
-0.661,24.708842992782593,-73.2810705542773,0.052,-0.017,1.407,0.322,1.01
-0.346,24.709077835083008,-73.2810705542773,0.025,-0.005,1.057,0.357,1.01
-0.416,24.70930790901184,-73.2810705542773,0.045,-0.023,1.722,-0.028,1.015
-0.521,24.709535360336304,-73.2810705542773,0.048,-0.01,0.777,-0.343,1.015
0.004,24.709786891937256,-73.2810705542773,0.032,-0.009,1.092,-0.378,1.022
-0.766,24.710017204284668,-73.2810705542773,0.03,0.004,1.022,0.637,1.001
-0.556,24.710243463516235,-72.91114484728263,0.053,-0.029,0.987,0.217,1.017
-0.171,24.714643955230713,-72.91114484728263,0.002,-0.008,1.197,-0.868,1.007
-0.241,25.395450830459595,-72.91114484728263,0.029,-0.008,1.197,-0.868,1.007
-0.416,25.397742986679077,-74.3797625663804,0.032,-0.014,0.497,0.532,1.007
-0.591,25.398253679275513,-74.3797625663804,0.032,-0.017,1.547,-0.553,1.003
-0.556,25.398631811141968,-74.3797625663804,0.05,-0.013,1.127,-0.238,1.01
-0.276,25.39901113510132,-74.3797625663804,0.022,-0.01,1.302,0.602,1.017
0.179,25.399402379989624,-74.3797625663804,0.036,-0.037,1.407,-0.518,1.025
-0.941,25.39973545074463,-74.3797625663804,0.041,-0.006,1.512,-1.078,0.997
-0.836,25.40006113052368,-74.3797625663804,0.023,0.006,1.862,-0.553,1.012
-0.416,25.40040373802185,-74.3797625663804,0.05,-0.006,0.147,0.637,1.022
-0.381,25.40074586868286,-74.01797177565321,0.042,-0.015,1.162,0.532,1.019
-0.591,25.401079654693604,-74.01797177565321,0.034,-0.02,-0.168,-0.343,1.005
-0.591,25.40249991416931,-74.01797177565321,0.031,-0.008,1.372,0.182,1.011
-0.206,26.09126091003418,-74.01797177565321,0.059,-0.034,1.092,-0.518,1.031
-0.626,26.09358549118042,-74.14220793536894,0.03,-0.027,1.477,1.197,1.0
-0.486,26.094035863876343,-74.14220793536894,0.064,-0.015,0.497,-0.903,1.006
-0.451,26.09438943862915,-74.14220793536894,0.007,-0.009,1.652,0.287,1.021
-0.591,26.09473943710327,-74.14220793536894,0.036,-0.021,0.952,0.567,1.029
-0.451,26.095065593719482,-74.14220793536894,0.054,-0.016,1.827,0.287,1.009
-0.276,26.095351457595825,-74.14220793536894,0.015,-0.005,1.652,-0.693,1.012
-0.416,26.095622539520264,-74.14220793536894,0.046,-0.005,0.112,0.497,1.012
-0.836,26.09589672088623,-74.4440005943424,0.032,-0.012,1.057,0.007,1.015
-0.276,26.096161603927612,-74.4440005943424,0.024,-0.01,-0.063,-0.728,1.007
-0.381,26.09642267227173,-74.4440005943424,0.05,-0.001,1.337,-0.343,1.022
-0.731,26.10079050064087,-74.4440005943424,0.025,-0.02,1.932,0.287,1.005
-0.276,26.781333446502686,-74.4440005943424,0.041,-0.016,1.617,0.287,1.015
-0.381,26.783690214157104,-73.16636860383738,0.04,-0.0,1.617,-0.063,1.001
-0.451,26.784026384353638,-73.16636860383738,0.025,-0.026,1.512,0.252,1.015
-0.556,26.7842857837677,-73.16636860383738,0.018,-0.005,-0.063,0.077,1.001
-0.696,26.784528255462646,-73.16636860383738,0.04,-0.01,0.357,-0.763,1.004
-0.311,26.784783124923706,-73.16636860383738,0.03,0.003,1.407,-0.378,0.996
-0.171,26.785062313079834,-73.16636860383738,0.041,-0.003,0.287,0.602,1.02
-0.696,26.78533387184143,-73.16636860383738,0.045,-0.035,1.442,0.147,1.029
-0.276,26.78563165664673,-73.49414490690705,0.02,-0.022,0.602,-0.273,0.993
-0.521,26.78589105606079,-73.49414490690705,0.048,-0.018,2.177,0.007,1.006
-0.871,26.78612780570984,-73.49414490690705,0.016,-0.0,-0.168,-0.413,1.012
-0.031,26.790902376174927,-73.49414490690705,0.021,-0.014,1.442,0.217,1.026
-0.696,27.479717254638672,-73.49414490690705,0.076,-0.021,0.147,1.337,1.018
-0.311,27.48260188102722,-74.76643862188465,0.028,-0.012,1.442,0.392,1.006
-0.591,27.48306107521057,-74.76643862188465,0.033,-0.035,1.162,0.252,1.024
-0.206,27.483348846435547,-74.76643862188465,0.044,-0.016,1.687,-0.168,1.025
-0.661,27.48362684249878,-74.76643862188465,0.036,0.008,-0.553,0.112,0.993
-0.661,27.4838809967041,-74.76643862188465,0.022,-0.023,1.022,-0.133,1.008
-0.311,27.484127283096313,-74.0289262790844,0.055,-0.008,2.247,-0.763,1.013
-0.276,27.484374046325684,-74.0289262790844,0.042,-0.001,-0.623,0.077,1.022
-0.136,27.48461651802063,-74.0289262790844,0.03,-0.041,1.897,1.162,1.018
-0.661,27.484856367111206,-74.0289262790844,0.051,-0.036,2.807,-0.588,1.014
-0.626,27.48509407043457,-74.0289262790844,0.044,0.008,1.232,-1.918,1.001
0.004,27.487359523773193,-74.0289262790844,0.036,-0.003,1.372,-0.238,1.015
0.284,28.178788661956787,-74.0289262790844,0.012,-0.024,1.477,-0.063,1.022
0.284,28.181363821029663,-73.72345075368807,0.047,-0.021,2.247,-0.588,1.0
-0.311,28.181720495224,-73.72345075368807,0.018,-0.012,1.232,-0.273,1.005
-0.661,28.182005882263184,-73.72345075368807,0.039,-0.016,0.952,0.147,1.01
-0.556,28.18227481842041,-73.0328442332925,0.037,0.006,0.252,0.147,1.019
-0.661,28.182535886764526,-73.0328442332925,0.044,-0.006,0.742,0.042,1.019
-0.101,28.182805061340332,-73.0328442332925,0.037,-0.029,0.812,0.252,1.01
-0.241,28.183065176010132,-73.0328442332925,0.062,-0.017,1.547,-0.133,1.02
-0.976,28.183321237564087,-73.0328442332925,0.042,0.006,0.847,-0.483,1.025
-0.381,28.18357276916504,-73.0328442332925,0.026,-0.007,1.302,0.672,1.01
-0.556,28.18382430076599,-73.0328442332925,0.048,-0.031,1.407,0.357,1.01
-0.451,28.188085556030273,-73.0328442332925,0.039,-0.025,0.987,-0.343,1.015
-0.521,28.922747373580933,-73.0328442332925,0.031,-0.009,0.462,0.042,1.003
-0.661,28.925097465515137,-73.5021632600198,0.026,0.003,0.147,0.462,1.011
-0.381,28.92561960220337,-73.5021632600198,0.029,-0.029,1.582,0.392,1.004
-0.626,28.92600178718567,-73.5021632600198,0.037,-0.024,1.302,-0.448,0.987
-0.451,28.92634677886963,-73.5021632600198,0.025,0.007,0.392,-0.588,0.998
-0.171,28.926754236221313,-73.5021632600198,0.033,-0.023,1.232,0.217,1.023
-0.206,28.927106618881226,-73.5021632600198,0.034,-0.033,0.952,0.252,1.023
-0.661,28.92744779586792,-73.5021632600198,0.027,-0.015,1.652,-0.658,1.001
-0.451,28.927792072296143,-73.5021632600198,0.031,0.003,1.197,-0.343,1.004
-0.101,28.928128242492676,-74.43899899538951,0.025,0.003,-0.168,-0.063,1.013
-1.256,28.928462505340576,-74.43899899538951,0.031,-0.016,-0.448,0.322,1.02
-0.941,28.92881178855896,-74.43899899538951,0.025,-0.019,-1.113,0.287,1.005
0.039,29.569376945495605,-74.43899899538951,0.044,-0.023,1.897,0.322,1.004
-0.591,29.569952964782715,-72.93675184382697,0.05,-0.022,1.442,0.322,0.986
-0.976,29.572021007537842,-72.93675184382697,0.053,-0.013,0.287,0.112,0.998
0.039,29.572311878204346,-74.35372095742379,0.029,-0.027,2.842,-0.693,1.016
-0.171,29.57257866859436,-74.35372095742379,0.044,-0.009,-0.273,-1.078,1.031
-0.486,29.572832584381104,-74.35372095742379,0.026,0.007,2.072,-0.308,1.023
-0.626,29.57308268547058,-74.35372095742379,0.044,-0.02,0.812,1.267,0.992
-0.591,29.573331594467163,-74.35372095742379,0.044,-0.034,1.302,0.882,1.002
-0.696,29.573581218719482,-74.35372095742379,0.019,-0.02,1.617,-0.728,1.02
0.179,29.57382583618164,-74.35372095742379,0.048,-0.006,1.582,-1.533,1.004
-0.486,29.574071407318115,-74.35372095742379,0.031,-0.0,1.302,-0.413,1.01
-0.626,30.21566605567932,-74.35372095742379,0.02,-0.002,1.232,0.742,1.022
-0.206,30.216363430023193,-73.22174350207045,0.034,-0.016,1.092,0.427,0.995
-1.291,30.216734409332275,-73.22174350207045,0.027,-0.009,0.462,0.567,1.011
-0.276,30.218689441680908,-73.22174350207045,0.018,-0.009,1.652,0.042,1.009
0.144,30.218981504440308,-73.22174350207045,0.056,-0.021,-0.518,-1.078,1.016
-0.976,30.219244480133057,-73.22174350207045,0.011,0.017,1.757,-0.133,1.009
-0.836,30.219496488571167,-73.22174350207045,-0.012,-0.007,1.827,1.827,1.027
0.039,30.21974802017212,-75.30596360066563,0.07,-0.038,0.217,0.742,1.008
-0.836,30.22001576423645,-75.30596360066563,0.016,-0.02,0.392,-0.413,1.027
-0.381,30.22029733657837,-75.30596360066563,0.001,-0.018,1.197,-1.043,1.001
-0.696,30.220548391342163,-75.30596360066563,0.061,0.005,1.617,-0.203,1.02
-0.451,30.220800161361694,-75.30596360066563,0.026,-0.02,0.007,0.567,1.022
-0.136,30.76388430595398,-75.30596360066563,0.007,-0.023,1.162,0.392,0.999
-0.276,30.766268491744995,-73.95315584475038,0.017,-0.025,1.127,0.672,1.008
-0.906,30.766759157180786,-73.95315584475038,0.052,-0.004,0.427,-1.078,1.015
-0.521,30.76710081100464,-73.95315584475038,0.046,0.004,1.127,-1.078,1.028
-0.066,30.76739263534546,-73.95315584475038,0.043,-0.01,1.862,0.042,1.028
-0.311,30.76770281791687,-73.95315584475038,0.003,-0.048,1.967,-0.553,0.995
-0.696,30.767999172210693,-73.95315584475038,0.023,-0.02,1.477,-0.518,1.002
0.004,30.76829171180725,-73.95315584475038,0.037,0.006,-0.308,-0.623,1.0
-0.766,30.76858162879944,-73.95315584475038,0.033,-0.029,0.217,0.882,1.008
-0.766,30.76884150505066,-73.95315584475038,0.027,-0.025,0.217,0.882,1.008
-0.591,30.769086360931396,-73.95315584475038,0.023,-0.006,1.372,-0.063,1.008
0.214,30.77305555343628,-74.79481846372757,-0.025,-0.051,4.067,1.722,1.022
0.214,31.315398454666138,-74.79481846372757,0.062,-0.031,4.067,1.722,1.022
-0.521,31.317692518234253,-74.10551858168833,0.028,-0.028,0.952,0.742,1.014
-0.241,31.318095445632935,-74.10551858168833,0.038,-0.028,0.392,0.357,1.002
-0.591,31.31838059425354,-74.10551858168833,0.035,0.003,1.232,-0.238,0.998
0.074,31.31865119934082,-73.71979589304549,0.032,-0.026,1.162,-0.343,1.027
-0.241,31.318950176239014,-73.71979589304549,0.033,-0.023,1.442,0.602,1.021
-0.591,31.31921648979187,-73.71979589304549,0.041,-0.018,1.022,-0.623,1.004
-0.416,31.319475173950195,-73.71979589304549,0.032,-0.003,1.057,-0.098,1.01
-0.276,31.31972646713257,-73.71979589304549,0.032,-0.039,1.757,0.497,1.011
-0.661,31.319984674453735,-73.71979589304549,0.044,-0.023,0.917,-0.763,1.012
-0.101,31.320230960845947,-73.71979589304549,0.039,0.018,1.652,-0.273,1.011
-0.521,31.86075782775879,-73.71979589304549,0.018,-0.015,-0.553,0.497,1.018
-0.521,31.86324191093445,-73.62563240875431,0.025,-0.006,1.162,0.147,1.015
-0.556,31.863653898239136,-73.62563240875431,0.061,0.004,0.112,0.392,1.022
-0.346,31.8639497756958,-73.62563240875431,0.023,-0.02,0.147,0.322,1.005
-0.381,31.86422610282898,-73.62563240875431,0.039,-0.02,2.072,-0.343,1.014
-0.941,31.864493370056152,-73.62563240875431,0.039,-0.018,1.582,-0.728,1.017
-0.451,31.8647780418396,-73.62563240875431,0.021,-0.01,0.812,-0.203,1.002
-0.311,31.865038871765137,-73.62563240875431,0.058,-0.002,2.037,0.182,1.013
-0.591,31.86529779434204,-73.62563240875431,0.042,-0.027,2.072,0.392,1.012
-0.871,31.86557650566101,-73.75305014920887,0.057,-0.013,0.322,0.077,1.027
-0.311,31.865905284881592,-73.75305014920887,0.04,-0.006,0.917,-0.413,0.996
-0.416,31.866422653198242,-73.75305014920887,0.041,-0.004,1.722,0.077,1.013
-0.661,32.459203481674194,-73.75305014920887,0.041,-0.018,-0.133,0.707,1.023
-0.556,32.46152067184448,-74.22910561433807,0.037,-0.019,0.777,0.217,1.009
-0.661,32.4620087146759,-74.22910561433807,0.025,-0.006,1.827,0.462,1.007
-0.486,32.462363958358765,-74.22910561433807,0.025,-0.006,1.197,0.217,1.007
-0.381,32.46271061897278,-74.22910561433807,0.042,-0.009,0.217,-0.308,1.012
-0.766,32.463050365448,-74.22910561433807,0.052,0.005,0.007,-0.098,1.027
-0.346,32.463385343551636,-74.22910561433807,0.061,0.001,-1.113,0.812,1.026
0.354,32.46370887756348,-73.90051577694454,0.046,-0.05,3.682,-0.728,1.002
-1.151,32.46403694152832,-73.90051577694454,0.053,-0.0,1.512,-0.973,1.025
-0.626,32.464359283447266,-73.90051577694454,0.053,0.031,1.722,0.007,1.051
0.389,32.464688301086426,-73.90051577694454,0.049,-0.033,1.512,1.022,1.016
-0.766,32.9981369972229,-73.90051577694454,0.023,-0.009,0.742,0.042,0.995
