vy,vx,az,ax,comp,time,ay,vz
0.549,0.121,1.004,0.029,-84.88397249313077,0.38601040840148926,0.011,-0.469
0.444,0.191,1.021,0.026,-84.88397249313077,0.39244532585144043,-0.0,-0.539
0.549,0.331,1.022,0.037,-84.88397249313077,0.4026644229888916,0.011,-0.469
0.514,0.331,0.997,0.027,-84.88397249313077,0.42708420753479004,0.011,-0.469
0.864,0.051,0.988,0.043,-84.88397249313077,0.4278392791748047,0.041,-0.399
0.374,0.541,1.015,0.051,-85.43506620483636,0.44217801094055176,0.039,-0.574
0.724,0.261,1.028,0.014,-85.43506620483636,0.44374918937683105,-0.003,-0.469
0.724,0.191,1.005,0.023,-85.43506620483636,0.4522831439971924,-0.021,-0.609
0.444,0.366,1.036,0.025,-85.43506620483636,0.46265363693237305,-0.016,-0.609
0.514,0.051,0.976,0.029,-85.43506620483636,0.4895493984222412,0.043,-0.504
0.444,0.366,1.0,0.04,-85.43506620483636,0.49219179153442383,0.027,-0.504
0.584,0.296,1.012,0.018,-85.43506620483636,0.4937000274658203,-0.015,-0.504
0.549,0.086,1.007,0.026,-85.43506620483636,1.1285388469696045,0.01,-0.679
0.479,0.296,1.019,0.038,-85.25228506451518,1.129220724105835,0.019,-0.714
0.549,0.016,0.996,0.046,-85.25228506451518,1.1296496391296387,-0.007,-0.434
0.724,0.191,1.001,0.01,-85.25228506451518,1.1300392150878906,0.018,-0.714
0.689,0.121,1.018,0.016,-85.25228506451518,1.130392074584961,-0.019,-0.504
0.549,0.296,1.005,0.031,-85.25228506451518,1.1307451725006104,-0.005,-0.609
0.689,0.191,1.002,0.03,-85.25228506451518,1.1311752796173096,-0.0,-0.574
0.164,0.261,1.02,0.044,-85.25228506451518,1.1315484046936035,0.032,-0.609
0.374,0.296,1.008,0.027,-85.25228506451518,1.1319043636322021,0.027,-0.644
0.689,0.121,0.99,0.018,-85.25228506451518,1.132251262664795,0.009,-0.644
0.549,0.366,1.004,0.032,-85.1580636470299,1.13444185256958,0.018,-0.539
0.409,0.331,1.019,0.027,-85.1580636470299,1.1349127292633057,0.011,-0.679
0.654,0.121,1.035,0.022,-85.1580636470299,1.1431868076324463,0.002,-0.609
0.759,0.261,1.004,0.029,-85.1580636470299,1.794466495513916,-0.01,-0.574
0.409,0.261,1.014,0.023,-85.42607874009914,1.796734094619751,0.01,-0.609
0.514,0.261,1.022,0.031,-85.57853112633207,1.797203540802002,0.002,-0.539
0.584,0.156,1.024,0.025,-85.57853112633207,1.797518014907837,-0.008,-0.574
0.549,0.296,1.019,0.027,-85.57853112633207,1.7978196144104004,-0.014,-0.609
0.479,0.331,1.015,0.018,-85.57853112633207,1.7981090545654297,-0.015,-0.469
0.339,0.296,1.051,0.024,-85.57853112633207,1.7983908653259277,-0.013,-0.679
0.339,0.226,0.986,0.042,-85.57853112633207,1.7986958026885986,-0.013,-0.539
0.724,0.121,0.996,0.035,-85.57853112633207,1.7990036010742188,0.019,-0.539
0.339,0.366,1.008,0.034,-85.57853112633207,1.7992746829986572,0.013,-0.784
0.584,0.226,1.019,0.035,-85.57853112633207,1.799532175064087,0.019,-0.539
0.339,0.296,1.016,0.033,-85.57853112633207,1.8028624057769775,0.011,-0.504
0.549,0.226,1.005,0.024,-85.45019573405624,2.352728843688965,-0.002,-0.469
0.409,0.261,1.032,0.03,-85.01202430753635,2.354793071746826,0.004,-0.679
0.619,0.156,1.002,0.017,-85.01202430753635,2.3551297187805176,0.016,-0.469
0.479,0.331,1.033,0.035,-85.01202430753635,2.3554043769836426,-0.004,-0.539
0.339,0.436,1.016,0.039,-85.36829916306834,2.355658531188965,0.003,-0.434
0.549,0.226,1.002,0.01,-85.36829916306834,2.3559062480926514,0.001,-0.644
0.514,0.226,1.018,0.033,-85.36829916306834,2.3561482429504395,-0.016,-0.609
0.409,0.366,1.024,0.019,-85.36829916306834,2.3563876152038574,-0.021,-0.469
0.549,0.296,1.021,0.022,-85.36829916306834,2.3566253185272217,-0.004,-0.784
0.339,0.261,1.024,0.024,-85.36829916306834,2.3568665981292725,-0.003,-0.679
0.689,0.226,1.008,0.016,-85.36829916306834,2.3571035861968994,-0.032,-0.609
0.549,0.296,1.032,0.029,-85.36829916306834,2.9659461975097656,-0.003,-0.609
0.409,0.226,1.003,0.035,-85.95674792325094,2.9665687084198,0.011,-0.574
0.689,0.471,1.014,0.036,-85.30609651950066,2.9687142372131348,0.005,-0.644
0.479,0.331,1.023,0.022,-85.30609651950066,2.96909236907959,0.005,-0.714
0.689,0.156,1.038,0.034,-85.30609651950066,2.9694058895111084,0.023,-0.644
0.584,0.366,0.991,0.026,-85.30609651950066,2.969712734222412,0.022,-0.644
0.514,0.191,0.984,0.031,-85.30609651950066,2.9700160026550293,0.0,-0.504
0.654,0.051,0.98,0.025,-85.30609651950066,2.970303535461426,-0.007,-0.539
0.514,0.331,1.026,0.029,-85.30609651950066,2.9705848693847656,-0.009,-0.574
0.584,0.331,1.0,0.029,-85.30609651950066,2.9708642959594727,0.011,-0.679
0.444,0.226,1.03,0.028,-85.30609651950066,2.971139907836914,0.03,-0.714
0.584,0.226,1.006,0.02,-85.30609651950066,2.9715967178344727,-0.015,-0.609
0.619,0.331,1.035,0.028,-85.01354898443529,3.498810291290283,-0.028,-0.679
0.479,0.331,1.017,0.036,-85.18027340672587,3.5008890628814697,0.017,-0.644
0.374,0.121,1.014,0.026,-85.18027340672587,3.501220464706421,-0.009,-0.574
0.619,0.226,1.01,0.03,-85.18027340672587,3.5014960765838623,0.0,-0.434
0.654,0.156,1.059,0.02,-85.18027340672587,3.5017800331115723,-0.015,-0.539
0.444,0.191,1.013,0.028,-85.18027340672587,3.502044916152954,0.003,-0.574
0.409,0.261,1.02,0.017,-85.18027340672587,3.5023016929626465,0.006,-0.644
0.409,0.366,1.012,0.025,-85.18027340672587,3.502537250518799,0.001,-0.609
0.479,0.401,1.04,0.032,-84.91304994569809,3.5027568340301514,0.0,-0.679
0.549,0.331,0.997,0.029,-84.91304994569809,3.502976179122925,-0.01,-0.714
0.409,0.191,1.006,0.052,-84.91304994569809,3.503232955932617,0.004,-0.644
0.619,0.156,1.026,0.024,-84.91304994569809,3.50350022315979,-0.001,-0.574
0.444,0.366,1.0,0.026,-84.91304994569809,4.09441065788269,0.008,-0.644
-7.571,-10.764,0.972,0.082,-84.69652803872597,4.09672212600708,0.016,3.346
-8.341,-10.169,0.968,0.085,-84.69652803872597,4.097121715545654,-0.026,3.486
-10.091,-6.319,1.062,0.083,-84.69652803872597,4.097451686859131,0.017,3.941
-10.861,-4.709,1.002,0.046,-84.69652803872597,4.0977623462677,-0.027,4.571
-8.271,-3.624,1.018,0.06,-84.69652803872597,4.0980188846588135,-0.028,5.446
-5.716,-2.189,1.012,0.026,-84.69652803872597,4.098269939422607,-0.029,6.951
-2.916,1.836,0.972,0.026,-85.4452876056718,4.098517417907715,0.008,7.966
-1.936,0.506,1.028,0.059,-85.4452876056718,4.09876561164856,-0.031,8.141
-2.006,0.016,0.978,0.034,-85.4452876056718,4.099008560180664,-0.077,8.736
-3.616,0.086,0.986,0.033,-85.4452876056718,4.099263906478882,-0.034,8.386
-4.561,-1.244,1.03,0.025,-85.4452876056718,4.6669392585754395,-0.032,8.421
0.339,5.931,1.039,0.109,-85.83499015396973,4.669062614440918,-0.062,-17.304
-0.186,3.936,1.016,0.134,-85.83499015396973,4.669550180435181,-0.077,-17.689
-0.046,4.706,1.007,0.117,-85.83499015396973,4.669960260391235,-0.064,-17.654
-0.291,5.161,1.013,0.139,-85.83499015396973,4.670317649841309,-0.081,-17.864
-2.216,5.931,1.002,0.108,-85.83499015396973,4.6706862449646,-0.015,-18.634
-5.786,0.961,0.824,0.192,-85.83499015396973,4.671057224273682,0.108,-19.509
-8.936,0.576,1.079,0.191,-85.83499015396973,4.671426296234131,-0.008,-21.049
-4.701,-3.029,1.061,0.043,-85.83499015396973,4.671770334243774,0.0,-20.244
2.264,-11.114,0.051,0.42,-85.77469601131608,4.672112941741943,-0.437,-19.019
7.899,-4.709,1.454,-0.127,-83.65008886834565,4.672457933425903,-0.352,-21.749
-5.331,-7.789,0.723,-0.123,-83.65008886834565,4.672885417938232,0.234,-22.239
-13.556,-6.214,1.086,0.344,-83.65008886834565,4.673227071762085,-0.486,-21.224
5.169,2.886,1.195,0.158,-83.65008886834565,5.187807083129883,0.071,-21.224
8.564,-2.749,0.981,-0.233,-78.7792463348586,5.190009593963623,0.107,8.491
2.579,-8.769,1.083,-0.155,-78.7792463348586,5.190534353256226,-0.025,9.751
-2.986,-7.474,0.971,-0.178,-78.7792463348586,5.1908957958221436,-0.024,7.511
2.299,17.691,0.655,0.098,-78.7792463348586,5.191224575042725,0.03,9.366
7.829,27.876,0.814,-0.238,-80.3128175546312,5.191565036773682,0.156,13.601
-5.261,25.146,0.629,-0.157,-80.3128175546312,5.191893100738525,0.06,12.586
-15.726,32.146,1.446,0.27,-80.3128175546312,5.192203760147095,-0.237,-2.324
-10.056,43.346,1.479,0.227,-80.3128175546312,5.192510604858398,0.451,2.996
-15.691,33.546,1.515,-0.208,-80.3128175546312,5.192812919616699,0.117,-0.959
1.144,-18.954,1.188,0.011,-80.3128175546312,5.193115711212158,0.017,-5.019
9.194,-14.929,0.584,0.145,-80.3128175546312,5.7530882358551025,0.145,-6.384
-8.656,17.621,1.084,0.038,-81.67354226031463,5.753920316696167,0.081,0.686
-10.966,13.631,0.892,0.01,-81.67354226031463,5.754368782043457,0.081,-0.539
-10.441,10.306,1.079,-0.006,-81.67354226031463,5.75473690032959,0.103,-2.359
-11.771,9.396,1.042,0.053,-81.67354226031463,5.755108833312988,0.011,-2.954
-10.966,7.961,1.01,0.031,-81.67354226031463,5.755451202392578,0.087,-3.339
-9.426,7.261,1.014,0.036,-81.67354226031463,5.7558183670043945,0.052,-3.759
-8.831,7.086,1.019,0.056,-81.67354226031463,5.756130933761597,0.122,-4.144
-8.271,3.691,0.985,0.07,-81.68692058042731,5.756462574005127,0.09,-5.229
-7.676,3.796,0.876,0.097,-81.68692058042731,5.75682520866394,0.078,-5.684
-6.941,8.066,1.108,0.038,-81.68692058042731,5.759305477142334,0.137,-5.439
-10.126,13.281,0.8,0.048,-81.68692058042731,6.3794379234313965,0.113,-4.949
-4.946,0.331,1.004,0.11,-82.66482125750812,6.381813049316406,0.14,11.641
-3.056,4.706,1.073,0.025,-82.66482125750812,6.382202386856079,0.152,11.011
0.164,-4.814,1.029,0.089,-82.66482125750812,6.382520437240601,0.157,9.961
-0.151,-5.514,0.989,0.058,-83.21063767098455,6.382802963256836,0.164,8.456
1.774,-2.679,0.85,0.124,-83.21063767098455,6.383092403411865,0.172,8.001
0.269,-0.474,1.004,0.074,-83.21063767098455,6.383389472961426,0.116,6.251
-0.956,0.541,0.891,0.118,-83.21063767098455,6.383678674697876,0.215,6.076
2.719,0.786,1.095,0.069,-83.21063767098455,6.383948802947998,0.127,6.216
-0.011,-2.329,0.635,0.099,-83.21063767098455,6.384209156036377,0.348,6.251
-0.221,-6.389,1.156,0.072,-83.21063767098455,6.384464263916016,0.081,5.376
0.969,-0.369,0.911,0.146,-83.21063767098455,6.384716510772705,0.042,5.411
-0.011,3.691,1.044,0.148,-83.21063767098455,6.889882564544678,0.099,6.426
19.484,-21.054,0.983,0.191,-84.63089409169547,6.8923351764678955,0.153,5.236
13.429,-18.289,0.915,0.157,-84.63089409169547,6.892799615859985,0.107,5.831
10.524,-16.924,1.08,0.192,-83.74644204035991,6.89306640625,0.121,6.776
10.594,-15.804,1.021,0.134,-83.74644204035991,6.893312454223633,0.157,7.301
11.854,-12.724,0.935,0.111,-83.74644204035991,6.893549919128418,0.077,8.421
14.129,-14.789,1.094,0.101,-83.74644204035991,6.893785715103149,0.088,9.051
16.579,-18.149,1.042,0.111,-83.74644204035991,6.8940207958221436,0.109,10.066
17.314,-20.319,0.961,0.127,-83.74644204035991,6.894246578216553,0.095,11.641
21.689,-20.879,0.997,0.099,-83.74644204035991,6.894483327865601,0.083,12.586
22.634,-19.689,0.96,0.108,-83.74644204035991,6.89470911026001,0.096,14.546
25.399,-23.154,1.447,-0.046,-83.74644204035991,7.37056565284729,-0.139,16.121
3.419,-16.924,0.993,0.151,-86.04654188930989,7.3727264404296875,0.138,-12.159
4.854,-16.714,1.024,0.114,-86.04654188930989,7.373065710067749,0.127,-10.094
2.509,-11.814,0.995,0.13,-86.04654188930989,7.373324394226074,0.138,-8.694
2.334,-8.139,0.998,0.139,-86.04654188930989,7.373564720153809,0.112,-7.399
3.069,-2.119,0.919,0.135,-86.04654188930989,7.373798847198486,0.136,-5.579
