az,vz,comp,ax,ay,vy,vx,time
1.003,-0.784,-76.2903797654611,0.014,0.036,0.689,0.366,50.27173924446106
1.005,-0.644,-76.2903797654611,0.024,0.035,0.794,0.156,50.2720263004303
1.028,-0.714,-76.2903797654611,0.012,0.038,0.794,0.086,50.272297620773315
1.004,-0.819,-76.2903797654611,0.009,0.034,0.549,0.226,50.27256155014038
1.005,-0.679,-76.2903797654611,0.014,0.023,0.759,0.121,50.27282643318176
1.022,-0.574,-76.2903797654611,0.013,0.013,0.689,0.296,50.27308487892151
1.001,-0.469,-76.2903797654611,0.013,0.032,0.759,0.086,50.273337602615356
1.014,-0.539,-76.2903797654611,0.003,0.017,0.934,0.366,50.27358913421631
1.017,-0.434,-76.2903797654611,0.018,0.052,0.339,0.331,50.27383613586426
1.011,-0.399,-77.91941611633567,0.018,0.024,0.584,0.156,50.895506143569946
1.01,-0.084,-77.06343649255531,0.007,0.034,0.549,0.051,50.89660096168518
1.021,-0.189,-77.06343649255531,0.016,0.025,0.654,0.121,50.89727449417114
1.008,-0.119,-77.06343649255531,0.022,0.032,0.619,0.156,50.898279666900635
1.009,-0.364,-77.06343649255531,0.008,0.031,0.654,0.016,50.89863896369934
0.997,-0.399,-77.06343649255531,0.004,0.031,0.689,0.296,50.89893984794617
1.0,-0.399,-77.06343649255531,0.03,0.014,0.514,-0.124,50.90143132209778
1.017,-0.329,-77.06343649255531,0.007,0.024,0.689,0.051,50.90174150466919
1.004,-0.364,-77.55213276960365,0.009,0.024,0.689,0.086,50.90207076072693
0.996,-0.399,-77.55213276960365,0.022,0.026,0.619,-0.124,50.90238881111145
1.024,-0.399,-77.55213276960365,0.005,0.018,0.444,0.121,50.90266180038452
1.013,-0.329,-77.55213276960365,0.006,0.04,0.759,0.156,50.90292310714722
1.011,-0.364,-77.55213276960365,0.008,0.025,0.444,-0.089,51.54249286651611
1.016,-0.539,-76.85502305959584,0.014,0.028,0.584,0.191,51.544148683547974
1.009,-0.469,-76.43711413433896,0.017,0.028,0.584,0.156,51.54465460777283
1.029,-0.504,-76.43711413433896,0.019,0.025,0.654,0.191,51.54690861701965
1.026,-0.504,-76.43711413433896,0.016,0.039,0.654,0.121,51.54735088348389
1.017,-0.644,-76.43711413433896,0.012,0.039,0.584,0.156,51.547701597213745
0.999,-0.434,-76.43711413433896,0.01,0.034,0.619,0.156,51.54803967475891
1.037,-0.539,-76.43711413433896,0.018,0.058,0.654,0.261,51.54837346076965
1.018,-0.504,-76.43711413433896,0.013,0.023,0.549,0.156,51.548717975616455
1.02,-0.504,-76.43711413433896,0.021,0.031,0.724,0.261,51.549072265625
1.001,-0.329,-76.43711413433896,0.012,0.017,0.724,0.191,51.54941463470459
1.031,-0.364,-76.43711413433896,0.006,0.024,0.549,0.051,52.1450469493866
1.036,-0.329,-76.693542215682,0.018,0.032,0.829,0.121,52.14651393890381
1.001,-0.189,-76.693542215682,0.01,0.032,0.724,0.121,52.14720606803894
1.011,-0.154,-76.693542215682,0.013,0.018,0.409,0.086,52.14937114715576
1.019,-0.259,-76.693542215682,0.008,0.034,0.759,0.156,52.14973974227905
1.007,-0.294,-76.693542215682,0.018,0.033,0.619,0.121,52.15007710456848
1.013,-0.294,-76.693542215682,0.018,0.025,0.619,0.051,52.150418281555176
1.014,-0.399,-76.693542215682,0.01,0.024,0.654,0.261,52.150745153427124
1.001,-0.259,-76.693542215682,0.013,0.031,0.479,0.121,52.15106225013733
1.012,-0.364,-76.693542215682,0.018,0.022,0.619,-0.264,52.15146517753601
1.023,-0.434,-76.8142386978123,0.01,0.028,0.759,0.331,52.15179657936096
1.003,-0.399,-76.8142386978123,0.004,0.025,0.444,0.261,52.15212106704712
1.019,-0.294,-76.8142386978123,0.01,0.035,0.654,0.156,52.73830580711365
1.002,-0.364,-76.319796468179,0.009,0.021,0.654,0.261,52.738967180252075
1.016,-0.294,-76.4998948867092,0.025,0.033,0.619,0.086,52.74092149734497
1.007,-0.224,-76.4998948867092,0.021,0.016,0.549,0.086,52.741320848464966
1.016,-0.469,-76.4998948867092,0.004,0.031,0.479,0.156,52.74167227745056
0.995,-0.329,-76.4998948867092,0.013,0.025,0.374,0.051,52.7420072555542
1.016,-0.329,-76.4998948867092,0.016,0.022,0.689,0.016,52.74234390258789
1.02,-0.504,-76.4998948867092,0.012,0.026,0.619,0.191,52.742674350738525
1.011,-0.294,-76.4998948867092,0.005,0.039,0.339,0.121,52.743021726608276
1.008,-0.364,-76.4998948867092,0.014,0.027,0.654,0.086,52.74334645271301
1.018,-0.469,-76.4998948867092,0.021,0.043,0.549,0.261,52.74366497993469
1.008,-0.189,-76.4998948867092,0.013,0.024,0.514,-0.019,52.74706959724426
1.021,-0.399,-75.97737029219586,0.005,0.026,0.969,0.156,52.748626708984375
1.008,-0.399,-75.97737029219586,0.017,0.031,0.479,0.191,53.33651900291443
1.029,-0.329,-76.4420374865425,0.014,0.033,0.619,0.086,53.33890628814697
0.995,-0.434,-76.4420374865425,0.015,0.036,0.584,0.086,53.339436054229736
1.015,-0.259,-76.4420374865425,0.019,0.016,0.689,-0.054,53.33980345726013
1.019,-0.154,-76.4420374865425,0.006,0.028,0.794,0.261,53.340142488479614
0.998,-0.399,-76.4420374865425,0.015,0.028,0.479,0.261,53.340471029281616
1.019,-0.294,-76.4420374865425,0.022,0.025,0.584,-0.054,53.340792179107666
1.011,-0.224,-76.4420374865425,0.011,0.027,0.759,0.086,53.34111452102661
1.015,-0.259,-76.4420374865425,0.014,0.036,0.584,-0.019,53.34143400192261
1.009,-0.259,-77.00260374851872,0.013,0.017,0.374,0.051,53.34174919128418
1.021,-0.259,-77.00260374851872,0.009,0.038,0.759,0.121,53.34206819534302
1.037,-0.294,-77.00260374851872,0.014,0.027,0.444,0.051,53.34239649772644
1.005,-0.259,-77.00260374851872,0.002,0.007,0.654,-0.019,53.994261503219604
1.014,-0.224,-77.05390487092461,0.011,0.032,0.689,0.121,54.605891704559326
