vz,time,ax,ay,vx,comp,az,vy
-4.094,42.91132831573486,0.093,0.03,-1.865,-79.03171778368271,1.048,5.243
-5.494,42.91154170036316,0.088,0.002,-3.125,-79.03171778368271,1.028,2.548
-5.949,42.91175365447998,0.069,0.012,-3.125,-79.03171778368271,1.001,1.918
-6.614,42.911964654922485,0.041,0.045,-10.09,-80.27447080046508,0.94,-1.967
-8.889,42.91222167015076,0.104,-0.028,-17.265,-80.27447080046508,0.961,-6.797
-10.149,42.91244912147522,0.09,0.037,-12.715,-80.27447080046508,1.108,-6.657
-11.584,43.449175119400024,0.058,0.029,-8.585,-80.27447080046508,1.006,-3.332
-3.849,43.45129323005676,0.099,0.025,-8.235,-79.82764200350215,1.021,-6.132
-3.709,43.451637268066406,0.121,-0.015,-7.185,-79.82764200350215,1.008,-3.087
-3.709,43.45189642906189,0.13,-0.037,-6.94,-79.3095867288702,0.973,-1.267
-4.164,43.45215392112732,0.131,-0.032,-7.745,-79.3095867288702,0.958,-0.952
-4.024,43.45239782333374,0.298,0.075,-10.02,-79.3095867288702,1.037,-0.182
-4.829,43.452661752700806,0.273,-0.088,-6.275,-79.3095867288702,1.068,-3.192
-5.809,43.45296287536621,0.021,-0.071,-7.57,-79.3095867288702,1.119,-6.272
-6.544,43.45321846008301,0.138,-0.118,-7.78,-79.3095867288702,1.078,-6.097
-7.174,43.45348834991455,0.182,-0.049,-6.065,-79.3095867288702,1.011,-8.267
-6.789,43.45373582839966,0.117,-0.036,-7.64,-79.3095867288702,1.01,-8.512
-6.719,43.935158014297485,0.149,-0.09,-10.65,-79.3095867288702,1.038,-8.057
-2.064,43.937339067459106,0.167,-0.066,-1.2,-80.00327733979742,0.981,-0.147
-2.064,43.93774747848511,0.152,-0.061,-1.445,-79.49027509454174,0.982,0.378
-2.274,43.93802523612976,0.15,-0.08,-1.095,-79.49027509454174,1.026,0.343
-2.379,43.93832087516785,0.155,-0.066,-1.445,-79.49027509454174,1.021,0.518
-2.694,43.93857026100159,0.161,-0.06,-0.71,-79.49027509454174,0.979,0.623
-3.464,43.93880605697632,0.181,-0.064,-1.48,-79.49027509454174,1.004,-0.042
-3.709,43.93905520439148,0.157,-0.033,-1.97,-79.49027509454174,1.012,-0.602
-4.164,43.93927884101868,0.15,-0.08,-2.215,-79.49027509454174,0.971,0.168
-4.304,43.93950128555298,0.154,-0.034,-2.215,-79.49027509454174,0.976,-0.252
-4.479,43.93975567817688,0.157,-0.055,-2.18,-79.49027509454174,1.006,-0.532
-4.794,43.94440793991089,0.151,-0.075,-3.23,-79.98571240634418,0.979,-0.637
-5.039,44.47500038146973,0.163,-0.088,-3.16,-79.98571240634418,0.994,-0.532
8.086,44.47718143463135,0.119,-0.033,10.175,-79.0711385427495,0.972,1.288
5.391,44.47756743431091,0.097,-0.101,10.875,-79.0711385427495,0.975,2.128
2.486,44.47785663604736,0.109,-0.058,12.275,-79.0711385427495,0.97,3.983
-0.349,44.47813677787781,0.069,-0.1,13.465,-79.0711385427495,0.904,5.908
-2.869,44.478519439697266,0.107,-0.139,12.8,-79.0711385427495,0.977,4.963
-5.844,44.47887182235718,0.094,-0.151,14.095,-78.43194875082044,1.066,7.728
-7.804,44.47917819023132,0.1,-0.129,14.165,-78.43194875082044,1.028,4.823
-9.309,44.47945308685303,0.101,-0.167,14.025,-78.43194875082044,0.999,4.963
-11.794,44.47978162765503,0.095,-0.084,17.385,-78.43194875082044,0.93,3.073
-13.229,44.48010516166687,0.117,-0.038,11.47,-78.43194875082044,0.925,-2.247
-24.394,44.48554062843323,0.371,-0.832,-11.35,-78.43194875082044,1.346,-0.112
-23.169,45.03938388824463,0.166,0.093,-8.515,-78.43194875082044,1.45,-4.697
21.631,45.041473388671875,-0.159,0.214,3.735,-74.65288880540568,0.943,-4.802
24.886,45.0418016910553,-0.056,0.167,10.595,-74.65288880540568,0.998,-2.142
25.796,45.042070627212524,-0.047,0.177,17.77,-74.65288880540568,1.123,-0.042
26.356,45.042311906814575,0.076,0.174,21.025,-74.65288880540568,1.103,0.098
25.411,45.04253959655762,0.046,0.165,19.765,-74.65288880540568,1.03,0.833
23.801,45.0427610874176,0.087,0.139,10.14,-74.65288880540568,0.891,-3.402
20.231,45.0429801940918,0.045,0.113,6.78,-74.65288880540568,0.948,-4.137
15.751,45.04327344894409,0.154,0.124,6.43,-74.65288880540568,0.989,-6.727
10.291,45.04354548454285,0.132,0.117,12.94,-74.9526832456991,0.991,-6.552
4.411,45.043803691864014,0.146,0.073,18.365,-74.9526832456991,0.993,-5.432
-0.874,45.61095213890076,0.118,0.022,18.19,-74.9526832456991,0.97,-2.912
-4.794,45.61310815811157,0.111,0.165,5.975,-76.91372704194427,0.974,-0.357
-4.759,45.61344075202942,0.089,0.182,5.94,-76.91372704194427,1.002,-0.077
-3.534,45.61370277404785,0.145,0.153,6.255,-76.91372704194427,1.009,-1.652
-3.254,45.61394643783569,0.085,0.112,5.52,-76.91372704194427,1.081,-2.772
-3.289,45.61417889595032,0.118,0.191,5.555,-76.91372704194427,1.029,-2.387
-2.519,45.61441445350647,0.128,0.129,3.42,-76.91372704194427,1.05,-5.607
-2.169,45.61464262008667,0.117,0.142,7.34,-76.91372704194427,1.004,-3.122
-0.734,45.614867210388184,0.205,0.156,3.77,-76.91372704194427,1.008,-2.492
1.191,45.61509156227112,0.047,0.082,2.965,-76.91372704194427,1.004,-1.092
3.781,45.61531710624695,0.178,0.174,6.64,-77.51168127592402,0.985,-7.707
6.371,46.136441230773926,0.178,0.157,4.855,-77.51168127592402,1.027,-13.062
11.446,46.13715362548828,0.171,0.131,-2.425,-78.01586453232956,0.947,3.108
10.466,46.13920521736145,0.16,0.14,-2.005,-78.01586453232956,0.95,1.428
9.731,46.13958692550659,0.169,0.132,-0.57,-78.01586453232956,0.977,-0.777
9.136,46.13982796669006,0.146,0.137,-0.01,-78.01586453232956,1.005,-1.932
7.561,46.14004826545715,0.147,0.108,0.655,-78.01586453232956,1.061,-0.182
7.071,46.14027214050293,0.141,0.135,0.725,-78.01586453232956,1.015,0.553
6.861,46.140482902526855,0.145,0.138,1.18,-77.48091167659294,0.991,2.268
7.421,46.14072561264038,0.115,0.145,-2.11,-77.48091167659294,0.993,2.618
8.331,46.14097595214844,0.159,0.153,-2.53,-77.48091167659294,0.98,1.218
8.961,46.1411988735199,0.119,0.162,-2.32,-77.48091167659294,0.992,1.638
10.081,46.62185192108154,0.138,0.161,-0.71,-77.48091167659294,0.989,3.948
-3.394,46.62384486198425,0.187,0.011,-4.875,-77.87130960868005,1.0,2.793
-5.459,46.62418794631958,0.103,-0.006,-4.42,-77.87130960868005,0.947,1.043
-7.209,46.624419927597046,0.091,0.015,-11.455,-77.87130960868005,0.94,-1.057
-8.889,46.62462782859802,0.056,-0.002,-15.97,-77.87130960868005,0.934,-4.592
-12.004,46.624828577041626,0.114,0.061,-12.68,-77.87130960868005,1.05,-8.477
-14.349,46.625025272369385,0.097,0.05,-9.67,-77.87130960868005,1.092,-7.847
-16.239,46.625221729278564,0.122,0.052,-4.315,-78.5312365351834,1.044,-4.102
-16.204,46.62541842460632,0.107,0.059,-4.49,-78.5312365351834,1.031,0.588
-14.454,46.62561082839966,0.126,0.074,-9.145,-78.5312365351834,1.043,4.368
-12.109,46.625800371170044,0.11,0.085,-15.725,-78.5312365351834,1.107,7.028
-11.129,47.11157965660095,0.143,0.117,-15.13,-78.5312365351834,1.044,7.833
4.936,47.11358380317688,0.146,-0.029,-3.44,-77.67935743115108,1.064,0.028
6.616,47.11399745941162,0.144,-0.02,-3.51,-77.67935743115108,1.029,0.693
6.826,47.1143057346344,0.128,0.014,-3.965,-77.67935743115108,0.97,1.078
6.021,47.11458992958069,0.173,-0.017,-3.58,-77.67935743115108,1.001,0.868
4.831,47.11484622955322,0.152,-0.026,-2.74,-77.67935743115108,1.002,-0.252
2.766,47.115126848220825,0.162,-0.012,-1.13,-77.67935743115108,0.987,0.028
0.526,47.11539340019226,0.146,-0.012,-1.585,-77.67935743115108,1.018,0.903
-1.434,47.11565852165222,0.144,0.002,-1.69,-77.67935743115108,1.037,1.393
-3.289,47.11591839790344,0.135,0.01,-1.55,-78.17209905940966,1.036,1.323
-4.549,47.11619734764099,0.126,0.01,-2.005,-78.17209905940966,1.0,0.798
-5.004,47.60417032241821,0.089,0.021,-1.48,-78.17209905940966,1.005,0.938
0.841,47.606425285339355,0.1,0.041,0.165,-77.7299703985479,1.009,1.113
0.351,47.606770753860474,0.088,0.047,0.06,-77.7299703985479,1.004,1.008
-0.349,47.60706686973572,0.11,0.031,0.095,-77.7299703985479,1.005,1.393
-0.734,47.60736966133118,0.08,0.035,0.41,-77.7299703985479,1.002,1.498
-1.504,47.6076455116272,0.109,0.021,0.55,-77.7299703985479,1.005,1.078
-1.609,47.60791206359863,0.098,0.025,0.585,-77.7299703985479,1.006,0.973
-1.399,47.60818839073181,0.103,0.017,0.515,-77.94340481419077,1.014,0.938
-1.294,47.60843253135681,0.106,0.021,0.48,-77.94340481419077,1.006,0.903
-0.909,47.608696937561035,0.114,-0.005,0.865,-77.94340481419077,1.027,0.798
-0.454,47.608991861343384,0.104,-0.007,0.41,-77.94340481419077,1.017,1.673
0.211,47.60926079750061,0.103,0.01,0.305,-77.94340481419077,0.999,1.323
0.596,48.08974313735962,0.101,-0.006,0.305,-77.94340481419077,1.012,1.323
-0.139,48.09167790412903,0.093,-0.001,-0.36,-77.42755499577247,1.014,1.008
-0.104,48.09195423126221,0.075,0.012,-0.395,-77.42755499577247,0.989,1.253
-0.069,48.09218144416809,0.101,0.008,-0.325,-77.42755499577247,0.99,1.113
0.001,48.092395305633545,0.095,0.015,-0.535,-77.42755499577247,0.991,1.113
-0.069,48.092594623565674,0.095,0.009,-0.57,-77.42755499577247,1.019,0.903
0.036,48.09278893470764,0.085,0.033,-0.71,-77.42755499577247,0.984,0.693
0.106,48.09298038482666,0.101,0.022,-0.78,-77.42755499577247,1.002,0.798
-0.034,48.09316682815552,0.08,0.029,-0.885,-77.78784636444963,0.998,0.763
0.001,48.0933563709259,0.109,0.018,-0.535,-77.78784636444963,1.016,0.483
-0.139,48.09354305267334,0.107,0.037,-0.745,-77.78784636444963,0.998,0.833
0.036,48.09799361228943,0.103,0.011,-0.605,-77.78784636444963,1.04,0.903
-0.069,48.5995397567749,0.103,0.02,-0.5,-77.78784636444963,1.022,0.763
0.036,48.60158920288086,0.118,0.013,0.2,-77.05270466338011,1.022,1.288
0.281,48.60198426246643,0.09,0.02,0.165,-77.05270466338011,1.019,1.428
0.036,48.602280378341675,0.102,0.016,0.34,-77.05270466338011,1.002,1.183
0.141,48.60254216194153,0.094,0.015,0.41,-77.05270466338011,1.006,1.183
-0.104,48.602795124053955,0.084,0.02,0.165,-77.05270466338011,1.02,1.533
-0.279,48.60304141044617,0.093,0.024,0.27,-77.98446446579757,0.979,1.253
-0.384,48.603288412094116,0.105,0.01,0.655,-77.98446446579757,1.026,0.903
-0.279,48.603529930114746,0.096,0.005,0.095,-77.98446446579757,1.014,1.288
-0.349,48.60377645492554,0.09,0.004,-0.08,-77.98446446579757,1.028,1.078
-0.279,48.60402774810791,0.102,0.014,0.06,-77.98446446579757,0.983,0.868
-0.244,48.604286432266235,0.093,-0.003,-0.15,-77.98446446579757,1.017,0.973
-0.174,48.60767126083374,0.091,0.008,-0.15,-77.98446446579757,1.013,0.938
0.036,49.095930337905884,0.105,-0.001,-0.36,-77.98446446579757,0.999,0.973
0.001,49.09644627571106,0.109,0.002,-0.465,-77.20580430848969,1.02,0.903
0.141,49.0981924533844,0.097,0.024,-0.57,-77.20580430848969,0.997,1.043
0.106,49.098520040512085,0.093,0.023,-0.465,-77.20580430848969,1.002,0.868
-0.069,49.09875798225403,0.111,0.02,-0.29,-77.20580430848969,0.997,0.693
0.456,49.099010944366455,0.09,0.03,-0.43,-77.79349314644143,1.008,0.868
0.246,49.099239349365234,0.102,0.031,-0.5,-77.79349314644143,1.006,1.218
0.001,49.09945774078369,0.103,0.014,-0.395,-77.79349314644143,1.022,0.903
0.036,49.09967041015625,0.108,0.016,-0.255,-77.79349314644143,1.018,1.253
-0.034,49.099878549575806,0.094,0.018,-0.36,-77.79349314644143,1.02,1.148
-0.174,49.10008358955383,0.096,0.025,-0.185,-77.79349314644143,1.006,0.973
-0.279,49.10030674934387,0.109,0.018,0.06,-77.79349314644143,1.005,1.043
-0.349,49.60132575035095,0.086,0.03,-0.01,-77.79349314644143,1.006,0.658
-0.174,49.60186195373535,0.121,0.011,0.13,-77.11663186581809,1.009,1.113
0.001,49.60373783111572,0.092,0.017,-0.045,-77.11663186581809,1.002,1.043
-0.174,49.60401892662048,0.1,0.024,-0.01,-77.62595758425232,0.998,1.148
-0.104,49.60432696342468,0.098,-0.001,-0.22,-77.62595758425232,1.022,1.288
0.001,49.604665756225586,0.095,0.005,-0.43,-77.62595758425232,1.0,1.113
-0.069,49.604981899261475,0.087,0.012,-0.255,-77.62595758425232,1.012,1.113
0.141,49.60530734062195,0.103,0.004,-0.255,-77.62595758425232,1.007,0.798
-0.034,49.60561990737915,0.106,-0.004,-0.395,-77.62595758425232,1.017,1.113
0.036,49.60592460632324,0.092,0.015,-0.29,-77.62595758425232,1.019,0.728
-0.069,49.60624599456787,0.083,0.019,-0.5,-77.62595758425232,0.991,0.903
-0.069,49.6077561378479,0.108,0.01,-0.22,-77.62595758425232,1.018,0.903
-0.034,50.13993978500366,0.103,0.013,-0.535,-77.50742164606882,1.0,0.903
0.036,50.14226412773132,0.096,0.029,-0.01,-77.47310425332361,0.981,1.323
0.001,50.142765522003174,0.11,0.023,0.165,-77.47310425332361,1.0,0.623
-0.034,50.14310264587402,0.091,0.025,-0.08,-77.47310425332361,1.003,1.148
-0.244,50.14343333244324,0.115,0.021,0.025,-77.47310425332361,1.003,1.288
-0.209,50.14374113082886,0.087,0.02,-0.08,-77.47310425332361,0.991,1.218
-0.174,50.14403247833252,0.108,0.018,0.165,-77.47310425332361,1.011,0.833
-0.279,50.144336223602295,0.075,0.015,-0.08,-77.58192339192468,1.016,0.728
-0.139,50.14463973045349,0.125,0.004,0.13,-77.58192339192468,1.017,1.148
-0.244,50.144928216934204,0.081,0.015,-0.08,-77.58192339192468,1.029,1.358
-0.069,50.1452112197876,0.103,0.005,-0.22,-77.58192339192468,1.026,1.218
0.176,50.62679052352905,0.105,0.019,-0.22,-77.58192339192468,1.012,1.008
-0.104,50.628801107406616,0.107,0.017,-0.325,-77.31013102312681,1.003,0.798
0.036,50.62908434867859,0.098,0.01,-0.045,-77.31013102312681,1.028,1.218
0.211,50.62931203842163,0.108,0.03,-0.36,-77.31013102312681,0.993,1.043
0.071,50.6295280456543,0.101,0.004,-0.185,-77.31013102312681,1.016,1.148
0.211,50.629738569259644,0.086,0.015,-0.605,-77.31013102312681,1.02,1.043
0.246,50.62994456291199,0.114,0.019,-0.325,-77.31013102312681,0.982,1.008
0.106,50.630149602890015,0.098,0.018,-0.08,-77.59189144050968,1.018,0.728
0.036,50.63035702705383,0.111,0.016,-0.255,-77.59189144050968,1.006,1.148
-0.034,50.63056302070618,0.09,0.011,-0.325,-77.59189144050968,1.024,1.148
-0.139,50.630768060684204,0.103,0.014,-0.43,-77.59189144050968,1.004,1.288
-0.244,51.12732696533203,0.094,0.02,-0.15,-77.59189144050968,1.009,0.973
-0.034,51.129345417022705,0.109,0.009,-0.01,-77.49973078069151,1.015,1.183
0.036,51.12964582443237,0.096,0.008,0.025,-77.49973078069151,1.013,1.113
-0.104,51.12988829612732,0.1,0.012,0.095,-77.49973078069151,1.009,1.008
-0.174,51.13011026382446,0.101,0.008,-0.045,-77.49973078069151,1.017,0.973
-0.209,51.13032674789429,0.1,0.026,-0.045,-77.49973078069151,1.0,1.218
-0.244,51.130539417266846,0.098,0.016,-0.045,-77.49973078069151,1.005,0.868
-0.174,51.13075113296509,0.104,0.02,-0.01,-77.49973078069151,0.999,1.113
-0.174,51.13096499443054,0.101,0.012,0.06,-77.20273631128406,1.016,0.868
0.036,51.131181716918945,0.102,0.007,-0.325,-77.20273631128406,1.008,0.903
-0.034,51.131391286849976,0.087,0.022,-0.22,-77.20273631128406,1.004,1.113
0.141,51.65413498878479,0.104,0.011,-0.185,-77.20273631128406,1.007,1.113
-0.034,51.656827449798584,0.109,0.02,-0.36,-77.29031412821048,1.004,1.113
0.001,51.65727996826172,0.105,0.018,-0.395,-77.29031412821048,1.024,1.183
-0.069,51.657594203948975,0.092,0.018,0.095,-77.6733778689795,1.014,0.938
-0.139,51.6578254699707,0.104,0.016,-0.22,-77.6733778689795,1.023,0.973
0.036,51.65803027153015,0.093,0.024,-0.29,-77.6733778689795,1.0,1.008
-0.174,51.658226013183594,0.093,0.022,-0.22,-77.6733778689795,0.992,1.008
-0.139,51.65841841697693,0.103,0.026,0.025,-77.6733778689795,0.99,1.113
-0.069,51.65860915184021,0.117,0.002,-0.115,-77.6733778689795,1.018,1.183
-0.244,51.658799171447754,0.108,0.011,-0.08,-77.6733778689795,1.015,1.148
-0.034,51.658989906311035,0.085,0.021,-0.22,-77.6733778689795,1.017,1.113
-0.069,51.65960764884949,0.105,0.011,-0.08,-77.6733778689795,0.981,1.148
-0.069,52.20791506767273,0.106,0.02,-0.08,-77.6733778689795,0.989,1.253
0.036,52.20861196517944,0.093,0.028,-0.08,-77.58668841429787,0.986,0.868
-0.069,52.20979022979736,0.094,0.02,0.025,-77.58668841429787,1.004,0.973
-0.209,52.21051907539368,0.1,0.019,-0.22,-77.58668841429787,1.011,0.623
-0.034,52.21137070655823,0.107,0.01,-0.115,-77.58668841429787,1.017,0.938
-0.069,52.21176528930664,0.109,0.018,-0.22,-77.58668841429787,1.009,1.148
0.071,52.21353244781494,0.101,0.003,-0.185,-78.0541650914629,1.034,1.113
0.036,52.21385097503662,0.108,0.012,-0.185,-78.0541650914629,1.014,1.008
-0.139,52.21417593955994,0.092,0.027,-0.36,-78.0541650914629,1.018,1.183
0.176,52.214457750320435,0.102,0.016,-0.045,-78.0541650914629,1.023,1.323
0.001,52.21472430229187,0.111,0.018,-0.08,-78.0541650914629,1.011,0.833
0.106,52.7198281288147,0.091,0.022,-0.325,-78.0541650914629,1.009,1.183
-0.174,52.72042274475098,0.097,0.009,-0.115,-77.00801749679488,1.022,1.148
-0.174,52.720715284347534,0.104,0.019,-0.08,-77.00801749679488,0.996,1.078
-0.104,52.722516775131226,0.101,0.014,-0.08,-77.00801749679488,0.994,0.903
-0.209,52.722761154174805,0.092,0.013,-0.01,-77.62630610913045,0.995,1.078
0.036,52.723034381866455,0.096,0.01,-0.185,-77.62630610913045,1.017,1.008
0.071,52.72332811355591,0.101,0.017,-0.15,-77.62630610913045,0.993,0.903
-0.139,52.723573207855225,0.104,0.009,-0.15,-77.62630610913045,1.029,0.728
0.036,52.72385883331299,0.106,0.006,-0.325,-77.62630610913045,1.003,1.043
-0.069,52.72412657737732,0.1,0.014,-0.22,-77.62630610913045,1.009,1.148
-0.104,52.72436451911926,0.091,0.004,-0.43,-77.62630610913045,1.018,0.903
-0.139,52.729013442993164,0.092,0.016,-0.045,-77.62630610913045,1.007,1.148
-0.139,53.243441104888916,0.107,0.01,-0.22,-77.62630610913045,1.011,0.973
-0.069,53.24565124511719,0.089,0.016,-0.15,-76.921221462582,1.026,0.868
-0.069,53.245991706848145,0.134,-0.004,-0.045,-76.921221462582,1.016,1.463
-0.069,53.24627375602722,0.088,0.02,-0.01,-76.921221462582,1.027,1.008
0.001,53.24654030799866,0.103,0.019,-0.535,-76.921221462582,1.013,0.973
0.036,53.24679946899414,0.108,-0.027,-0.01,-76.921221462582,1.025,1.043
-0.139,53.247056007385254,0.091,0.014,-0.045,-76.921221462582,1.006,0.973
0.001,53.2473087310791,0.11,-0.006,-0.325,-76.921221462582,1.014,1.288
-0.069,53.24756121635437,0.121,0.002,-0.255,-76.921221462582,1.021,1.078
0.036,53.24780988693237,0.11,0.012,-0.325,-76.921221462582,1.011,1.148
-0.104,53.2480583190918,0.096,0.012,-0.01,-76.921221462582,1.001,1.113
-0.069,53.24832892417908,0.109,0.02,0.025,-77.56094363848591,0.992,0.798
0.001,53.77142143249512,0.098,0.015,-0.185,-77.56094363848591,1.02,1.148
-0.069,53.77369666099548,0.093,0.014,-0.115,-77.43113598970504,1.022,0.903
-0.069,53.77412009239197,0.11,0.014,0.13,-77.43113598970504,1.011,0.973
-0.034,53.7744038105011,0.098,0.023,-0.535,-77.43113598970504,1.004,1.393
0.036,53.774646043777466,0.1,0.022,-0.22,-77.43113598970504,1.001,1.078
-0.244,53.77490496635437,0.102,0.025,-0.115,-77.43113598970504,0.996,0.658
-0.104,53.77523326873779,0.094,0.024,-0.255,-77.43113598970504,1.006,0.798
-0.139,53.775580406188965,0.104,0.019,0.025,-77.91763387857178,1.007,0.903
-0.069,53.77591276168823,0.105,0.033,-0.22,-77.91763387857178,0.988,1.148
-0.209,53.77618074417114,0.086,0.029,-0.115,-77.91763387857178,1.007,1.008
-0.069,53.776416063308716,0.11,0.018,-0.185,-77.91763387857178,1.007,1.218
0.001,53.782001972198486,0.091,0.03,-0.43,-77.91763387857178,0.995,1.253
-0.034,54.267011404037476,0.1,0.021,-0.045,-77.91763387857178,1.006,1.078
-0.034,54.269086837768555,0.112,0.013,-0.43,-77.32951824925136,0.999,1.218
-0.139,54.269463777542114,0.102,0.013,-0.01,-77.32951824925136,1.013,1.043
0.001,54.26976442337036,0.098,0.009,-0.185,-77.32951824925136,1.018,0.868
0.036,54.270042419433594,0.101,0.015,-0.115,-77.32951824925136,1.024,0.798
-0.034,54.27031493186951,0.099,0.014,-0.15,-77.32951824925136,1.012,0.763
0.001,54.27058291435242,0.088,0.016,-0.465,-77.12840273750346,1.002,1.183
0.071,54.27085018157959,0.106,0.015,-0.15,-77.12840273750346,1.004,1.008
0.141,54.27111768722534,0.095,0.017,-0.185,-77.12840273750346,1.009,1.113
-0.174,54.27138161659241,0.094,0.019,-0.185,-77.12840273750346,1.013,1.148
-0.034,54.2716543674469,0.115,0.008,0.095,-77.12840273750346,1.02,0.798
-0.104,54.792500495910645,0.098,0.022,-0.36,-77.12840273750346,1.01,0.938
0.071,54.79447817802429,0.094,0.015,-0.045,-77.72325848543818,1.022,0.938
-0.034,54.79481863975525,0.089,0.024,-0.045,-77.72325848543818,0.997,0.938
-0.069,54.79507064819336,0.111,0.013,-0.115,-77.72325848543818,1.003,1.008
0.036,54.79530477523804,0.091,0.016,-0.045,-77.72325848543818,1.007,1.078
-0.069,54.795531272888184,0.1,0.019,-0.15,-78.35376410544764,1.015,1.043
0.071,54.79575777053833,0.102,0.01,-0.185,-78.35376410544764,1.015,1.113
-0.139,54.79598093032837,0.088,0.019,-0.22,-78.35376410544764,1.005,0.973
-0.034,54.79621958732605,0.112,0.011,-0.01,-78.35376410544764,1.018,1.043
-0.139,54.79644155502319,0.097,0.015,-0.36,-78.35376410544764,0.994,1.113
-0.104,54.7966582775116,0.088,0.009,-0.185,-78.35376410544764,1.024,0.973
0.001,55.28455114364624,0.099,0.017,-0.15,-78.35376410544764,1.005,1.008
-0.279,55.286611557006836,0.105,-0.003,-0.115,-77.97111582643973,1.023,0.763
-0.069,55.28690791130066,0.092,0.023,-0.15,-77.97111582643973,0.998,0.903
-0.244,55.28713512420654,0.096,0.001,-0.465,-78.16209028482727,1.015,1.218
0.071,55.287348985672,0.094,0.013,-0.15,-78.16209028482727,1.022,1.288
0.001,55.287554025650024,0.093,0.017,-0.255,-78.16209028482727,1.011,0.868
-0.174,55.28775668144226,0.103,0.021,-0.185,-78.16209028482727,0.987,0.868
0.141,55.28795576095581,0.11,0.013,-0.15,-78.16209028482727,1.014,1.078
0.071,55.28816509246826,0.095,0.0,-0.64,-78.16209028482727,1.022,1.218
0.036,55.28836703300476,0.093,0.029,-0.115,-78.16209028482727,0.987,1.148
-0.069,55.28859210014343,0.087,0.022,-0.115,-78.16209028482727,1.017,0.973
-0.104,55.288811922073364,0.106,0.015,-0.255,-78.16209028482727,1.004,1.008
-0.104,55.831138134002686,0.097,0.019,-0.01,-77.47119229084849,1.007,0.588
-0.069,55.8319776058197,0.101,0.011,-0.045,-77.22623370526831,1.018,0.938
-0.244,55.8346803188324,0.098,0.007,-0.115,-77.22623370526831,1.015,0.868
0.001,55.83513259887695,0.099,0.014,-0.255,-77.22623370526831,1.008,1.078
-0.209,55.83553123474121,0.101,0.012,-0.08,-77.22623370526831,1.003,1.078
-0.069,55.83592510223389,0.095,0.026,0.06,-77.22623370526831,0.993,0.973
0.106,55.836326360702515,0.096,0.017,-0.15,-77.22623370526831,0.99,1.148
-0.139,55.836700677871704,0.105,0.014,-0.22,-76.95269260355782,1.003,1.253
0.036,55.83701539039612,0.099,0.028,-0.325,-76.95269260355782,0.999,0.938
0.211,55.83726406097412,0.09,0.025,-0.36,-76.95269260355782,0.999,1.218
0.001,55.83750104904175,0.109,0.014,-0.115,-76.95269260355782,1.003,1.008
0.106,55.84249567985535,0.103,0.013,-0.29,-76.95269260355782,1.016,0.973
-0.069,56.34563994407654,0.09,0.013,-0.22,-76.95269260355782,1.027,0.938
0.001,56.347861766815186,0.105,0.016,-0.15,-77.74046252062871,1.013,1.008
0.071,56.34829115867615,0.105,0.01,-0.185,-77.74046252062871,1.015,1.043
-0.034,56.3485631942749,0.103,0.015,-0.08,-77.74046252062871,1.01,1.113
-0.069,56.34880971908569,0.094,0.024,-0.22,-77.74046252062871,1.012,0.763
-0.069,56.34910821914673,0.104,0.019,-0.045,-77.74575526643915,1.01,1.078
-0.104,56.34934449195862,0.107,0.011,-0.325,-77.74575526643915,1.022,1.253
-0.174,56.34955811500549,0.102,0.01,-0.29,-77.74575526643915,1.016,1.078
-0.069,56.34986186027527,0.097,0.016,-0.045,-77.74575526643915,1.013,1.078
-0.349,56.35017371177673,0.09,0.026,-0.185,-77.74575526643915,1.002,0.763
-0.069,56.35044717788696,0.107,0.015,-0.185,-77.74575526643915,1.006,0.868
-0.174,56.35406804084778,0.096,0.012,-0.185,-77.74575526643915,1.014,1.148
-0.104,56.86769485473633,0.097,0.03,-0.045,-77.74575526643915,1.0,0.973
0.141,56.86996054649353,0.119,0.005,-0.325,-77.5905021986633,1.01,1.078
0.106,56.87031817436218,0.087,0.011,-0.185,-77.5905021986633,1.02,0.938
0.246,56.87061285972595,0.107,0.013,-0.325,-77.5905021986633,1.011,1.113
-0.034,56.870885372161865,0.104,-0.007,-0.36,-77.5905021986633,1.024,1.113
-0.069,56.87115144729614,0.092,0.021,0.025,-77.5905021986633,1.01,0.798
0.001,56.87141180038452,0.105,0.022,-0.36,-77.5905021986633,0.985,1.113
-0.209,56.87167239189148,0.106,0.013,0.025,-77.5905021986633,1.006,0.833
-0.174,56.87192940711975,0.1,0.021,0.025,-77.5905021986633,1.008,0.658
-0.209,56.87219500541687,0.096,0.016,-0.115,-77.5905021986633,1.009,0.833
-0.209,56.872461557388306,0.105,0.012,-0.185,-77.45962634284832,1.017,0.868
-0.139,57.38257312774658,0.09,0.014,-0.5,-77.45962634284832,1.007,0.903
-0.034,57.38329577445984,0.109,-0.001,-0.185,-77.56145505847401,1.024,0.973
-0.069,57.96714401245117,0.101,0.004,-0.115,-77.56145505847401,1.021,0.973
0.071,57.96793460845947,0.097,0.014,-0.29,-77.40266125626687,1.012,1.078
