vx,comp,vz,vy,az,ay,ax,time
0.112,-73.87171292295491,-0.486,0.742,1.01,-0.01,0.033,40.247737884521484
-0.098,-73.87171292295491,-0.416,1.232,1.015,-0.01,0.041,40.248064041137695
0.077,-73.87171292295491,-0.486,1.022,1.01,-0.014,0.036,40.24839496612549
-0.133,-73.87171292295491,-0.311,0.917,1.01,-0.014,0.035,40.24872350692749
-0.168,-73.87171292295491,-0.416,1.092,1.011,-0.013,0.031,40.24904918670654
-0.133,-73.87171292295491,-0.311,1.022,1.016,-0.011,0.037,40.85881567001343
0.042,-73.60468329946467,-0.346,1.057,1.01,-0.015,0.032,40.85950589179993
0.007,-74.08278142517825,-0.521,1.092,1.01,-0.013,0.038,40.861602544784546
-0.063,-74.08278142517825,-0.451,0.777,1.012,-0.01,0.035,40.86195254325867
0.077,-74.08278142517825,-0.591,1.127,1.014,-0.012,0.039,40.8622612953186
0.077,-74.08278142517825,-0.521,0.987,1.011,-0.015,0.035,40.862560987472534
0.007,-74.08278142517825,-0.381,0.952,1.01,-0.01,0.033,40.86285614967346
-0.063,-74.08278142517825,-0.486,0.987,1.015,-0.014,0.04,40.86313986778259
0.042,-74.08278142517825,-0.381,0.952,1.011,-0.014,0.031,40.8634295463562
0.077,-74.08278142517825,-0.521,0.987,1.014,-0.014,0.041,40.863709688186646
-0.063,-74.08278142517825,-0.416,0.847,1.012,-0.014,0.038,40.86400508880615
-0.028,-74.08278142517825,-0.416,1.197,1.01,-0.015,0.032,40.864298582077026
0.007,-74.21753537256834,-0.486,1.022,1.014,-0.015,0.04,41.4561562538147
-0.098,-73.61860174058899,-0.311,1.092,1.012,-0.015,0.035,41.4568452835083
0.042,-73.61860174058899,-0.416,0.987,1.012,-0.011,0.037,41.45931696891785
0.147,-73.61860174058899,-0.416,0.882,1.013,-0.013,0.038,41.45978331565857
0.007,-73.61860174058899,-0.451,0.987,1.008,-0.016,0.035,41.460153102874756
0.007,-73.61860174058899,-0.381,0.882,1.014,-0.013,0.041,41.46052122116089
0.042,-73.61860174058899,-0.521,0.847,1.008,-0.01,0.033,41.46084785461426
-0.063,-73.61860174058899,-0.451,1.197,1.012,-0.012,0.038,41.46115779876709
-0.098,-73.61860174058899,-0.416,1.162,1.014,-0.014,0.041,41.46145296096802
0.042,-73.61860174058899,-0.661,0.987,1.01,-0.01,0.034,41.46173858642578
0.042,-73.61860174058899,-0.381,1.162,1.009,-0.014,0.029,41.462023973464966
-0.098,-73.94354438255216,-0.416,1.302,1.015,-0.013,0.041,41.46327209472656
0.042,-73.94354438255216,-0.521,0.777,1.01,-0.013,0.038,42.108856201171875
0.112,-73.41475359889992,-0.521,1.127,1.013,-0.016,0.03,42.73663353919983
0.007,-74.34986807910406,-0.451,1.127,1.013,-0.011,0.04,42.73723816871643
