ax,time,vx,az,vy,ay,vz,comp
0.046,59.59941554069519,-5.473,1.033,-28.052,-0.149,1.418,-80.27381930439887
0.148,59.59972286224365,1.457,0.985,-32.707,-0.278,1.978,-80.27381930439887
0.031,59.60002613067627,6.357,0.76,-16.152,-0.134,5.198,-80.27381930439887
0.027,59.6003475189209,11.992,0.987,-18.042,0.024,5.863,-80.74939704824332
0.074,59.60388493537903,10.872,0.883,-16.747,-0.027,5.758,-80.74939704824332
0.042,60.2561719417572,5.237,1.062,-18.322,0.085,4.463,-80.74939704824332
0.097,60.256996631622314,-22.203,0.994,19.058,0.033,-6.002,-80.22762413207143
0.103,60.25918626785278,-20.383,1.048,20.668,0.024,-7.682,-80.22762413207143
0.072,60.25952911376953,-20.488,1.054,21.543,0.049,-7.752,-80.22762413207143
0.063,60.25981593132019,-23.918,1.037,21.543,0.055,-9.852,-79.54852357748068
0.08,60.260085105895996,-26.578,1.055,20.948,0.001,-11.007,-79.54852357748068
0.078,60.26035928726196,-28.188,1.02,21.788,-0.004,-12.302,-79.54852357748068
0.073,60.260618448257446,-29.028,1.035,22.873,-0.017,-13.877,-79.54852357748068
0.078,60.260873317718506,-27.628,1.027,25.568,-0.03,-14.962,-79.54852357748068
0.05,60.26112937927246,-29.203,0.975,26.303,-0.03,-16.887,-79.54852357748068
0.049,60.26138257980347,-32.423,0.998,25.603,-0.04,-17.867,-79.54852357748068
0.04,60.892133951187134,-31.408,0.974,25.743,-0.046,-19.232,-79.54852357748068
-0.065,60.89294672012329,-1.728,0.897,8.523,-0.011,11.008,-75.56492600430913
-0.148,60.895044803619385,-4.878,0.92,9.293,0.1,10.658,-75.56492600430913
-0.112,60.89537715911865,-4.878,1.038,9.538,0.045,10.798,-75.56492600430913
-0.014,60.895639181137085,-6.418,0.949,11.778,0.02,11.393,-75.56492600430913
-0.064,60.895888328552246,-6.943,1.055,12.058,0.03,11.708,-75.56492600430913
-0.064,60.896132946014404,-6.873,1.055,9.678,0.03,11.778,-75.56492600430913
-0.033,60.8963840007782,-8.658,0.984,12.793,0.019,12.513,-75.56492600430913
-0.043,60.896631956100464,-6.663,0.986,12.758,0.049,12.303,-76.04761697044643
-0.073,60.89687776565552,-9.953,1.033,12.093,-0.017,12.373,-76.04761697044643
-0.053,60.897117137908936,-10.128,0.908,12.128,-0.003,12.373,-76.04761697044643
-0.075,60.8973548412323,-11.003,1.075,13.423,0.025,12.723,-76.04761697044643
-0.053,61.514317750930786,-10.723,0.946,11.218,-0.011,12.408,-76.04761697044643
0.015,61.51658821105957,-1.868,0.989,-4.987,0.018,2.153,-77.6613950053205
-0.034,61.51696252822876,-1.308,1.08,-4.252,0.025,3.343,-77.6613950053205
0.023,61.51725244522095,-3.478,0.995,-3.762,-0.009,3.798,-77.6613950053205
0.023,61.51752471923828,-4.703,1.225,-5.757,-0.061,3.273,-77.31769897874605
0.006,61.51779103279114,-4.178,1.043,-4.812,0.025,3.028,-77.31769897874605
0.002,61.518049240112305,-5.088,1.041,-6.877,-0.027,3.028,-77.31769897874605
0.008,61.51830458641052,-6.873,1.018,-4.147,0.001,3.518,-77.31769897874605
0.009,61.518558740615845,-3.863,0.992,-7.682,0.036,2.538,-77.31769897874605
0.006,61.51881241798401,-3.793,1.076,-7.962,-0.01,3.133,-77.31769897874605
0.008,61.51906490325928,-4.073,0.994,-6.562,0.021,3.343,-77.31769897874605
0.015,62.11761164665222,-0.923,1.043,-7.262,-0.022,3.588,-77.31769897874605
0.022,62.119850397109985,-2.148,1.013,6.528,0.01,-2.432,-79.74763906635339
0.026,62.12035059928894,-2.008,1.037,5.898,0.019,-3.202,-79.74763906635339
0.026,62.12070298194885,-2.008,1.036,4.953,0.002,-3.272,-79.05698435875469
0.03,62.12104392051697,-2.218,1.002,4.988,0.029,-3.762,-79.05698435875469
0.022,62.121363401412964,-2.218,0.992,4.218,0.019,-4.392,-79.05698435875469
0.006,62.12168002128601,-1.553,0.981,3.553,0.066,-4.357,-79.05698435875469
0.014,62.12199378013611,-1.728,1.023,3.168,-0.025,-5.092,-79.05698435875469
0.034,62.122314453125,-1.308,1.003,2.398,0.009,-4.882,-79.05698435875469
0.042,62.12268114089966,-0.678,0.978,2.048,0.029,-5.267,-79.05698435875469
0.008,62.12300252914429,-0.223,1.052,1.138,0.019,-5.582,-79.05698435875469
0.033,62.123324155807495,-0.468,0.999,0.858,0.022,-5.407,-79.05698435875469
0.032,62.71455144882202,-0.538,1.012,0.823,0.016,-5.967,-79.05698435875469
0.02,62.715224266052246,-1.168,0.998,9.223,0.056,-2.922,-78.97166312650289
0.013,62.71733260154724,-1.483,1.019,8.348,0.053,-4.077,-79.21793716401429
0.017,62.71768236160278,-3.898,0.997,8.138,0.047,-4.497,-79.21793716401429
0.014,62.71795463562012,-5.088,1.03,8.313,0.035,-4.847,-79.21793716401429
0.007,62.71820878982544,-5.263,1.004,6.563,0.031,-5.687,-79.21793716401429
0.015,62.718453884124756,-5.753,1.029,5.933,0.016,-5.512,-79.21793716401429
0.002,62.71869683265686,-5.998,1.039,6.633,0.036,-5.547,-79.21793716401429
0.001,62.71893382072449,-5.368,1.044,6.038,0.047,-5.372,-79.21793716401429
-0.002,62.71917104721069,-4.423,1.055,5.583,0.025,-5.092,-79.21793716401429
0.011,62.719417333602905,-2.918,1.049,5.268,0.036,-4.742,-79.21793716401429
0.004,62.72295045852661,-0.223,1.029,5.478,0.015,-3.587,-78.33207084582983
-0.017,63.32400941848755,1.982,1.09,5.023,-0.006,-3.762,-78.33207084582983
0.046,63.326377153396606,-22.063,1.065,13.528,0.049,-6.982,-79.36440376869854
0.065,63.32677435874939,-14.083,1.377,12.793,-0.139,-7.157,-79.36440376869854
0.082,63.32710361480713,9.752,1.512,11.848,0.061,-5.197,-79.36440376869854
-0.045,63.32738280296326,17.487,0.66,-1.697,0.063,-6.632,-79.36440376869854
0.045,63.327648639678955,13.917,1.157,0.508,0.099,-7.122,-79.36440376869854
0.028,63.32790994644165,9.507,0.97,-0.577,0.022,-6.037,-79.36440376869854
0.028,63.32818078994751,0.547,1.105,-2.047,0.044,-6.387,-79.36440376869854
0.018,63.328514099121094,-8.483,0.915,-1.837,0.02,-5.477,-79.36440376869854
0.016,63.328808069229126,-11.318,0.956,-1.837,0.041,-4.322,-78.24220696298926
-0.003,63.329087257385254,-11.248,1.067,-2.047,0.0,-1.697,-78.24220696298926
0.043,63.332632064819336,-4.038,1.213,-3.027,0.004,-3.027,-78.24220696298926
0.027,63.93915796279907,8.072,1.005,-1.767,-0.04,-1.102,-78.24220696298926
0.051,63.94145679473877,-0.433,0.998,1.383,-0.001,3.868,-77.86604143789279
0.056,63.94189739227295,-1.378,1.02,-0.682,-0.001,5.198,-77.86604143789279
0.05,63.94229602813721,-3.653,0.933,-1.242,0.039,5.093,-77.86604143789279
0.05,63.942665815353394,-1.588,1.07,-0.787,-0.001,6.038,-77.86604143789279
0.028,63.94298195838928,-3.233,1.068,0.158,0.022,6.003,-77.86604143789279
0.015,63.94324326515198,-2.813,0.985,0.123,0.0,5.758,-77.86604143789279
0.02,63.943488359451294,-0.678,1.064,0.053,0.04,6.528,-77.4971649905713
0.026,63.9437415599823,0.897,0.956,0.648,-0.006,7.683,-77.4971649905713
0.024,63.9439902305603,1.947,1.065,-0.192,-0.005,9.118,-77.4971649905713
0.033,63.94424271583557,4.922,0.981,-0.507,0.012,9.608,-77.4971649905713
0.017,63.94449043273926,5.832,1.007,-0.542,0.013,10.378,-77.4971649905713
0.011,64.5448727607727,6.217,1.033,-0.647,-0.019,11.078,-77.4971649905713
0.018,64.54714274406433,-2.603,1.049,0.403,0.007,-1.172,-78.9929498826511
0.015,64.54764890670776,0.232,0.987,0.823,0.023,-0.787,-78.9929498826511
0.026,64.54800844192505,-0.678,0.967,1.978,0.008,-0.682,-78.9929498826511
0.028,64.54834747314453,-1.868,1.06,2.853,-0.004,-0.437,-78.9929498826511
0.019,64.54864621162415,-0.293,1.062,1.243,-0.007,0.333,-78.32577127179584
0.008,64.54899191856384,-0.888,1.017,1.243,0.012,0.298,-78.32577127179584
0.022,64.54932856559753,-3.128,1.018,-0.122,0.016,0.298,-78.32577127179584
0.027,64.5497031211853,-3.828,1.043,-0.717,0.02,1.243,-78.32577127179584
0.039,64.55003309249878,-4.528,1.038,-2.572,0.02,1.068,-78.32577127179584
0.034,64.55036520957947,-4.633,0.993,-3.132,0.025,2.468,-78.32577127179584
0.025,64.55432033538818,-3.653,0.99,-2.047,0.005,3.483,-78.32577127179584
0.029,65.13554310798645,-3.548,1.004,-1.312,0.003,3.938,-78.32577127179584
0.019,65.13783693313599,0.582,1.026,1.768,0.024,-0.822,-77.71290877552106
0.015,65.13818550109863,0.372,0.99,2.013,0.004,0.158,-77.71290877552106
0.037,65.1384551525116,0.267,1.007,1.698,0.02,0.753,-77.71290877552106
0.029,65.13870525360107,0.372,1.006,0.753,0.014,1.488,-77.08653698295034
0.041,65.13895058631897,0.582,1.07,1.523,0.024,1.348,-77.08653698295034
0.02,65.13919043540955,0.302,1.006,1.943,0.025,1.628,-77.08653698295034
0.025,65.13942885398865,-0.258,1.002,2.643,0.04,1.628,-77.08653698295034
0.012,65.13967609405518,0.442,1.028,1.138,0.023,0.998,-77.08653698295034
0.017,65.1399278640747,0.232,1.017,1.103,0.036,0.753,-77.08653698295034
0.007,65.14025568962097,0.092,1.011,1.348,0.037,-0.052,-77.08653698295034
0.013,65.14210557937622,0.162,1.021,1.348,0.024,-0.367,-77.08653698295034
0.019,65.72419142723083,-0.398,1.034,1.173,0.027,-0.752,-77.08653698295034
-0.028,65.7263810634613,-0.363,1.017,1.768,0.006,-0.682,-77.54698259323173
-0.01,65.72678351402283,-0.118,1.023,1.523,0.019,0.018,-77.54698259323173
-0.003,65.72713685035706,-0.013,1.009,1.313,0.045,0.438,-77.54698259323173
-0.021,65.72748160362244,-0.363,1.012,1.033,0.059,0.718,-77.13737076180648
-0.019,65.72780513763428,-0.258,1.003,0.648,0.025,1.138,-77.13737076180648
-0.009,65.72811508178711,0.162,1.009,1.453,0.031,0.998,-77.13737076180648
-0.005,65.72844409942627,0.127,1.025,1.173,0.047,0.893,-77.13737076180648
-0.001,65.72876572608948,-0.048,0.995,1.453,0.028,0.753,-77.13737076180648
0.005,65.72908020019531,0.022,1.025,1.103,0.006,0.123,-77.13737076180648
0.003,65.72938680648804,-0.013,1.044,0.578,0.042,-0.017,-77.13737076180648
-0.01,66.30758786201477,-0.013,1.008,0.858,0.012,-0.717,-77.13737076180648
0.003,66.3098955154419,-0.083,1.055,1.348,0.058,-0.332,-77.72924140640569
-0.002,66.31032633781433,-0.293,1.007,0.963,0.042,-0.332,-77.72924140640569
0.0,66.31066560745239,-0.223,1.017,1.208,0.074,-0.437,-77.72924140640569
0.003,66.3109860420227,-0.048,1.006,0.963,0.023,-0.542,-77.72924140640569
-0.001,66.31130170822144,-0.258,1.015,0.858,0.021,-0.262,-77.34588919292271
0.003,66.31161236763,-0.188,1.01,1.383,0.036,-0.472,-77.34588919292271
-0.003,66.31191897392273,-0.083,1.009,1.138,0.015,-0.227,-77.34588919292271
0.001,66.31223630905151,0.022,1.008,1.243,0.022,0.053,-77.34588919292271
0.013,66.31254935264587,0.057,1.016,0.893,0.074,-0.122,-77.34588919292271
-0.013,66.31284976005554,-0.153,1.019,1.033,0.052,0.333,-77.34588919292271
-0.006,66.93192934989929,-0.118,1.032,1.068,0.014,0.193,-77.34588919292271
0.012,66.9342520236969,-0.013,0.994,1.628,0.037,-1.977,-77.36584742186739
0.015,66.93464946746826,0.302,1.026,1.558,0.047,-2.117,-77.36584742186739
0.003,66.93493604660034,0.547,1.008,1.278,0.036,-1.487,-77.36584742186739
0.009,66.93520498275757,0.162,1.01,1.628,-0.002,-0.717,-77.36584742186739
0.009,66.93552422523499,0.092,1.014,2.048,0.026,0.018,-77.36584742186739
0.013,66.9358229637146,0.092,1.017,1.383,0.047,0.333,-77.36584742186739
0.008,66.93612003326416,-0.503,1.023,1.278,0.028,1.103,-77.36584742186739
-0.003,66.93643546104431,-1.448,1.021,1.523,0.009,1.173,-77.36584742186739
0.0,66.93672633171082,-1.658,1.027,0.718,0.007,1.383,-77.36584742186739
-0.01,66.93701505661011,-1.973,1.007,0.193,0.032,1.558,-77.16753164347195
-0.007,67.51227116584778,-2.183,1.015,0.263,0.016,1.488,-77.22958501413615
-0.034,67.51443815231323,-3.338,1.034,-0.052,0.038,5.583,-77.92286968124216
-0.03,67.51482367515564,-3.408,1.057,-1.697,0.039,3.903,-77.92286968124216
-0.025,67.51514458656311,-2.288,1.019,-4.217,0.046,3.028,-77.92286968124216
-0.015,67.515451669693,-2.673,1.019,-4.707,0.067,2.503,-77.92286968124216
0.003,67.51575112342834,-2.778,1.023,-5.372,0.059,2.433,-77.92286968124216
0.019,67.51604914665222,-1.798,0.992,-5.547,0.071,3.483,-77.92286968124216
0.028,67.51638984680176,-2.008,0.937,-6.037,0.089,4.288,-77.92286968124216
0.027,67.51672840118408,-2.183,1.025,-6.387,0.074,5.898,-77.92286968124216
0.035,67.51732325553894,-3.093,0.987,-5.407,0.073,7.053,-77.92286968124216
0.027,67.51781177520752,-3.968,1.022,-6.247,0.053,7.543,-77.92286968124216
0.055,68.09963750839233,-5.088,1.052,-5.967,0.033,7.648,-77.71029602329008
-0.02,68.1020495891571,-3.968,1.021,-8.522,-0.027,-2.537,-75.68021121866306
-0.026,68.10257720947266,-0.608,0.97,-6.807,-0.011,-1.242,-75.68021121866306
-0.018,68.1029224395752,-1.343,1.019,-6.877,-0.033,-0.892,-75.68021121866306
-0.044,68.10324168205261,1.422,1.164,-8.417,0.029,-0.297,-75.52621532582167
-0.013,68.10359358787537,4.117,1.074,-7.717,-0.057,2.328,-75.52621532582167
0.004,68.10392642021179,-5.613,0.984,-1.697,-0.033,1.138,-75.52621532582167
-0.037,68.10425543785095,-4.003,1.009,-0.682,-0.043,2.468,-75.52621532582167
-0.0,68.10457801818848,-3.863,1.08,-0.472,0.0,3.273,-75.52621532582167
0.051,68.1048948764801,1.142,1.114,-1.347,-0.115,4.813,-75.52621532582167
0.017,68.1052074432373,0.582,1.014,-5.302,-0.017,4.673,-75.52621532582167
0.041,68.10640168190002,0.617,1.014,-5.127,-0.037,5.408,-75.52621532582167
0.031,68.10677528381348,-5.508,0.974,-2.117,0.021,5.583,-75.52621532582167
0.005,68.10716819763184,-7.013,1.042,-1.487,-0.051,5.863,-75.52621532582167
0.047,68.69352078437805,-4.773,1.039,-3.972,-0.035,6.913,-76.10946894859111
-0.028,68.69413566589355,0.967,0.973,7.963,0.02,2.608,-76.73667125659368
0.017,68.69607663154602,3.487,0.882,6.773,-0.033,4.883,-75.99818219156779
-0.02,68.69636487960815,6.322,0.955,-0.367,-0.118,7.368,-75.99818219156779
0.028,68.69661355018616,-9.778,1.194,4.148,0.045,11.953,-75.99818219156779
-0.087,68.69685292243958,-11.528,0.766,6.213,-0.037,15.313,-75.99818219156779
-0.033,68.69708967208862,-6.348,1.201,-3.062,-0.01,14.613,-75.99818219156779
-0.067,68.69732522964478,-8.098,1.008,-4.462,0.033,17.448,-75.99818219156779
-0.025,68.69755983352661,-1.798,1.121,-7.157,0.013,19.653,-75.99818219156779
0.012,68.69778990745544,3.067,1.049,-6.352,0.048,22.628,-75.99818219156779
0.015,68.69801926612854,-1.448,1.028,-5.897,-0.071,24.378,-75.99818219156779
0.002,68.69825100898743,1.037,1.02,-4.917,0.015,25.428,-75.99818219156779
-0.018,68.70244121551514,4.152,1.002,0.018,-0.004,26.933,-76.4348590164784
-0.02,69.29502630233765,4.642,0.928,0.368,0.052,28.403,-76.4348590164784
-0.088,69.29728627204895,2.857,1.071,12.373,0.064,-5.407,-77.60306791803252
-0.125,69.29764103889465,2.472,1.029,13.633,0.082,-6.177,-77.60306791803252
-0.108,69.29791808128357,4.397,1.035,14.088,0.081,-6.842,-77.60306791803252
-0.12,69.29818272590637,6.112,1.036,14.473,0.089,-7.787,-77.60306791803252
-0.106,69.29843926429749,7.897,1.044,15.068,0.077,-7.717,-77.60306791803252
-0.1,69.29869246482849,10.312,1.022,16.643,0.089,-7.927,-77.60306791803252
-0.099,69.29899144172668,11.047,1.063,17.448,0.057,-8.102,-77.60306791803252
-0.098,69.29926037788391,12.447,1.044,18.393,0.055,-7.612,-77.60306791803252
-0.111,69.2995252609253,14.547,1.047,19.793,0.069,-8.102,-77.60306791803252
-0.106,69.29978466033936,14.932,1.053,20.108,0.069,-7.962,-76.38771333629754
-0.106,69.3019814491272,16.857,1.043,20.213,0.08,-7.647,-76.38771333629754
-0.093,69.90954113006592,19.762,1.011,19.198,0.1,-7.227,-76.38771333629754
-0.011,69.91181230545044,4.432,0.969,4.638,0.084,-13.947,-77.48810617360827
-0.011,69.91231536865234,5.762,0.97,5.513,0.093,-13.772,-77.48810617360827
-0.021,69.91270422935486,7.302,0.944,6.213,0.11,-12.932,-77.48810617360827
-0.025,69.91305232048035,6.847,0.956,6.178,0.094,-13.212,-77.48810617360827
-0.032,69.91338610649109,5.447,0.984,4.708,0.109,-13.177,-77.48810617360827
-0.033,69.91371297836304,3.767,0.974,4.428,0.113,-13.422,-76.96356826127301
-0.043,69.91403436660767,1.527,0.963,3.518,0.114,-13.177,-76.96356826127301
-0.039,69.91435408592224,-1.063,0.981,2.328,0.098,-12.687,-76.96356826127301
-0.045,69.91467094421387,-2.708,0.978,1.033,0.087,-12.442,-76.96356826127301
-0.064,69.91498708724976,-4.248,1.007,0.648,0.089,-11.427,-76.96356826127301
-0.061,70.54821038246155,-6.033,1.001,0.088,0.1,-10.867,-76.96356826127301
-0.014,70.55100512504578,-9.743,0.954,-9.432,0.029,1.873,-76.86496412924721
-0.018,70.55153584480286,-8.308,0.985,-10.062,0.03,3.378,-76.62333935446563
-0.003,70.5519528388977,-7.328,1.001,-10.027,0.048,4.743,-76.62333935446563
-0.004,70.55235362052917,-8.273,1.018,-10.167,0.065,5.303,-76.62333935446563
-0.004,70.55274367332458,-8.413,1.018,-9.292,0.071,5.478,-76.62333935446563
0.003,70.55310153961182,-7.958,1.045,-8.767,0.06,4.603,-76.62333935446563
0.0,70.55345511436462,-8.063,1.07,-9.607,0.056,3.693,-76.62333935446563
0.012,70.55380749702454,-6.698,1.055,-9.607,0.062,2.153,-76.62333935446563
0.04,70.55416679382324,-6.348,1.031,-10.062,0.065,0.228,-76.62333935446563
0.029,70.55453586578369,-7.853,1.031,-9.327,0.056,-1.032,-76.62333935446563
0.04,70.5548665523529,-7.363,1.032,-9.677,0.034,-2.957,-76.62333935446563
0.028,71.15084743499756,-6.663,0.992,-10.902,0.018,-4.217,-76.70895710591098
-0.071,71.15315198898315,6.392,0.956,13.458,0.041,1.243,-76.7441275183225
-0.062,71.15356278419495,6.567,1.014,14.193,0.069,1.208,-76.7441275183225
-0.061,71.15392565727234,4.222,0.958,14.963,0.11,0.263,-76.7441275183225
-0.041,71.15425038337708,4.642,1.054,12.933,0.136,-0.682,-76.7441275183225
-0.044,71.15455913543701,6.042,1.036,8.453,0.095,-1.592,-76.7441275183225
-0.017,71.15488743782043,5.972,1.072,4.078,0.133,-3.692,-76.7441275183225
-0.038,71.15519380569458,4.292,0.936,1.768,0.172,-3.832,-76.7441275183225
-0.038,71.15550947189331,0.792,0.964,1.173,0.088,-3.797,-76.7441275183225
-0.056,71.15581345558167,-1.133,1.025,-0.192,0.078,-4.007,-76.7441275183225
-0.042,71.15611982345581,-2.428,0.981,-1.732,0.041,-4.252,-76.7441275183225
-0.047,71.1564462184906,-3.548,0.966,-0.612,0.036,-5.967,-76.1937818449619
-0.048,71.77306342124939,-2.708,0.963,-1.557,0.008,-5.792,-76.1937818449619
-0.051,71.77365899085999,2.052,1.016,1.068,0.043,-3.517,-74.97278911914619
-0.06,71.77570843696594,3.977,1.015,-1.312,0.019,-1.662,-74.97278911914619
-0.07,71.77602458000183,3.767,1.016,-1.172,0.043,-1.032,-74.97278911914619
-0.058,71.77635979652405,1.947,1.031,-0.087,0.043,-1.137,-74.97278911914619
-0.07,71.77663946151733,-0.643,1.101,0.928,0.046,-0.997,-74.97278911914619
-0.047,71.77690267562866,-0.083,1.041,-1.802,0.048,-0.927,-74.97580187016085
-0.048,71.77716326713562,0.792,0.987,-2.747,0.044,-0.927,-74.97580187016085
-0.025,71.77749347686768,-0.678,1.031,-1.872,0.026,-1.207,-74.97580187016085
-0.015,71.77777314186096,-1.938,0.996,-1.907,0.031,-0.752,-74.97580187016085
-0.002,71.77805590629578,-2.008,0.99,-1.382,0.027,-0.262,-74.97580187016085
-0.006,71.78261828422546,-2.533,0.986,-2.222,0.035,0.193,-74.97580187016085
-0.01,72.36321449279785,-3.093,1.003,-2.712,0.045,0.963,-74.97580187016085
0.001,72.3655047416687,-3.513,1.029,-2.572,0.013,-0.717,-74.38703394653061
0.008,72.36588764190674,-3.058,1.006,-2.327,0.025,-1.032,-74.38703394653061
0.007,72.3661801815033,-3.128,0.99,-2.012,0.029,-0.612,-74.38703394653061
0.017,72.36650800704956,-3.163,1.01,-2.117,0.057,-1.242,-74.38703394653061
0.005,72.36677885055542,-3.058,1.029,-2.502,0.039,-1.067,-74.38703394653061
0.011,72.36704325675964,-2.883,1.012,-2.502,0.026,-1.347,-74.49245470073804
0.043,72.36732864379883,-1.518,0.989,-1.732,-0.011,-1.942,-74.49245470073804
0.008,72.36758947372437,-0.118,1.112,-0.857,0.044,-2.152,-74.49245470073804
0.023,72.36783814430237,-1.378,0.931,0.228,0.014,-2.642,-74.49245470073804
0.024,72.36809253692627,-1.693,1.034,-0.052,0.059,-2.572,-74.49245470073804
0.016,72.37210893630981,-0.713,1.036,-1.662,0.001,-2.537,-74.49245470073804
0.004,72.95583176612854,-0.188,1.008,-0.752,0.049,-2.502,-74.49245470073804
0.001,72.95839762687683,32.397,1.015,-12.057,0.092,1.033,-75.9064684100702
-0.011,72.95882987976074,36.247,1.025,-14.682,0.085,0.088,-75.9064684100702
-0.009,72.95918393135071,38.627,0.967,-17.622,0.088,0.613,-75.9064684100702
-0.017,72.95951104164124,39.572,0.97,-17.447,0.089,1.138,-75.9064684100702
-0.001,72.95982265472412,39.327,0.98,-18.602,0.09,0.578,-75.9064684100702
-0.013,72.96014618873596,37.682,0.981,-17.657,0.124,1.838,-75.98272990031604
0.018,72.96046018600464,33.797,0.97,-15.907,0.12,1.768,-75.98272990031604
0.001,72.96081447601318,25.187,0.951,-6.947,0.102,1.173,-75.98272990031604
0.002,72.96117210388184,19.867,0.94,-2.082,0.073,-0.262,-75.98272990031604
0.027,72.96151757240295,19.832,0.745,-1.907,0.153,0.473,-75.98272990031604
0.088,72.9631621837616,16.297,0.933,0.788,0.085,-0.052,-75.98272990031604
0.005,73.5365035533905,8.492,0.871,12.163,0.144,2.853,-75.98272990031604
-0.025,73.53884387016296,-1.938,1.061,-0.297,0.038,-8.592,-76.48209986490323
0.015,73.53933024406433,-4.808,1.066,-4.112,0.015,-9.537,-76.48209986490323
-0.032,73.53969097137451,-5.718,1.056,-6.037,0.064,-9.887,-76.48209986490323
-0.038,73.54004693031311,-5.088,1.004,-7.157,0.05,-10.447,-76.48209986490323
-0.049,73.54042649269104,-4.143,0.979,-5.022,0.076,-9.852,-76.48209986490323
-0.068,73.54078650474548,-5.543,1.043,-2.257,0.059,-10.482,-76.48209986490323
-0.016,73.54108500480652,-6.383,1.065,-3.482,0.033,-10.587,-75.97890512832656
