ax,time,vx,az,vy,ay,vz,comp
-0.108,43.40408253669739,-0.468,1.04,1.313,0.162,-16.257,-86.5448977062458
-0.108,43.40444374084473,-0.923,0.939,2.188,0.162,-15.207,-86.5448977062458
-0.114,43.40480279922485,-1.203,0.985,3.378,0.182,-12.337,-86.5448977062458
-0.043,43.40513014793396,-2.533,1.001,-2.537,0.157,-7.507,-86.5448977062458
-0.01,43.40546178817749,-4.703,1.007,-4.672,0.143,-5.617,-86.5448977062458
-0.017,43.4057936668396,-8.833,0.963,-8.487,0.162,-2.047,-86.5448977062458
0.195,43.406128883361816,-11.318,0.644,-11.042,0.119,1.103,-86.5448977062458
0.158,43.406461000442505,-4.038,0.792,-3.937,-0.049,1.348,-86.5448977062458
-0.007,43.96889877319336,-2.953,1.258,-6.597,0.271,2.398,-86.5448977062458
-0.073,43.971232652664185,-0.853,0.976,-7.262,-0.034,-5.827,-86.11318617725743
-0.035,43.97167682647705,-1.168,0.918,-6.702,-0.03,-5.127,-86.11318617725743
0.008,43.97200059890747,-2.603,0.977,-5.092,-0.053,-4.602,-86.11318617725743
-0.009,43.97231197357178,9.717,0.932,7.368,-0.072,-2.117,-86.11318617725743
0.032,43.97260332107544,2.122,0.775,4.428,-0.101,2.468,-86.11318617725743
0.198,43.97285580635071,2.437,0.921,2.188,-0.109,4.428,-85.16958004171006
0.009,43.97317171096802,-4.458,1.212,3.063,-0.073,9.993,-85.16958004171006
0.052,43.97345209121704,-3.478,0.73,0.928,-0.027,13.493,-85.16958004171006
0.09,43.9736967086792,-1.693,1.039,1.243,-0.078,24.133,-85.16958004171006
0.046,43.973928451538086,0.302,1.078,1.873,-0.074,18.183,-85.16958004171006
-0.032,44.56057858467102,0.407,1.051,6.283,-0.03,19.513,-85.16958004171006
0.008,44.5628776550293,1.002,1.014,1.138,0.032,-4.357,-87.32057950556468
-0.009,44.563291788101196,1.877,0.991,1.873,0.013,-4.392,-87.32057950556468
-0.024,44.56364178657532,0.057,1.004,2.783,0.01,-4.182,-87.32057950556468
-0.007,44.5639762878418,0.582,1.045,3.098,0.04,-3.762,-87.32057950556468
-0.003,44.56430983543396,0.442,1.035,3.378,0.016,-2.712,-87.32057950556468
-0.013,44.564629316329956,0.337,0.999,1.348,0.027,-2.432,-87.20776018942213
-0.019,44.56497049331665,0.967,0.964,0.018,0.047,-1.452,-87.20776018942213
-0.016,44.56528377532959,0.932,1.001,0.508,0.03,-1.067,-87.20776018942213
-0.017,44.56560206413269,1.177,1.014,2.048,0.021,-0.507,-87.20776018942213
-0.005,44.56591868400574,1.037,1.008,2.503,0.007,-0.227,-87.20776018942213
-0.019,45.13573956489563,0.967,1.007,1.383,0.03,-0.682,-87.20776018942213
0.086,45.136412143707275,0.092,0.976,-0.647,0.038,15.138,-89.48828096637368
0.087,45.13848543167114,-4.703,0.943,3.203,0.026,12.408,-89.48828096637368
0.11,45.13878679275513,-5.298,0.911,4.183,-0.016,10.798,-89.48828096637368
0.102,45.13905954360962,2.787,0.848,-2.362,0.03,10.098,-89.48828096637368
0.11,45.139326333999634,4.467,1.207,-0.962,0.064,8.173,-89.48828096637368
0.042,45.13958287239075,-0.958,1.078,2.083,0.009,7.018,-89.48828096637368
0.052,45.13983488082886,-7.608,1.166,8.488,0.05,3.308,-89.48828096637368
0.083,45.14008855819702,-2.498,0.915,2.818,-0.011,0.648,-89.0717633392059
0.07,45.140374183654785,0.407,0.959,-0.612,0.01,0.298,-89.0717633392059
0.095,45.140727281570435,7.372,0.993,-6.387,0.032,-1.767,-89.0717633392059
0.092,45.14111566543579,11.397,1.023,-7.052,0.035,-4.882,-89.0717633392059
0.061,45.143752574920654,10.732,1.027,-6.982,0.029,-5.967,-89.0717633392059
0.087,45.71223330497742,8.282,1.264,-4.112,0.091,-7.787,-89.0717633392059
0.09,45.714619159698486,-0.783,1.06,0.543,0.008,4.253,-87.32337572905575
0.095,45.71500539779663,-0.713,0.958,1.033,0.043,4.183,-87.32337572905575
0.109,45.71529984474182,-1.028,1.069,1.698,0.071,4.078,-87.32337572905575
0.095,45.71558928489685,-0.188,0.977,1.943,0.039,3.868,-87.32337572905575
0.12,45.715864419937134,1.037,0.919,1.068,0.142,3.588,-87.32337572905575
0.083,45.71614909172058,-0.853,1.045,1.103,0.046,3.063,-87.32337572905575
0.089,45.71643376350403,-1.168,0.926,0.193,0.067,2.608,-87.32337572905575
0.079,45.7166965007782,0.337,0.999,-0.647,0.052,2.748,-88.23621113645393
0.113,45.71695637702942,1.247,0.901,-0.682,0.079,2.853,-88.23621113645393
0.056,45.71721315383911,0.267,1.098,0.158,0.043,3.273,-88.23621113645393
0.145,45.719284534454346,-1.903,1.031,0.228,0.009,4.253,-88.23621113645393
0.054,46.320568799972534,0.232,0.98,2.258,0.092,4.148,-88.23621113645393
0.069,46.32292032241821,-17.128,1.075,25.183,0.152,-16.327,-87.51842921496691
0.041,46.323413610458374,5.202,0.815,6.423,-0.093,-11.252,-87.51842921496691
0.032,46.32378435134888,12.657,1.104,1.558,0.045,-7.787,-87.51842921496691
0.126,46.32413411140442,4.292,1.115,1.173,0.093,-2.502,-87.51842921496691
0.107,46.324496269226074,3.242,1.142,4.253,0.098,-3.447,-87.51842921496691
0.107,46.324833154678345,-2.603,1.055,9.118,0.064,-5.267,-86.74661173647833
0.049,46.32516551017761,-7.153,1.224,14.893,0.104,-6.317,-86.74661173647833
0.01,46.32550048828125,-9.673,0.899,9.118,0.095,-6.597,-86.74661173647833
0.042,46.325836181640625,10.872,0.823,-1.452,0.008,-0.962,-86.74661173647833
-0.017,46.3261616230011,9.857,1.136,-1.207,0.053,5.863,-86.74661173647833
0.005,46.32650709152222,7.407,1.157,3.763,0.141,8.733,-86.74661173647833
0.157,46.90565538406372,-3.268,1.122,16.713,0.087,5.653,-86.74661173647833
0.034,46.9082190990448,0.652,1.037,1.803,0.087,4.953,-85.92083617410451
0.031,46.90865993499756,2.192,1.008,2.013,0.095,6.143,-85.92083617410451
-0.035,46.90899324417114,1.142,0.926,2.363,0.089,6.808,-85.92083617410451
0.083,46.909302949905396,-1.868,0.977,2.223,0.039,7.718,-85.92083617410451
0.025,46.90961670875549,-0.573,0.989,2.503,0.084,8.033,-85.92083617410451
0.051,46.90991473197937,-0.328,1.043,0.228,0.072,8.278,-85.92083617410451
0.012,46.91020846366882,-0.328,1.055,0.088,0.083,8.173,-86.27091266260769
-0.001,46.910508155822754,-0.188,1.05,0.613,0.057,7.998,-86.27091266260769
0.014,46.91080856323242,0.022,0.988,1.733,0.067,7.368,-86.27091266260769
0.004,46.91111445426941,0.477,1.001,1.908,0.054,6.563,-86.27091266260769
0.021,46.911463022232056,0.512,0.975,1.558,-0.076,4.638,-86.27091266260769
0.113,47.52661919593811,0.582,1.104,1.873,0.132,3.378,-86.27091266260769
0.093,47.52899956703186,-19.998,0.973,-21.892,-0.012,9.223,-87.50465703548217
-0.036,47.52944469451904,-22.413,0.995,-24.202,-0.202,10.168,-88.43142145914838
0.076,47.52978444099426,-23.533,1.066,-26.372,-0.039,10.273,-88.43142145914838
0.049,47.530131816864014,-20.663,0.987,-30.572,0.0,10.063,-88.43142145914838
0.103,47.530487298965454,-18.773,1.013,-32.112,-0.03,9.048,-88.43142145914838
0.094,47.53082466125488,-16.813,1.066,-30.782,0.101,7.613,-88.43142145914838
0.05,47.53116846084595,-18.108,0.943,-24.937,0.023,5.408,-88.43142145914838
0.071,47.531493186950684,-18.108,0.972,-22.872,0.043,5.058,-88.43142145914838
0.048,47.531818151474,-21.783,0.961,-14.017,-0.053,7.123,-88.43142145914838
0.151,47.53214168548584,-16.288,0.905,-8.627,0.23,8.418,-88.43142145914838
0.073,47.53269839286804,-14.818,0.894,-6.632,-0.026,9.153,-88.43142145914838
0.092,48.11132788658142,-7.923,0.966,-5.372,-0.015,8.978,-88.42831178793881
0.056,48.113558292388916,-0.853,1.081,2.328,-0.044,10.623,-91.67527805196963
0.095,48.11404347419739,-1.518,1.066,2.223,-0.045,10.378,-91.67527805196963
0.113,48.11440920829773,-2.708,1.225,2.748,-0.152,9.678,-91.67527805196963
0.026,48.1147723197937,1.597,0.854,3.378,-0.005,8.838,-91.67527805196963
0.094,48.115113496780396,-1.868,1.053,-3.062,-0.026,9.083,-92.6616667341962
0.085,48.115466833114624,-1.098,1.043,-0.857,-0.039,8.348,-92.6616667341962
0.078,48.11573576927185,-1.273,0.952,-1.697,0.03,7.578,-92.6616667341962
0.089,48.11605715751648,-0.363,0.994,-2.012,-0.018,7.263,-92.6616667341962
0.089,48.11639380455017,2.192,1.083,-0.122,0.009,5.758,-92.6616667341962
-0.023,48.116729497909546,4.607,0.952,1.768,-0.064,5.268,-92.6616667341962
0.102,48.11704730987549,2.227,0.966,-0.122,-0.055,4.743,-92.6616667341962
0.071,48.11735653877258,2.682,1.043,3.728,-0.076,4.323,-92.6616667341962
0.108,48.117668867111206,1.912,1.005,3.938,-0.001,3.448,-92.6616667341962
0.019,48.715922832489014,-2.113,1.011,4.988,0.009,3.378,-92.6616667341962
0.276,48.716601848602295,-5.753,1.21,18.323,0.004,8.313,-92.69679135484348
0.207,48.7188446521759,9.297,1.052,21.228,-0.197,5.303,-92.69679135484348
0.075,48.71918511390686,14.372,1.018,19.968,-0.1,4.498,-92.69679135484348
-0.037,48.719472885131836,10.837,1.201,19.268,-0.075,10.168,-92.69679135484348
0.055,48.719749212265015,4.607,1.098,12.758,-0.004,13.038,-92.69679135484348
0.138,48.72001910209656,3.977,0.961,11.638,0.002,12.303,-92.69679135484348
0.032,48.7203049659729,10.137,1.145,8.908,-0.067,11.813,-92.69679135484348
0.032,48.72058868408203,11.082,1.145,5.968,-0.067,11.533,-92.69679135484348
-0.122,48.72086238861084,13.112,0.886,4.113,0.217,15.313,-92.69679135484348
-0.129,48.72113299369812,-10.758,0.999,28.053,-0.225,18.253,-92.69679135484348
0.241,48.724024295806885,12.832,1.033,30.888,-0.194,16.748,-92.36990624840769
0.067,49.328633308410645,24.697,1.11,25.498,-0.177,12.513,-92.36990624840769
-0.009,49.33102345466614,3.312,0.86,7.193,-0.02,-7.402,-93.10081181850782
0.013,49.33136749267578,3.732,1.001,8.348,-0.069,-7.927,-93.10081181850782
0.012,49.33163332939148,0.617,0.823,4.953,-0.046,-9.502,-93.10081181850782
-0.037,49.331883668899536,3.207,1.088,6.283,-0.008,-10.027,-93.10081181850782
-0.041,49.332205057144165,1.912,1.173,0.263,-0.03,-9.397,-93.10081181850782
0.032,49.332568407058716,1.877,1.042,0.648,-0.062,-7.332,-93.10081181850782
0.044,49.33293557167053,-0.118,0.985,2.398,-0.024,-5.862,-93.10081181850782
0.044,49.3332941532135,-0.118,0.985,2.398,-0.024,-5.302,-93.10081181850782
0.017,49.33365750312805,0.022,0.977,2.188,-0.098,-3.727,-91.44246574589828
0.027,49.33406686782837,0.617,1.01,1.313,-0.039,-1.452,-91.44246574589828
-0.0,49.33805775642395,0.792,1.049,0.788,-0.066,0.543,-91.44246574589828
0.107,49.94159531593323,1.947,1.002,1.033,-0.049,1.523,-91.44246574589828
0.06,49.94382405281067,-1.658,0.92,-4.742,0.056,2.223,-92.2700299367395
0.036,49.94415473937988,-9.848,1.095,-7.997,0.042,2.573,-92.2700299367395
0.075,49.94444513320923,-10.198,1.226,-14.787,-0.083,5.793,-92.2700299367395
0.109,49.9446907043457,-4.983,0.859,-13.457,-0.122,6.878,-92.2700299367395
0.027,49.944926023483276,4.362,0.833,-14.087,-0.14,10.623,-92.2700299367395
0.102,49.94515633583069,6.672,0.933,-8.627,-0.042,13.038,-92.47110989525652
0.099,49.94538760185242,6.742,0.909,-3.867,-0.027,13.808,-92.47110989525652
0.115,49.94561409950256,8.212,1.089,-2.572,0.023,15.138,-92.47110989525652
0.115,49.94584608078003,1.667,0.983,-2.397,0.032,14.403,-92.47110989525652
0.048,49.946072816848755,-5.508,0.947,-0.472,0.034,12.828,-92.47110989525652
0.015,49.94629979133606,1.492,0.916,-5.127,0.029,12.023,-92.47110989525652
-0.057,50.551650524139404,4.467,1.019,-1.487,0.051,11.743,-92.47110989525652
0.109,50.5524525642395,0.127,0.914,-3.727,0.034,-9.502,-92.1246060921862
0.087,50.55479884147644,7.512,0.915,-10.412,0.031,-6.002,-92.1246060921862
0.128,50.55521893501282,7.022,1.057,-8.592,0.078,-4.602,-92.1246060921862
0.12,50.555604219436646,8.317,1.046,-7.472,0.107,-4.637,-91.77692291966345
0.185,50.555992126464844,9.122,0.959,-5.582,0.153,-5.057,-91.77692291966345
0.245,50.556379318237305,3.102,1.203,-3.867,0.284,-5.512,-91.77692291966345
0.14,50.556751012802124,-4.073,0.989,-1.697,0.037,-6.037,-91.77692291966345
0.088,50.55714702606201,-1.063,0.935,-4.357,0.033,-4.917,-91.77692291966345
0.129,50.55755162239075,4.817,0.976,-4.217,0.093,-1.347,-91.77692291966345
0.125,50.557939767837524,4.922,1.045,-0.507,0.15,-0.577,-91.77692291966345
0.219,50.55832862854004,2.892,0.968,-0.262,0.138,-0.927,-91.77692291966345
0.089,51.16416001319885,-4.913,0.812,-1.312,-0.061,-1.417,-91.77692291966345
0.075,51.16649580001831,-6.558,0.99,11.603,0.154,-3.447,-91.5059865046309
0.158,51.1668496131897,-7.013,1.089,11.533,0.192,-4.322,-91.5059865046309
0.08,51.16711115837097,-8.483,0.936,10.938,0.143,-6.177,-91.5059865046309
0.02,51.167354106903076,-10.758,1.254,10.168,0.105,-9.712,-91.5059865046309
0.086,51.167590379714966,-9.708,0.926,7.613,0.046,-13.037,-91.5059865046309
0.075,51.167821168899536,-7.818,0.847,10.133,0.08,-15.032,-91.5059865046309
0.097,51.16806197166443,-10.653,0.886,12.408,0.042,-20.947,-91.5059865046309
0.889,51.16835427284241,-38.898,1.428,-1.487,-0.608,-26.442,-91.5059865046309
-0.036,51.16860628128052,-4.423,1.262,33.233,0.174,-25.672,-91.5059865046309
0.285,51.168837785720825,-12.683,0.72,34.388,0.295,-31.027,-91.5059865046309
0.104,51.74847960472107,-7.083,1.374,45.448,0.172,-37.187,-89.66860137199312
0.017,51.75062298774719,2.927,1.01,5.863,0.029,-2.432,-88.12993146331871
0.045,51.75096082687378,2.367,1.046,4.568,0.054,-1.277,-88.96693909435804
0.055,51.751227378845215,1.702,1.021,3.658,0.079,-1.277,-88.96693909435804
0.031,51.751482009887695,0.022,1.043,0.788,0.05,-1.837,-88.96693909435804
0.014,51.75173544883728,-0.748,1.049,0.333,0.047,-1.312,-88.96693909435804
0.011,51.75198316574097,-0.468,1.045,0.823,0.069,-0.122,-88.96693909435804
0.038,51.752251863479614,0.407,0.973,1.943,0.052,0.788,-88.96693909435804
0.031,51.75251293182373,-0.223,1.014,2.573,0.099,0.158,-88.96693909435804
0.031,51.75275659561157,-0.433,0.984,1.663,0.068,-0.227,-88.96693909435804
0.0,51.753000259399414,-0.713,1.046,2.433,0.05,0.123,-88.96693909435804
0.006,52.32453966140747,0.932,1.023,4.148,0.088,0.718,-89.58377140022561
0.094,52.32696986198425,-7.363,1.139,-1.137,-0.016,7.158,-87.64516876800464
-0.0,52.32757329940796,-5.788,0.982,-0.472,0.054,7.788,-87.64516876800464
0.278,52.32796859741211,-9.148,0.947,-2.887,0.275,8.663,-89.1484176656383
0.087,52.32833647727966,-10.408,1.077,-2.607,-0.076,7.893,-89.1484176656383
0.005,52.328683376312256,-9.708,1.119,-5.022,0.012,9.433,-89.1484176656383
0.064,52.32903265953064,-11.843,1.075,-8.347,0.051,11.428,-89.1484176656383
0.055,52.329325914382935,-11.913,1.189,-6.282,-0.046,11.428,-89.1484176656383
-0.196,52.329633712768555,-13.033,0.832,-12.267,0.078,11.813,-89.1484176656383
0.104,52.32989549636841,-22.098,1.014,-11.357,0.055,12.023,-89.1484176656383
-0.005,52.33013987541199,-19.613,1.164,-12.197,-0.009,13.353,-89.1484176656383
0.007,52.33360934257507,-17.548,1.092,-15.207,-0.073,13.983,-89.1484176656383
0.064,52.9115891456604,-17.548,1.104,-17.972,0.034,14.403,-89.1484176656383
0.064,52.91390776634216,-2.323,0.989,-0.437,-0.052,11.813,-90.98125469062802
0.054,52.91429924964905,-1.658,1.042,1.103,-0.072,11.603,-90.98125469062802
0.098,52.91464614868164,-0.713,1.02,2.188,-0.065,11.113,-90.98125469062802
0.052,52.9149649143219,-0.783,0.971,2.923,-0.037,11.043,-90.98125469062802
0.055,52.91531467437744,-1.763,0.971,1.803,0.01,11.148,-90.98125469062802
0.104,52.91568374633789,-0.713,1.017,2.748,-0.077,11.393,-91.01225638578072
0.054,52.916041135787964,0.057,0.932,1.838,-0.024,11.148,-91.01225638578072
0.063,52.9163339138031,0.722,1.044,0.648,-0.024,10.728,-91.01225638578072
0.046,52.916621685028076,2.577,1.055,1.663,-0.036,10.343,-91.01225638578072
0.053,52.9168975353241,2.892,0.97,1.978,-0.026,9.538,-91.01225638578072
0.046,52.92087745666504,1.842,1.033,1.908,-0.003,9.363,-91.01225638578072
0.066,53.53448987007141,2.472,0.991,2.853,-0.039,9.153,-91.01225638578072
-0.138,53.53682494163513,-7.958,1.101,28.753,-0.192,-15.942,-91.56745317676516
-0.106,53.53720045089722,-4.108,1.029,30.013,-0.042,-16.957,-91.56745317676516
-0.137,53.537524938583374,0.092,1.267,26.513,-0.122,-28.612,-91.56745317676516
-0.271,53.537830114364624,11.082,1.009,26.338,-0.02,-22.977,-91.56745317676516
-0.087,53.538126707077026,10.872,1.149,26.443,-0.048,-25.602,-91.56745317676516
-0.144,53.5384202003479,10.907,1.038,23.888,0.034,-26.547,-91.56745317676516
-0.126,53.538710594177246,15.002,1.23,20.528,-0.061,-27.492,-91.56745317676516
-0.119,53.538997173309326,17.032,1.01,21.263,0.055,-27.737,-91.56745317676516
-0.13,53.5393009185791,17.382,1.147,20.178,-0.02,-27.632,-88.86734859671313
-0.146,53.53959894180298,15.142,1.089,17.658,0.048,-28.157,-88.86734859671313
-0.129,54.11244511604309,15.142,1.03,15.033,0.021,-31.587,-88.86734859671313
-0.215,54.11312961578369,24.137,0.902,14.578,0.026,-24.447,-80.38981070576196
-0.263,54.115259647369385,24.732,0.81,11.568,0.084,-25.042,-80.38981070576196
-0.203,54.115615129470825,26.272,0.826,7.333,0.086,-25.182,-80.38981070576196
-0.206,54.1160101890564,26.797,0.835,6.878,0.088,-24.972,-80.38981070576196
-0.257,54.116337299346924,29.282,0.798,4.988,0.059,-24.832,-80.38981070576196
-0.234,54.11662149429321,30.962,0.77,2.853,0.085,-24.202,-80.38981070576196
-0.246,54.11688542366028,31.417,0.812,0.543,0.032,-24.097,-80.38981070576196
-0.2,54.11714005470276,31.172,0.789,-0.682,0.078,-22.907,-80.38981070576196
-0.206,54.117403507232666,29.947,0.815,-1.662,0.06,-20.982,-80.38981070576196
-0.203,54.11765122413635,26.062,0.795,-2.572,0.075,-19.827,-80.64405572326636
-0.221,54.1178925037384,22.317,0.805,-4.042,0.066,-18.322,-80.64405572326636
-0.198,54.70066714286804,18.642,0.797,-3.517,0.047,-16.957,-80.64405572326636
-0.131,54.70331406593323,10.347,0.967,5.058,0.195,10.028,-84.90890817888028
-0.132,54.70392894744873,9.332,1.06,3.728,0.109,8.803,-84.90890817888028
-0.183,54.70436239242554,9.332,1.06,3.728,0.109,8.803,-84.90890817888028
-0.193,54.7047278881073,5.027,0.721,5.373,0.157,6.318,-84.90890817888028
-0.171,54.70509624481201,2.787,1.11,2.433,0.073,3.833,-84.90890817888028
-0.213,54.70547962188721,2.472,0.719,3.518,0.151,2.993,-84.90890817888028
-0.2,54.70582914352417,2.192,0.968,5.793,0.038,1.803,-84.90890817888028
-0.213,54.70615339279175,1.877,0.927,3.868,0.205,0.543,-84.90890817888028
-0.203,54.70646262168884,0.092,0.879,4.218,0.129,-2.152,-84.90890817888028
-0.202,54.706777572631836,0.757,0.9,5.758,0.115,-1.662,-85.13659287684253
-0.24,54.70990490913391,1.737,1.006,4.603,0.044,-4.987,-85.13659287684253
-0.24,55.29267883300781,1.737,1.006,5.793,0.044,-5.967,-85.13659287684253
-0.1,55.29487323760986,-3.548,1.132,-24.622,-0.065,-56.997,-80.61255606719926
-0.143,55.295286655426025,-2.638,1.057,-26.932,-0.062,-57.102,-80.61255606719926
-0.137,55.29561519622803,-3.128,1.153,-27.807,-0.084,-56.997,-80.61255606719926
-0.169,55.29598641395569,-4.143,1.056,-29.627,-0.088,-57.032,-80.61255606719926
-0.173,55.296337604522705,-5.228,1.14,-30.222,-0.069,-56.787,-80.61255606719926
-0.163,55.296605587005615,-6.278,1.027,-31.167,-0.068,-56.822,-80.61255606719926
-0.108,55.29688572883606,-8.588,1.076,-31.797,-0.027,-55.737,-80.61255606719926
-0.111,55.29713249206543,-9.848,1.07,-33.232,0.006,-55.457,-80.61255606719926
-0.107,55.297367811203,-12.123,1.057,-35.052,-0.028,-54.232,-78.79545106873694
-0.041,55.297598361968994,-14.398,1.105,-34.947,0.04,-52.867,-78.79545106873694
-0.102,55.876654863357544,-15.833,1.115,-36.312,-0.013,-51.852,-78.79545106873694
-0.01,55.87905669212341,-1.973,1.039,15.733,0.017,-23.607,-75.56793706386408
0.02,55.8794219493866,-3.513,1.048,15.348,0.035,-22.067,-75.56793706386408
0.001,55.87968158721924,-6.138,1.055,13.423,0.023,-20.947,-75.56793706386408
0.002,55.87991976737976,-8.763,1.058,12.758,0.003,-19.232,-75.56793706386408
0.017,55.88015294075012,-10.163,1.037,10.553,0.022,-18.777,-75.56793706386408
0.025,55.880406856536865,-11.563,1.03,9.328,0.02,-16.782,-75.56793706386408
0.001,55.88066649436951,-10.828,1.015,8.418,-0.003,-15.277,-75.56793706386408
-0.012,55.88090491294861,-8.903,1.023,6.493,-0.015,-14.647,-75.56793706386408
-0.003,55.881133794784546,-4.843,1.02,3.763,-0.033,-13.142,-75.56793706386408
-0.007,55.88136410713196,-1.623,0.999,2.433,-0.038,-12.232,-74.78701053899171
0.023,55.886085987091064,-0.153,1.069,2.503,-0.045,-11.462,-74.78701053899171
-0.043,56.52253079414368,0.862,0.986,-0.367,-0.07,-10.937,-74.78701053899171
-0.011,56.52492547035217,5.517,0.929,-6.247,-0.083,10.063,-76.11674366685152
0.014,56.52547645568848,4.782,1.133,-5.232,0.029,10.553,-76.11674366685152
-0.093,56.525877952575684,6.567,0.938,-3.692,-0.079,10.973,-76.11674366685152
0.012,56.52623987197876,1.737,1.159,-4.217,-0.068,11.778,-76.11674366685152
0.013,56.52658295631409,-1.658,1.045,0.088,-0.056,13.913,-77.12093061451347
0.057,56.526909589767456,0.512,1.125,0.088,-0.046,14.963,-77.12093061451347
0.027,56.52723479270935,0.477,1.06,-3.307,-0.078,15.173,-77.12093061451347
0.014,56.52755808830261,3.802,1.092,-5.617,-0.124,14.893,-77.12093061451347
-0.01,56.52787470817566,2.892,0.924,-3.412,-0.089,15.663,-77.12093061451347
-0.019,56.52821946144104,2.787,1.124,-2.817,-0.088,15.173,-77.12093061451347
0.057,56.533121824264526,2.752,1.023,-1.452,-0.056,16.853,-77.12093061451347
-0.06,57.130847692489624,1.597,1.001,0.473,-0.027,16.713,-77.12093061451347
0.109,57.13336539268494,12.972,1.06,-5.372,-0.001,15.663,-79.83240104058335
0.019,57.13393020629883,3.102,1.139,-3.307,0.027,16.538,-81.04432730664256
0.107,57.13438606262207,-5.578,1.119,10.238,0.055,15.733,-81.04432730664256
0.105,57.13475799560547,-1.903,0.926,6.178,-0.127,11.603,-81.04432730664256
0.058,57.13507533073425,0.967,1.184,3.378,-0.088,6.318,-81.04432730664256
0.047,57.13535213470459,-0.293,0.984,-0.892,0.056,3.588,-81.04432730664256
0.043,57.135619163513184,-1.518,1.095,-1.907,0.025,0.158,-81.04432730664256
0.061,57.135881185531616,-1.483,0.938,0.578,0.014,-2.292,-81.04432730664256
0.049,57.13614201545715,-2.533,1.115,0.823,-0.034,-3.972,-81.04432730664256
0.048,57.136420011520386,0.337,0.98,-0.052,-0.02,-5.547,-81.04432730664256
0.041,57.13852620124817,1.912,0.971,0.298,0.026,-6.177,-81.04432730664256
0.05,57.74994969367981,0.652,1.012,0.018,-0.046,-6.807,-82.14612601909516
0.094,57.752772092819214,1.947,1.05,-1.067,-0.021,5.933,-81.57896559753722
0.095,57.75328779220581,1.807,1.021,-1.312,-0.03,5.303,-81.57896559753722
0.075,57.75369644165039,-0.993,0.995,2.468,-0.034,6.213,-81.57896559753722
0.08,57.75406789779663,-1.973,1.026,2.923,-0.009,5.898,-81.57896559753722
0.089,57.75444149971008,-2.183,1.038,3.973,-0.034,5.653,-81.57896559753722
0.1,57.75477957725525,-0.398,1.113,4.393,-0.075,4.603,-81.57896559753722
0.079,57.75503754615784,0.757,0.918,2.748,-0.023,3.763,-81.57896559753722
0.11,57.755276918411255,0.162,1.048,2.923,-0.086,4.078,-81.57896559753722
0.125,57.755510091781616,1.562,1.03,3.133,-0.006,3.973,-81.50458082778948
0.09,57.7557475566864,2.262,0.789,-1.592,0.044,2.748,-81.50458082778948
0.1,57.75728368759155,-7.468,1.149,-5.022,-0.019,1.243,-81.50458082778948
0.13,58.35894227027893,-4.983,0.938,-4.252,-0.052,0.368,-81.50458082778948
-0.043,58.36123180389404,-0.993,0.978,-4.847,0.057,10.868,-78.50676355512128
0.018,58.361602544784546,-3.023,1.077,-5.722,0.001,10.483,-78.50676355512128
-0.047,58.36187410354614,-0.013,0.885,-4.042,0.081,9.398,-78.50676355512128
0.131,58.36212706565857,1.842,1.173,-3.587,-0.096,9.118,-78.50676355512128
-0.047,58.36237192153931,10.837,0.735,0.298,0.196,5.898,-78.50676355512128
0.117,58.362614154815674,22.457,1.226,12.583,-0.009,3.693,-78.20587141987042
-0.021,58.36286473274231,20.042,1.14,11.603,0.176,4.673,-78.20587141987042
-0.046,58.36315965652466,-9.148,0.961,-8.137,0.066,4.218,-78.20587141987042
0.101,58.36352038383484,-0.888,0.798,1.943,0.093,3.518,-78.20587141987042
0.163,58.36378526687622,-5.473,0.974,-6.947,-0.007,1.838,-78.20587141987042
-0.013,58.366830587387085,1.212,1.269,-2.887,-0.096,-0.927,-78.20587141987042
0.172,58.979207038879395,7.547,0.798,8.348,-0.147,-1.977,-78.20587141987042
0.085,58.98163652420044,-1.588,1.037,0.718,0.026,0.018,-78.73479988992166
0.073,58.98200488090515,-1.728,1.096,2.573,-0.032,0.158,-78.73479988992166
0.091,58.98226356506348,-3.688,0.978,0.508,0.055,0.088,-79.40431450888342
0.078,58.98250603675842,-2.428,0.969,0.998,0.012,0.963,-79.40431450888342
0.05,58.982739210128784,-0.573,1.02,1.068,0.014,1.418,-79.40431450888342
0.033,58.982969999313354,-0.013,0.958,0.613,0.014,1.628,-79.40431450888342
0.042,58.98319935798645,-0.223,1.038,1.593,0.022,1.908,-79.40431450888342
0.015,58.98342418670654,-0.328,0.971,1.453,0.012,1.383,-79.40431450888342
0.012,58.983662843704224,0.827,0.972,1.943,-0.038,0.613,-79.40431450888342
-0.005,58.98401880264282,0.792,1.013,3.868,0.01,-0.297,-79.40431450888342
-0.037,58.984352588653564,2.437,1.006,4.988,-0.028,-0.682,-79.40431450888342
-0.026,59.59509563446045,1.562,1.08,2.328,0.01,-2.117,-79.40431450888342
0.013,59.59743404388428,5.902,1.053,-5.127,0.087,-4.847,-80.27381930439887
0.102,59.5978057384491,4.572,0.958,-8.242,0.202,-3.517,-80.27381930439887
-0.073,59.59816241264343,-2.673,1.866,-8.487,-0.163,-2.012,-80.27381930439887
-0.076,59.59847092628479,2.262,1.0,-20.037,0.336,-1.627,-80.27381930439887
0.389,59.598788022994995,-9.078,1.463,-23.747,0.25,0.403,-80.27381930439887
0.067,59.5990936756134,-6.978,0.624,-26.652,0.023,1.523,-80.27381930439887
