vz,ay,comp,vx,az,ax,vy,time
0.106,0.038,-81.16421340186007,-0.15,1.012,-0.01,1.288,1.3933956623077393
0.106,0.041,-80.79417649036347,-0.255,1.009,-0.011,0.868,1.3954801559448242
0.036,0.038,-80.79417649036347,-0.22,1.013,-0.015,1.113,1.3959376811981201
0.176,0.035,-80.79417649036347,-0.185,1.013,-0.018,1.008,1.3962628841400146
0.036,0.041,-80.79417649036347,-0.185,1.01,-0.012,0.938,1.3965260982513428
-0.069,0.035,-80.81397914032324,-0.185,1.013,-0.015,1.008,1.3968195915222168
-0.104,0.036,-80.81397914032324,-0.22,1.013,-0.013,1.043,1.3970692157745361
-0.069,0.035,-80.81397914032324,-0.15,1.011,-0.011,1.043,1.3972899913787842
-0.139,0.039,-80.81397914032324,-0.29,1.016,-0.015,0.973,1.3974997997283936
-0.034,0.037,-80.81397914032324,-0.255,1.011,-0.003,1.078,1.397707462310791
-0.104,0.036,-80.81397914032324,-0.08,1.012,-0.0,1.148,1.3979222774505615
-0.104,0.038,-80.81397914032324,-0.325,1.015,-0.015,0.938,1.9465699195861816
-0.104,0.033,-80.80928283611088,-0.115,1.013,-0.017,0.798,1.947134256362915
0.036,0.043,-80.80928283611088,-0.22,1.006,-0.012,1.043,1.9490711688995361
0.106,0.044,-80.80928283611088,-0.325,1.008,-0.008,1.253,1.9493460655212402
0.071,0.034,-80.80928283611088,-0.22,1.012,-0.022,1.183,1.9495937824249268
-0.034,0.043,-80.80928283611088,-0.22,1.011,-0.011,0.938,1.9498491287231445
0.141,0.034,-80.80928283611088,-0.255,1.013,-0.015,0.903,1.9501593112945557
-0.139,0.038,-80.80928283611088,-0.185,1.012,-0.011,1.008,1.9504454135894775
0.211,0.038,-80.80928283611088,-0.325,1.011,-0.012,1.043,1.950702428817749
-0.034,0.039,-80.49975868466271,-0.115,1.016,-0.009,1.008,1.9509522914886475
-0.034,0.037,-80.49975868466271,-0.185,1.014,-0.015,1.008,1.9512147903442383
0.106,0.036,-80.49975868466271,-0.22,1.007,-0.015,1.043,1.9529242515563965
-0.034,0.045,-80.49975868466271,-0.325,1.009,-0.006,0.938,2.486304521560669
-0.069,0.041,-80.90273206875621,-0.115,1.015,-0.008,0.938,2.4868223667144775
0.071,0.031,-80.90273206875621,-0.08,1.013,-0.009,0.973,2.4884698390960693
-0.069,0.032,-80.90273206875621,-0.15,1.009,-0.012,0.973,2.488713502883911
0.141,0.032,-80.90273206875621,-0.22,1.016,-0.014,1.113,2.4889373779296875
-0.069,0.038,-80.42713598004363,-0.185,1.007,-0.012,0.973,2.4891562461853027
0.071,0.04,-80.42713598004363,-0.185,1.01,-0.009,1.043,2.4893760681152344
0.036,0.034,-80.42713598004363,-0.36,1.011,-0.018,1.043,2.489591360092163
0.036,0.038,-80.42713598004363,-0.29,1.013,-0.007,1.113,2.489802837371826
-0.034,0.039,-80.42713598004363,-0.255,1.014,-0.011,1.183,2.4900145530700684
0.001,0.034,-80.42713598004363,-0.185,1.012,-0.024,1.043,2.4902729988098145
0.071,0.04,-80.42713598004363,-0.22,1.01,-0.004,0.903,2.490933656692505
-0.104,0.041,-80.42713598004363,-0.255,1.014,-0.014,1.078,2.49303936958313
0.071,0.043,-80.42713598004363,-0.36,1.016,-0.003,0.973,2.994255304336548
-17.534,0.018,-81.18100363556802,-14.395,0.931,0.043,-13.342,2.9947478771209717
-17.149,-0.057,-81.04752666584584,-14.675,1.025,0.037,-10.052,2.996647357940674
-16.134,0.003,-81.04752666584584,-11.21,1.031,0.057,-6.027,2.9969482421875
-14.489,0.021,-81.04752666584584,-8.2,0.997,0.02,-0.217,2.9972455501556396
-13.089,0.019,-81.04752666584584,-3.685,1.054,0.073,5.418,2.9975168704986572
-11.164,0.021,-81.04752666584584,1.075,1.026,0.102,9.198,2.9977407455444336
-9.134,0.031,-81.04752666584584,2.825,0.91,0.084,10.108,2.9979300498962402
-8.364,0.067,-81.04752666584584,0.83,0.828,0.048,7.448,2.998112440109253
-8.259,0.0,-81.04752666584584,0.69,1.01,0.105,8.008,2.9983065128326416
-8.994,0.037,-81.04752666584584,-4.945,1.018,0.11,9.583,2.9985272884368896
-3.884,0.049,-81.3118618856136,2.16,0.943,0.071,10.703,3.569453001022339
-0.279,-0.07,-79.40202537887752,3.805,0.843,0.059,-6.482,3.5700018405914307
-1.364,-0.128,-79.40202537887752,3.14,0.95,0.065,-3.542,3.5720973014831543
-3.149,-0.025,-79.40202537887752,-2.075,1.136,0.061,-11.277,3.5723674297332764
-5.389,-0.02,-79.62597887150235,-3.825,1.058,0.144,-5.677,3.5726242065429688
-5.774,-0.097,-78.93154872966228,-0.57,0.982,0.316,1.323,3.5728671550750732
-5.634,-0.049,-78.93154872966228,1.25,1.01,0.104,-0.707,3.5731050968170166
-4.969,-0.041,-78.93154872966228,-0.78,0.984,0.13,-2.527,3.573350429534912
-3.989,-0.04,-78.93154872966228,-1.69,1.034,0.071,-0.462,3.573585033416748
-3.849,-0.01,-78.93154872966228,-4.875,1.086,0.145,0.623,3.573814868927002
-3.569,-0.01,-78.93154872966228,-4.21,1.03,0.09,2.863,3.574124336242676
-3.814,0.024,-78.93154872966228,-5.295,0.984,0.053,2.618,3.574415922164917
-3.954,0.005,-78.93154872966228,-5.75,0.941,0.038,2.058,3.5747182369232178
-3.289,-0.038,-78.93154872966228,-8.515,0.994,-0.023,1.988,4.1058948040008545
-13.404,-0.013,-79.39324225152558,-0.605,0.944,-0.037,6.083,4.106508255004883
-12.879,0.015,-79.39324225152558,-2.355,0.966,-0.014,0.693,4.106847763061523
-10.289,0.015,-79.39324225152558,-4.315,1.103,-0.048,-5.152,4.108722448348999
-7.909,0.027,-79.39324225152558,-1.515,1.028,-0.032,-3.297,4.1090428829193115
-6.859,0.035,-79.39324225152558,0.235,0.98,-0.048,-1.547,4.109350919723511
-4.759,0.048,-79.39324225152558,-0.465,0.945,-0.004,1.148,4.109659194946289
-3.289,0.059,-79.39324225152558,-2.985,0.967,0.067,0.413,4.109957218170166
-1.679,0.034,-80.22953539409767,-3.65,0.951,0.025,1.498,4.110253095626831
-1.434,0.034,-80.22953539409767,-2.495,1.025,0.004,-1.372,4.110543727874756
-2.379,0.041,-80.22953539409767,1.215,1.11,0.027,-2.562,4.110824823379517
-3.674,0.028,-80.22953539409767,0.2,0.987,0.032,-1.442,4.624341011047363
-14.944,0.088,-80.1838852034648,-2.775,1.171,-0.055,-20.517,4.626351594924927
-11.339,0.047,-80.1838852034648,-8.62,1.097,0.058,-28.637,4.62675666809082
-5.984,0.011,-80.1838852034648,9.335,0.988,-0.045,-28.707,4.627051830291748
-7.279,-0.09,-80.1838852034648,10.665,0.919,0.023,-27.482,4.627329111099243
-6.439,0.046,-80.1838852034648,3.0,0.941,0.019,-21.672,4.627595901489258
-3.254,0.045,-81.39456782878429,7.235,1.125,0.037,-24.962,4.627857685089111
-1.644,-0.0,-81.39456782878429,15.88,1.03,0.067,-26.012,4.6281280517578125
-2.519,0.037,-81.39456782878429,18.96,0.882,0.103,-27.447,4.6283814907073975
-1.819,-0.014,-81.39456782878429,18.47,0.862,0.111,-34.692,4.628633737564087
-0.769,0.019,-81.39456782878429,16.335,1.035,0.087,-42.777,4.628883600234985
-0.139,0.03,-81.39456782878429,17.805,1.043,0.051,-43.232,4.631272554397583
-0.664,0.065,-81.39456782878429,24.77,1.078,0.076,-36.827,4.63286280632019
-1.084,-0.006,-81.39456782878429,25.295,1.001,0.041,-31.332,5.107277154922485
-2.834,0.13,-78.57055734572118,-0.29,1.003,0.148,-0.567,5.107781410217285
-2.379,0.13,-78.57055734572118,-0.29,1.003,0.148,-1.092,5.108093500137329
-1.644,0.123,-78.57055734572118,1.145,1.006,0.165,-1.372,5.108332395553589
-1.399,0.132,-78.57055734572118,3.35,1.039,0.155,-2.212,5.108582496643066
-1.504,0.147,-78.57055734572118,5.345,0.999,0.118,-2.702,5.108803987503052
-2.134,0.139,-78.40664088228652,4.785,1.0,0.134,-5.432,5.109048366546631
-3.009,0.12,-78.40664088228652,4.33,0.954,0.129,-6.272,5.1092870235443115
-4.269,0.141,-78.40664088228652,4.645,0.977,0.13,-4.977,5.111151695251465
-5.564,0.132,-78.40664088228652,4.155,0.98,0.097,-3.717,5.111447811126709
-6.719,0.115,-78.40664088228652,2.895,0.932,0.111,-3.612,5.111701965332031
-7.559,0.134,-78.40664088228652,1.11,0.975,0.123,-2.142,5.581458330154419
-5.354,0.179,-76.75033251891094,-5.225,1.023,0.163,10.283,5.583725452423096
-7.629,0.137,-76.75033251891094,-6.03,1.004,0.13,13.888,5.584122180938721
-10.849,0.156,-76.75033251891094,-6.835,0.915,0.08,18.368,5.584400415420532
-13.684,0.175,-76.75033251891094,-6.87,0.947,0.123,22.043,5.584668159484863
-17.289,0.132,-76.75033251891094,-11.0,1.031,0.156,21.343,5.584929943084717
-20.369,0.215,-76.75033251891094,-16.18,0.929,0.249,21.448,5.585187196731567
-23.344,0.175,-76.75033251891094,-19.225,0.992,0.221,20.083,5.58544135093689
-23.379,0.142,-77.35972204333144,-17.685,1.003,0.169,16.828,5.585698843002319
-22.224,0.207,-77.35972204333144,-10.79,1.045,0.168,17.633,5.585953712463379
-21.104,0.199,-77.35972204333144,-2.635,0.986,0.132,18.823,5.58621883392334
-19.634,0.185,-77.35972204333144,-2.74,1.018,0.168,18.473,6.092248916625977
-3.709,0.013,-75.96375653207353,5.73,1.141,-0.012,-2.702,6.094382047653198
0.421,0.001,-75.96375653207353,4.435,1.011,-0.038,2.303,6.094727039337158
3.816,-0.02,-75.96375653207353,5.765,0.981,-0.002,0.378,6.0949647426605225
7.666,0.035,-75.96375653207353,2.685,0.966,0.08,-2.737,6.095184803009033
14.211,0.066,-75.96375653207353,-2.635,0.904,0.041,-5.117,6.095428705215454
16.311,0.023,-75.96375653207353,-2.6,0.969,0.167,-6.062,6.095654010772705
17.991,0.112,-77.49534370341811,4.855,1.025,-0.029,-2.212,6.095865488052368
20.371,0.076,-77.49534370341811,0.48,1.083,0.159,-1.827,6.096072196960449
21.561,0.087,-77.49534370341811,0.76,0.96,0.046,3.808,6.0963029861450195
22.016,0.096,-77.49534370341811,-2.775,0.922,0.098,4.053,6.096556663513184
21.491,0.076,-77.49534370341811,-1.655,0.974,0.106,0.238,6.096771478652954
20.091,0.113,-77.49534370341811,-2.285,1.018,0.096,-1.757,6.0975189208984375
17.816,0.107,-77.49534370341811,-3.545,1.053,0.075,-1.932,6.5863847732543945
-6.999,0.071,-78.97633955963954,-23.075,1.139,0.081,-30.667,6.588494777679443
-10.499,0.029,-78.97633955963954,-23.39,1.139,0.102,-32.872,6.588940382003784
-12.879,-0.057,-78.97633955963954,-33.47,1.047,0.019,-35.847,6.589213848114014
-14.139,-0.057,-78.97633955963954,-33.47,1.047,0.019,-35.847,6.589456081390381
-13.474,0.056,-78.84984340717105,-45.895,0.943,0.019,-33.397,6.589742660522461
-10.639,0.028,-78.84984340717105,-42.43,1.031,0.106,-33.502,6.590071678161621
-7.909,-0.008,-78.84984340717105,-35.395,0.943,0.154,-34.692,6.590386867523193
-3.709,-0.008,-78.84984340717105,-29.655,0.92,0.13,-34.972,6.590695142745972
-0.209,0.133,-78.84984340717105,-23.355,0.77,0.075,-33.677,6.590995788574219
3.851,0.079,-78.84984340717105,-19.085,0.991,0.08,-25.277,6.591289043426514
8.051,0.056,-78.84984340717105,-19.785,1.037,0.091,-13.202,7.040106296539307
23.311,-0.08,-80.48018216594573,11.295,1.03,0.083,10.458,7.040670394897461
22.611,-0.077,-80.48018216594573,10.07,0.975,0.105,11.158,7.042393684387207
21.246,-0.089,-80.48018216594573,9.825,0.953,0.081,10.493,7.042707681655884
19.951,-0.102,-80.48018216594573,9.37,1.003,0.096,10.738,7.042979955673218
17.536,-0.075,-80.48018216594573,9.055,1.012,0.113,8.533,7.043264389038086
16.941,-0.111,-80.48018216594573,8.985,1.008,0.096,6.363,7.043518543243408
15.401,-0.132,-80.48018216594573,11.645,0.989,0.11,5.943,7.043772459030151
14.316,-0.06,-80.48018216594573,11.26,0.929,0.068,5.313,7.044020414352417
13.966,-0.109,-80.48018216594573,11.575,1.025,0.107,5.873,7.044267177581787
13.651,-0.115,-80.09711810614542,12.24,1.056,0.074,7.273,7.0445098876953125
14.071,-0.096,-80.09711810614542,13.045,1.042,0.035,13.013,7.044755935668945
13.546,-0.094,-80.09711810614542,17.21,1.026,0.063,19.838,7.047800779342651
11.866,-0.068,-80.09711810614542,21.83,1.04,0.081,23.338,7.547458648681641
35.351,0.009,-77.14577417297112,-0.57,0.787,-0.039,-5.467,7.548029661178589
31.396,0.014,-77.14577417297112,-7.605,0.976,0.039,-7.567,7.5499186515808105
26.566,-0.083,-77.14577417297112,1.6,1.033,0.209,-5.432,7.5502400398254395
23.031,0.058,-77.14577417297112,21.55,0.936,0.147,4.333,7.550562381744385
18.866,0.09,-77.14577417297112,7.06,0.961,0.067,-4.032,7.550906181335449
8.436,-0.106,-77.19721684068544,-7.325,1.256,0.248,-3.717,7.551258087158203
6.161,0.072,-77.19721684068544,-5.19,1.196,0.192,2.338,7.551631212234497
1.576,-0.068,-77.19721684068544,-8.655,1.098,0.189,3.668,7.551907777786255
-4.724,0.03,-77.19721684068544,-3.09,0.958,0.268,3.248,7.5521321296691895
-10.114,-0.056,-77.19721684068544,-0.5,0.872,0.148,1.848,7.552345275878906
-12.949,-0.09,-77.19721684068544,-3.545,0.904,0.15,-4.732,7.553231954574585
-15.819,-0.015,-77.19721684068544,-2.88,0.954,0.044,-2.702,8.031713724136353
-5.704,-0.023,-77.41151674356166,1.495,1.017,-0.002,-0.427,8.033814191818237
-4.899,-0.019,-77.41151674356166,0.62,1.09,0.051,2.408,8.034225225448608
-5.214,0.023,-77.41151674356166,3.385,1.003,0.017,4.298,8.03453803062439
-5.494,-0.023,-77.41151674356166,3.77,1.001,0.045,0.588,8.034862995147705
-5.319,-0.032,-77.41151674356166,8.425,1.12,-0.021,4.403,8.035148859024048
-3.954,-0.052,-77.41151674356166,8.565,0.998,0.049,3.773,8.03545618057251
-2.554,-0.018,-77.88304567248764,3.77,0.932,0.022,3.318,8.03573489189148
-2.554,-0.017,-77.88304567248764,3.77,0.972,0.048,3.318,8.03601598739624
-2.064,-0.006,-77.88304567248764,1.67,1.003,0.031,-1.477,8.036299467086792
-2.834,0.004,-77.88304567248764,1.88,0.991,0.04,-1.477,8.036579847335815
-3.884,0.001,-77.88304567248764,5.66,0.995,0.026,-4.662,8.036864519119263
-4.514,-0.001,-77.88304567248764,7.865,0.992,0.022,-5.817,8.54252552986145
-7.629,0.001,-77.36882808200123,2.965,1.061,0.119,-1.827,8.543241739273071
-12.494,0.028,-77.36882808200123,1.495,1.053,0.142,2.548,8.54513669013977
-13.754,0.044,-77.36882808200123,0.34,1.013,0.131,1.813,8.545479774475098
-16.029,0.042,-77.36882808200123,-0.85,1.032,0.172,2.373,8.545777559280396
-18.024,0.073,-77.36882808200123,0.655,1.026,0.154,0.028,8.546055793762207
-19.109,0.074,-77.30018748746528,5.94,1.039,0.171,-5.012,8.546335935592651
-19.109,0.047,-77.30018748746528,10.35,1.003,0.172,-9.282,8.546608209609985
-17.954,0.074,-77.30018748746528,14.2,1.066,0.154,-13.132,8.546875238418579
-17.779,0.073,-77.30018748746528,16.86,1.062,0.135,-14.147,8.547149419784546
-17.849,0.08,-77.30018748746528,19.065,0.987,0.15,-15.512,8.547436714172363
-17.954,0.066,-77.30018748746528,19.87,0.95,0.145,-16.247,8.547698736190796
-17.394,0.066,-77.30018748746528,16.895,0.948,0.161,-15.162,9.04634165763855
3.256,0.143,-74.79708507579316,4.68,0.981,0.191,-1.582,9.048760175704956
2.591,0.107,-74.79708507579316,4.295,0.985,0.202,-2.037,9.0491361618042
2.206,0.14,-74.79708507579316,5.485,0.956,0.163,-2.842,9.049431324005127
2.521,0.132,-74.94051636338087,3.805,0.962,0.162,-3.612,9.04971957206726
2.591,0.124,-74.94051636338087,3.245,1.027,0.182,-1.092,9.049989461898804
1.926,0.13,-74.94051636338087,1.46,1.021,0.185,0.203,9.050252199172974
1.716,0.115,-74.94051636338087,0.69,0.986,0.169,3.108,9.050506830215454
1.786,0.156,-74.94051636338087,-1.725,0.922,0.165,5.348,9.05076003074646
1.996,0.135,-74.94051636338087,-3.37,0.862,0.212,4.648,9.051012754440308
2.731,0.136,-74.94051636338087,1.53,0.864,0.231,4.088,9.051263093948364
4.621,0.171,-74.94051636338087,1.46,0.846,0.162,3.563,9.054718494415283
4.201,0.16,-74.94051636338087,-2.985,1.119,0.191,4.543,9.541467428207397
34.056,-0.005,-73.1106868451003,-14.885,1.45,0.304,38.213,9.543552875518799
27.021,0.193,-73.1106868451003,-37.985,1.282,0.088,53.753,9.54404330253601
21.911,-0.05,-73.1106868451003,-52.125,0.834,0.142,55.048,9.54435682296753
19.881,0.007,-73.63259298169908,-44.285,1.213,0.038,59.598,9.544662714004517
26.111,-0.147,-73.63259298169908,-20.45,1.344,0.033,43.813,9.544958114624023
27.546,0.291,-73.63259298169908,19.24,1.229,-0.107,15.323,9.545254230499268
23.031,0.093,-73.63259298169908,18.925,1.175,-0.176,-5.852,9.545555114746094
15.086,-0.027,-73.63259298169908,-4.28,0.975,-0.303,1.883,9.54585075378418
6.406,0.007,-73.63259298169908,-28.535,1.202,-0.015,24.983,9.546143531799316
7.596,0.192,-73.63259298169908,-11.49,1.099,-0.053,8.918,9.546450138092041
4.901,-0.188,-73.63259298169908,15.005,0.636,-0.207,-7.952,10.058216094970703
6.476,0.1,-76.09653909740105,-2.985,1.074,-0.068,0.168,10.060759782791138
9.206,0.049,-76.09653909740105,-5.505,1.021,-0.078,-3.577,10.0611732006073
11.061,0.053,-76.09653909740105,-2.565,0.99,-0.101,-1.477,10.061472415924072
12.391,0.052,-76.09653909740105,0.585,1.01,-0.077,2.198,10.061757564544678
12.636,0.06,-76.09653909740105,1.67,1.027,-0.063,2.688,10.06203317642212
12.041,0.021,-76.09653909740105,1.18,1.044,-0.039,-0.392,10.062324047088623
11.481,0.038,-76.09653909740105,1.565,1.012,-0.031,-1.967,10.06261157989502
10.466,0.099,-76.09653909740105,1.18,0.945,0.006,-4.487,10.062882423400879
8.296,0.044,-76.09653909740105,0.865,0.947,-0.009,-5.152,10.063233375549316
7.456,0.024,-76.09653909740105,0.83,0.948,-0.009,-4.067,10.063543319702148
4.166,-0.234,-75.21318275519221,-1.41,1.075,-0.122,-4.522,10.598122119903564
19.391,0.171,-74.87812372371629,2.055,0.632,0.015,2.863,10.60019063949585
18.761,-0.045,-74.87812372371629,-4.735,0.799,0.119,3.913,10.600492477416992
17.466,-0.001,-74.87812372371629,7.095,1.294,0.041,16.058,10.600722074508667
16.801,-0.107,-74.87812372371629,3.07,1.12,0.209,8.743,10.60094952583313
14.141,0.003,-74.87812372371629,7.655,0.565,0.11,0.973,10.601168870925903
11.131,0.018,-74.87812372371629,4.365,0.728,0.061,1.078,10.601383209228516
9.311,-0.079,-75.29508920579164,17.14,1.258,0.095,9.723,10.601595163345337
9.591,-0.111,-75.29508920579164,23.335,1.274,0.173,11.543,10.601811170578003
9.626,-0.031,-75.29508920579164,31.77,0.829,0.139,6.818,10.602023601531982
6.931,0.011,-75.29508920579164,27.08,0.717,0.167,5.243,10.602252721786499
4.936,0.015,-75.29508920579164,32.225,1.045,0.047,8.288,11.126777172088623
23.416,-0.08,-72.49576716806175,9.37,1.131,0.09,18.648,11.128949403762817
25.271,-0.103,-72.49576716806175,7.585,1.038,0.13,17.703,11.129394769668579
29.681,-0.046,-72.49576716806175,10.735,0.829,0.137,9.198,11.12969970703125
28.666,-0.072,-72.49576716806175,-7.57,0.968,0.127,-5.292,11.129979848861694
26.391,-0.076,-72.49576716806175,-11.21,1.096,0.05,-10.332,11.1302649974823
24.886,-0.267,-72.49576716806175,7.235,0.862,0.088,-8.722,11.130540609359741
26.391,0.175,-72.49576716806175,2.93,1.07,0.004,-1.127,11.130804777145386
25.761,-0.056,-72.49576716806175,2.93,1.077,-0.035,3.073,11.13106369972229
22.576,-0.044,-72.49576716806175,2.685,0.917,0.043,10.178,11.131392002105713
20.476,0.077,-72.49576716806175,-3.545,1.215,0.02,21.448,11.131724834442139
17.676,-0.008,-74.13900006662264,-3.685,0.883,0.031,14.343,11.641664743423462
-13.439,0.006,-75.24377585916847,0.095,0.996,0.015,2.443,11.643828630447388
-12.354,0.018,-75.24377585916847,0.34,1.014,0.003,0.903,11.6441969871521
-11.584,0.009,-75.24377585916847,0.935,1.027,-0.004,0.448,11.64449691772461
-10.709,0.048,-75.24377585916847,0.725,1.053,-0.012,0.273,11.644776344299316
-9.379,0.023,-75.24377585916847,0.2,1.036,-0.02,0.483,11.645058393478394
-8.154,0.046,-75.24377585916847,2.65,1.05,-0.001,1.638,11.64533805847168
-6.299,0.019,-75.24377585916847,3.56,1.025,-0.015,2.898,11.645658254623413
-3.674,-0.002,-75.24377585916847,0.445,0.901,-0.005,3.528,11.645968198776245
-2.974,0.063,-75.08153956062505,1.705,0.983,0.027,1.358,11.646255016326904
-1.854,0.021,-75.08153956062505,1.11,1.018,-0.03,0.098,11.64655613899231
-1.224,0.026,-75.08153956062505,1.88,0.98,0.004,-1.162,11.646831512451172
-0.979,0.052,-75.08153956062505,1.145,0.963,0.028,-2.492,12.20906376838684
-14.279,0.044,-74.21890391602341,3.455,1.058,0.094,2.723,12.211151838302612
-15.084,0.075,-74.21890391602341,1.635,1.032,0.086,0.728,12.211511373519897
-14.314,0.08,-74.21890391602341,-1.76,1.088,0.123,-0.882,12.211774587631226
-13.894,0.036,-74.21890391602341,-0.85,1.037,0.134,-3.682,12.21202039718628
-14.034,0.098,-74.21890391602341,8.53,1.032,0.1,-4.907,12.212261438369751
-13.929,0.072,-74.21890391602341,11.75,1.087,0.134,-4.942,12.21249794960022
-14.069,0.069,-74.21890391602341,13.36,1.057,0.148,-8.162,12.212730646133423
-13.894,0.033,-74.21890391602341,14.2,0.958,0.188,-13.762,12.212966918945312
-13.789,0.09,-74.21890391602341,14.83,0.964,0.102,-17.717,12.21319842338562
-15.049,0.067,-73.71934617831346,21.305,0.996,0.098,-15.477,12.213428735733032
-16.694,0.072,-73.71934617831346,22.775,1.034,0.137,-15.652,12.752416372299194
2.276,0.161,-71.46162930472099,1.74,0.934,0.173,0.413,12.754699945449829
2.801,0.156,-71.46162930472099,2.615,0.943,0.199,-0.392,12.755186796188354
3.641,0.156,-71.46162930472099,2.755,1.041,0.169,-0.532,12.755528450012207
4.166,0.116,-71.46162930472099,0.165,0.986,0.154,0.868,12.755862474441528
4.516,0.157,-71.46162930472099,0.305,0.994,0.156,1.603,12.75617527961731
5.776,0.142,-71.46162930472099,1.88,1.073,0.178,3.808,12.756477355957031
6.756,0.082,-72.45165809030038,2.23,0.908,0.154,6.363,12.756767511367798
7.036,0.122,-72.45165809030038,-2.565,0.983,0.178,2.828,12.75705099105835
8.016,0.116,-72.45165809030038,-3.02,1.014,0.212,3.843,12.75732970237732
9.206,0.14,-72.45165809030038,-1.13,0.973,0.063,6.363,12.757620096206665
8.856,0.119,-72.45165809030038,-2.215,1.061,0.138,9.198,12.761528253555298
8.751,0.198,-72.45165809030038,-0.85,0.963,0.232,7.343,13.29823112487793
-3.254,-0.004,-71.41795065429245,17.7,0.864,-0.19,3.878,13.30081558227539
-5.879,-0.022,-71.41795065429245,14.445,0.837,-0.205,0.063,13.30124831199646
-10.184,-0.011,-71.41795065429245,6.5,0.777,-0.198,-0.672,13.301511526107788
-17.639,-0.028,-71.41795065429245,10.595,1.166,-0.155,-1.687,13.30174708366394
-17.639,-0.028,-71.41795065429245,10.595,1.166,-0.145,-1.687,13.301974296569824
-20.159,-0.059,-71.41795065429245,14.69,1.12,-0.115,-2.562,13.302214860916138
-21.489,-0.071,-71.41795065429245,10.105,0.928,-0.077,-1.162,13.30246353149414
-20.719,-0.075,-71.41795065429245,7.515,0.963,-0.042,-0.427,13.302704095840454
-18.199,-0.042,-71.41795065429245,5.415,1.054,0.009,-3.892,13.303069353103638
-12.879,-0.054,-71.27870482206626,7.795,1.087,0.015,-3.227,13.303472995758057
-7.804,-0.033,-71.27870482206626,10.14,1.027,-0.022,-1.022,13.303771734237671
-1.469,-0.027,-71.27870482206626,3.455,1.005,0.03,0.553,13.855363607406616
3.676,0.045,-73.47333289324521,-1.76,0.998,0.073,-8.582,13.857400178909302
2.591,0.039,-73.47333289324521,-3.65,1.02,0.045,-9.002,13.85771918296814
0.911,0.006,-73.47333289324521,-14.395,1.051,0.072,-11.592,13.857964754104614
-0.104,-0.069,-72.78767294849591,-13.38,1.036,0.003,-17.612,13.858214378356934
-1.644,-0.061,-72.78767294849591,-25.91,1.131,0.103,-22.967,13.858454704284668
-3.184,0.01,-72.78767294849591,-26.54,1.141,0.083,-30.982,13.858684062957764
-4.024,-0.031,-72.78767294849591,-25.84,1.235,0.094,-38.402,13.858907461166382
-4.969,-0.019,-72.78767294849591,-29.585,1.21,0.09,-46.557,13.859127521514893
-7.174,0.033,-72.78767294849591,-32.35,1.063,0.055,-47.432,13.859350442886353
-7.979,0.13,-72.78767294849591,-37.81,0.942,0.065,-46.487,13.85957145690918
-5.564,0.049,-72.78767294849591,-42.78,0.953,0.085,-35.742,13.860057353973389
-3.569,0.045,-72.78767294849591,-38.3,0.971,0.074,-35.287,14.370162963867188
8.541,-0.062,-74.25796004912911,9.545,0.924,0.083,14.798,14.372565269470215
7.631,-0.04,-74.25796004912911,10.735,1.03,0.1,17.318,14.373119115829468
6.826,-0.065,-74.25796004912911,9.195,1.169,0.139,18.403,14.373480081558228
5.251,-0.092,-74.25796004912911,13.745,1.033,0.167,12.103,14.373809337615967
2.626,0.055,-74.25796004912911,10.84,0.689,-0.017,3.038,14.374120235443115
0.491,0.002,-74.25796004912911,10.77,1.015,0.069,9.933,14.374451637268066
1.086,-0.096,-74.25796004912911,17.0,1.339,0.177,8.603,14.374765157699585
0.036,-0.188,-74.25796004912911,18.295,0.964,0.073,6.678,14.37506914138794
-1.784,0.108,-74.25796004912911,24.98,0.729,0.101,3.843,14.375369548797607
-5.809,-0.007,-74.25796004912911,6.92,0.772,0.062,0.378,14.375674486160278
-10.534,-0.01,-73.74113767909967,9.405,1.33,0.003,15.918,14.375976800918579
-11.829,-0.143,-73.74113767909967,16.405,1.052,0.077,25.718,14.902652025222778
12.951,0.005,-72.13362922592637,-2.705,1.057,0.15,2.478,14.904960870742798
1.016,0.01,-72.13362922592637,-3.58,0.905,0.112,-4.137,14.905491352081299
-5.249,-0.004,-72.13362922592637,-2.81,0.863,0.117,-6.202,14.905857801437378
-9.624,0.005,-72.13362922592637,-1.445,0.924,0.111,-1.057,14.906101703643799
-14.034,0.02,-72.68690162657447,0.06,1.031,0.042,6.923,14.906342506408691
-17.429,0.032,-72.68690162657447,-0.36,1.095,0.042,9.373,14.906622648239136
-19.494,0.056,-72.68690162657447,-3.86,1.05,0.05,9.898,14.90688943862915
-20.019,0.077,-72.68690162657447,-2.145,1.028,0.036,3.143,14.907151937484741
-19.844,0.015,-72.68690162657447,-2.145,1.028,0.023,0.588,14.90742540359497
-18.584,-0.003,-72.68690162657447,0.41,0.935,-0.064,2.163,14.907695293426514
-15.259,0.038,-72.68690162657447,-0.535,0.945,-0.046,5.243,15.397320747375488
-0.909,0.034,-73.05835762255572,7.375,1.022,0.017,-0.987,15.399354696273804
-1.014,0.066,-73.05835762255572,8.18,0.928,0.031,-3.542,15.39966630935669
-0.874,0.04,-73.05835762255572,5.73,0.902,0.023,-5.537,15.39993691444397
-0.384,0.019,-73.05835762255572,3.735,1.003,0.012,-5.362,15.400192022323608
-0.489,0.037,-73.72290882606643,3.35,1.1,0.025,-4.732,15.40043044090271
