vy,ay,az,ax,vz,vx,time,comp
-0.558,0.156,0.957,0.178,1.713,3.794,14.935572385787964,-77.78123969811081
-1.083,0.156,0.957,0.178,2.133,2.919,14.935821533203125,-77.78123969811081
-1.888,0.179,0.985,0.122,3.183,4.634,14.936055183410645,-77.78123969811081
-2.833,0.183,1.019,0.167,3.253,2.429,14.936283349990845,-77.78123969811081
-2.588,0.235,0.921,0.134,3.428,-0.791,14.936511278152466,-77.78123969811081
-2.238,0.119,0.967,0.106,4.688,-2.646,14.940171957015991,-77.78123969811081
-5.633,0.204,1.009,0.106,5.458,1.939,15.438335418701172,-77.78123969811081
1.752,0.167,1.013,0.16,8.783,-3.066,15.438844680786133,-77.87781316599202
3.362,0.152,0.954,0.163,8.573,-5.376,15.440545558929443,-77.87781316599202
4.657,0.112,0.949,0.131,7.453,-6.076,15.440781116485596,-77.87781316599202
5.742,0.125,0.988,0.145,6.788,-4.851,15.441007375717163,-78.38631304262158
5.182,0.128,1.007,0.147,6.543,-5.026,15.441225290298462,-78.38631304262158
5.672,0.177,0.998,0.176,6.613,-5.901,15.441431045532227,-78.38631304262158
4.937,0.111,1.012,0.16,5.948,-6.601,15.441634893417358,-78.38631304262158
5.952,0.089,0.99,0.141,5.703,-5.761,15.441836833953857,-78.38631304262158
7.387,0.112,1.014,0.144,5.388,-6.181,15.442039012908936,-78.38631304262158
8.262,0.133,1.015,0.164,5.178,-6.741,15.442243576049805,-78.38631304262158
7.037,0.113,1.026,0.185,5.283,-7.056,15.9571692943573,-78.38631304262158
10.187,0.018,0.968,0.023,2.308,-4.571,15.959424018859863,-77.71689455636356
7.877,0.001,0.949,-0.021,-1.717,-9.786,15.959959268569946,-76.67687165955537
5.182,-0.05,0.983,-0.021,-3.607,-11.466,15.960306406021118,-76.67687165955537
1.157,-0.028,1.024,0.047,-6.477,-13.846,15.960622310638428,-76.67687165955537
-4.758,-0.012,1.02,0.046,-9.767,-16.366,15.960936307907104,-76.67687165955537
-7.068,0.014,0.981,0.054,-11.237,-17.696,15.96124005317688,-76.67687165955537
-7.768,-0.009,0.976,0.027,-15.402,-22.561,15.961533784866333,-76.67687165955537
-5.703,0.044,1.074,0.066,-21.877,-21.651,15.961821794509888,-76.67687165955537
-4.968,0.037,1.061,0.054,-23.312,-19.481,15.96211051940918,-76.67687165955537
-3.498,0.034,1.007,0.083,-25.762,-16.716,15.962399005889893,-76.67687165955537
-0.453,0.064,1.03,0.085,-27.827,-15.106,15.963868856430054,-76.67687165955537
0.492,0.034,1.022,0.089,-28.002,-17.381,16.426801204681396,-76.68743585179375
-5.038,-0.002,1.005,0.108,0.418,-16.121,16.428744792938232,-75.69736637586324
-5.703,0.0,1.029,0.159,0.243,-9.926,16.429072380065918,-75.69736637586324
-5.983,-0.034,1.011,0.121,0.348,-3.766,16.429341554641724,-75.59974758262867
-5.003,-0.061,0.974,0.125,1.608,-3.906,16.4295916557312,-75.59974758262867
-3.533,-0.073,1.009,0.16,2.868,-2.926,16.429834365844727,-75.59974758262867
-1.923,-0.063,0.973,0.14,4.373,-6.111,16.430071592330933,-75.59974758262867
-0.698,-0.054,0.935,0.146,5.633,-7.266,16.43030571937561,-75.59974758262867
-1.293,-0.073,0.981,0.162,5.423,-8.071,16.430588960647583,-75.59974758262867
-4.443,-0.044,0.998,0.152,5.493,-5.026,16.43084716796875,-75.59974758262867
-6.403,-0.041,1.026,0.146,5.493,-3.206,16.431116819381714,-75.59974758262867
-7.803,-0.116,0.98,0.131,5.003,-6.426,16.917383432388306,-75.59974758262867
-0.628,-0.118,1.036,0.166,-4.762,-4.046,16.919575691223145,-77.25823379368174
-0.628,-0.056,0.966,0.158,-5.637,-1.596,16.92010807991028,-77.25823379368174
-2.308,-0.091,1.032,0.179,-5.147,-3.661,16.92048454284668,-77.49452752422283
-0.138,-0.053,1.001,0.128,-4.972,-1.176,16.9208722114563,-77.49452752422283
-0.313,-0.096,1.018,0.158,-5.147,0.259,16.92129158973694,-77.49452752422283
1.507,-0.068,0.972,0.149,-4.937,-0.336,16.92163610458374,-77.49452752422283
0.177,-0.093,0.969,0.178,-5.287,-1.911,16.921952486038208,-77.49452752422283
0.037,-0.091,1.002,0.172,-5.637,-2.121,16.922252893447876,-77.49452752422283
-1.048,-0.064,1.008,0.155,-6.582,-1.701,16.92255973815918,-77.49452752422283
0.212,-0.055,1.013,0.156,-6.267,-0.371,16.922813415527344,-77.49452752422283
1.367,-0.083,1.034,0.167,-5.987,0.329,17.416301250457764,-77.49452752422283
-1.643,-0.093,1.01,0.175,7.523,0.329,17.41838240623474,-76.06424468043554
-1.398,-0.063,0.965,0.206,8.223,2.569,17.418853521347046,-76.06424468043554
-1.153,-0.083,0.982,0.171,7.733,3.724,17.419212818145752,-77.39859399943833
-0.803,-0.079,0.979,0.165,7.278,7.294,17.41955876350403,-77.39859399943833
0.772,-0.075,0.95,0.161,6.998,8.764,17.41990375518799,-77.39859399943833
1.752,-0.08,0.939,0.151,5.843,10.514,17.42025089263916,-77.39859399943833
3.817,-0.072,1.005,0.16,4.828,13.419,17.420653581619263,-77.39859399943833
6.232,-0.015,0.926,0.158,3.603,15.519,17.42102026939392,-77.39859399943833
6.792,-0.065,0.965,0.146,0.803,18.704,17.421372413635254,-77.39859399943833
6.442,-0.077,1.044,0.184,-0.527,19.089,17.421682357788086,-77.39859399943833
9.977,-0.058,1.011,0.186,-1.927,20.909,17.421974897384644,-77.39859399943833
13.827,-0.048,1.066,0.197,-3.852,21.364,17.91367483139038,-77.39859399943833
-4.898,0.161,1.095,-0.116,12.318,-4.886,17.91427779197693,-72.77806255187636
-8.573,0.199,0.91,-0.078,17.253,4.529,17.91611337661743,-72.24195993926483
-7.313,0.186,0.971,-0.048,19.703,7.154,17.916431427001953,-72.24195993926483
-5.913,0.165,0.941,-0.015,21.418,13.979,17.916723489761353,-72.24195993926483
-3.288,0.122,1.002,0.005,22.748,22.974,17.91701912879944,-72.24195993926483
-6.578,0.06,0.994,0.083,20.823,14.714,17.91730499267578,-72.24195993926483
-8.013,0.06,0.994,0.083,19.633,12.544,17.917584657669067,-72.24195993926483
-8.818,0.092,1.022,0.133,16.798,10.969,17.91786813735962,-72.24195993926483
-8.118,0.108,0.995,0.116,12.493,8.974,17.918147325515747,-72.24195993926483
-7.068,0.069,1.059,0.1,8.853,10.759,17.91842532157898,-72.24195993926483
-0.453,0.109,0.953,0.146,7.278,14.049,17.922359228134155,-72.24195993926483
8.192,0.116,0.953,0.122,6.998,13.839,18.387197971343994,-73.76786253799509
-4.198,0.11,1.057,0.118,1.608,0.084,18.38960313796997,-76.31582694226543
-2.833,0.136,0.875,0.133,-0.457,1.939,18.390058755874634,-76.31582694226543
-3.498,0.179,0.962,0.105,-1.017,2.534,18.390389919281006,-76.31582694226543
-4.688,0.159,1.022,0.098,-1.997,1.204,18.39069628715515,-75.46170634918627
-4.408,0.125,1.1,0.077,-2.592,2.184,18.390987873077393,-75.46170634918627
-3.988,0.186,1.005,0.195,-3.257,3.654,18.391281843185425,-75.46170634918627
-4.023,0.167,0.975,0.125,-4.937,6.804,18.391563177108765,-75.46170634918627
-2.063,0.136,1.06,0.122,-6.232,8.274,18.39184069633484,-75.46170634918627
-0.558,0.164,1.057,0.086,-7.107,7.924,18.392117738723755,-75.46170634918627
1.507,0.215,1.085,0.14,-8.332,10.689,18.392396926879883,-75.46170634918627
-2.833,0.156,0.984,0.217,-8.647,12.649,18.394468545913696,-75.46170634918627
-2.623,0.14,0.834,0.128,-9.627,6.244,18.808141231536865,-75.46170634918627
-4.548,0.171,1.026,0.137,4.513,4.844,18.810240268707275,-75.37173825052822
-2.623,0.159,0.982,0.138,2.378,0.119,18.810649871826172,-75.37173825052822
-0.873,0.128,0.976,0.139,1.503,0.049,18.81088423728943,-75.37173825052822
1.262,0.161,1.005,0.145,0.768,-3.101,18.811094760894775,-75.37173825052822
1.402,0.13,0.982,0.172,1.398,-4.956,18.811298370361328,-75.37173825052822
1.752,0.14,1.01,0.177,2.938,-2.751,18.811497688293457,-75.37173825052822
0.527,0.173,1.057,0.211,5.178,-1.701,18.811705827713013,-75.37173825052822
-0.453,0.165,1.056,0.206,8.223,-3.521,18.81190323829651,-75.37173825052822
-3.743,0.086,0.998,0.183,13.123,-2.471,18.812100648880005,-75.37173825052822
-3.778,0.129,1.033,0.199,14.523,0.329,18.812302112579346,-75.37173825052822
-3.813,0.16,1.015,0.197,18.303,-1.036,19.29178261756897,-76.04131130733093
11.622,0.118,0.959,0.152,6.158,-12.236,19.292481660842896,-77.56620351505137
14.492,0.127,0.972,0.126,6.438,-13.776,19.29441499710083,-77.56620351505137
17.607,0.129,1.076,0.113,6.648,-12.341,19.294690132141113,-77.56620351505137
15.577,0.204,1.168,0.109,8.608,-8.631,19.294945001602173,-77.56620351505137
9.557,0.093,1.257,0.137,9.868,-3.976,19.295170068740845,-77.56620351505137
-0.208,0.012,0.986,0.034,9.938,-0.651,19.29540753364563,-77.56620351505137
-4.373,0.12,0.88,0.082,10.288,2.289,19.29564070701599,-77.56620351505137
-1.468,0.164,0.697,0.2,12.213,3.059,19.295876026153564,-77.56620351505137
17.887,0.004,0.812,0.013,10.288,-16.366,19.29610323905945,-77.56620351505137
22.927,0.063,0.709,0.058,10.113,-16.366,19.296335697174072,-77.56620351505137
24.187,0.107,1.102,0.119,9.798,-11.151,19.735543489456177,-75.98980203956644
-1.153,0.091,1.003,0.117,-12.742,-17.626,19.737837314605713,-76.92944539516968
-2.133,0.078,0.976,0.092,-12.672,-18.606,19.738163232803345,-76.92944539516968
0.632,0.089,0.806,0.081,-12.182,-19.901,19.738389015197754,-76.92944539516968
-0.313,0.083,0.956,0.106,-13.407,-16.506,19.73861861228943,-76.92944539516968
0.457,0.065,1.091,0.138,-14.317,-9.366,19.73882794380188,-76.92944539516968
2.802,0.059,1.107,0.155,-16.032,-0.091,19.739030599594116,-75.26189234579529
3.117,0.027,1.051,0.126,-16.417,1.449,19.739232540130615,-75.26189234579529
2.697,0.032,1.008,0.117,-17.012,3.479,19.7394802570343,-75.26189234579529
6.582,-0.012,0.989,0.097,-17.012,-8.631,19.739741802215576,-75.26189234579529
7.807,0.01,0.977,0.127,-17.222,-13.356,19.74001955986023,-75.26189234579529
6.792,-0.005,0.99,0.113,-17.957,-21.791,19.740396738052368,-75.26189234579529
4.622,-0.002,1.023,0.1,-19.147,-27.146,20.224011421203613,-75.26189234579529
-0.453,-0.037,0.99,0.134,0.488,-4.816,20.22637629508972,-75.51139681725128
1.052,-0.036,0.986,0.144,1.083,-4.081,20.226929187774658,-75.51139681725128
0.772,-0.058,0.987,0.101,2.588,-4.256,20.22728991508484,-75.51139681725128
1.612,-0.04,0.968,0.117,2.833,-6.566,20.22762393951416,-75.51139681725128
2.732,-0.046,0.937,0.126,3.008,-7.091,20.227915048599243,-75.51139681725128
2.487,-0.0,1.006,0.14,2.448,-3.241,20.228163957595825,-77.34102340465294
2.557,-0.0,1.006,0.134,1.993,-3.241,20.228379011154175,-77.34102340465294
2.312,-0.016,1.045,0.112,1.048,-0.966,20.228582620620728,-77.34102340465294
2.557,-0.011,1.023,0.115,-1.857,-1.071,20.228784322738647,-77.34102340465294
2.837,-0.011,1.023,0.115,-2.907,-1.771,20.22901153564453,-77.34102340465294
3.817,-0.0,1.022,0.124,-4.552,-1.946,20.23237705230713,-77.34102340465294
0.842,-0.012,1.012,0.134,-7.317,-3.066,20.728113174438477,-77.34102340465294
-4.233,-0.001,0.88,0.182,5.948,-5.866,20.730282068252563,-74.27389793940957
0.107,-0.021,0.917,0.161,7.348,-4.326,20.730729341506958,-74.27389793940957
1.367,-0.014,1.035,0.214,8.643,-0.056,20.73103356361389,-74.27389793940957
4.272,0.022,0.931,0.155,10.043,1.974,20.73131561279297,-74.27389793940957
6.582,-0.075,0.931,0.173,11.058,6.664,20.73158359527588,-74.8179059126606
3.537,0.011,0.988,0.238,10.813,7.049,20.7318594455719,-74.8179059126606
4.342,-0.045,0.938,0.167,9.693,3.619,20.73212695121765,-74.8179059126606
0.317,-0.066,1.074,0.203,8.993,2.639,20.732388734817505,-74.8179059126606
-0.138,-0.02,0.995,0.147,7.943,2.324,20.732645511627197,-74.8179059126606
-0.103,-0.021,1.131,0.181,7.418,1.764,20.732898950576782,-74.8179059126606
-2.868,-0.069,1.053,0.208,8.328,5.929,20.73486566543579,-74.8179059126606
-2.868,-0.058,1.039,0.2,8.328,5.929,21.251551866531372,-74.8179059126606
15.402,-0.087,1.057,0.186,1.258,25.529,21.253883361816406,-75.40090519563212
14.667,-0.105,1.007,0.23,-1.157,23.149,21.25428056716919,-75.32843349771436
14.912,-0.089,0.993,0.173,-2.942,21.224,21.254613876342773,-75.32843349771436
18.867,-0.116,1.056,0.227,-3.467,17.164,21.254909992218018,-75.32843349771436
17.082,-0.056,1.04,0.185,-4.552,14.539,21.255193948745728,-75.32843349771436
18.237,-0.013,1.036,0.183,-4.412,18.004,21.25547504425049,-75.32843349771436
13.477,-0.006,1.032,0.252,-5.392,14.364,21.255760192871094,-75.32843349771436
15.822,-0.04,1.006,0.122,-5.392,17.304,21.25607919692993,-75.32843349771436
13.407,-0.032,1.041,0.243,-5.182,17.654,21.2563636302948,-75.32843349771436
14.492,0.469,0.263,0.236,-6.477,14.329,21.256638765335083,-75.32843349771436
11.727,0.196,0.751,0.381,-8.297,4.949,21.256914615631104,-74.17820873002302
4.727,0.125,1.175,0.063,-11.867,21.364,21.26018786430359,-74.17820873002302
8.892,-0.021,1.068,0.219,-14.072,7.399,21.747902393341064,-74.17820873002302
5.637,0.03,1.009,0.141,9.833,1.904,21.750216484069824,-72.51868434737953
1.577,0.053,1.148,0.18,8.748,1.974,21.750550031661987,-72.51868434737953
-4.478,0.046,0.942,0.128,5.563,5.229,21.75088334083557,-72.51868434737953
-6.438,0.046,0.942,0.128,4.898,5.229,21.75116753578186,-72.51868434737953
-4.828,0.032,1.01,0.097,3.673,1.659,21.751444339752197,-72.51868434737953
0.422,0.049,0.959,0.064,3.638,-2.891,21.751694917678833,-72.51868434737953
1.647,0.049,1.053,0.064,3.288,-2.296,21.75194239616394,-72.51868434737953
2.242,0.056,1.097,0.09,2.168,-1.771,21.752164363861084,-72.51868434737953
-0.838,0.067,1.021,0.058,1.643,0.504,21.752382278442383,-73.04075475482534
-0.768,0.067,1.021,0.058,1.643,0.644,21.752601146697998,-73.04075475482534
-4.583,0.041,0.898,0.018,1.923,2.114,22.297481060028076,-73.04075475482534
-2.413,0.075,0.947,0.089,0.803,4.249,22.299721717834473,-75.2601058543847
2.137,0.137,0.971,0.163,2.833,3.584,22.300139904022217,-75.2601058543847
-1.573,0.138,1.111,0.227,3.218,-4.151,22.300429105758667,-74.276916373432
0.282,0.1,1.021,0.239,4.023,-7.441,22.300671339035034,-74.276916373432
-0.523,0.116,0.822,0.078,7.873,-1.561,22.30090045928955,-74.276916373432
-0.838,0.177,1.007,0.165,7.943,-1.071,22.301146030426025,-74.276916373432
-0.033,0.248,0.98,0.173,7.873,-6.461,22.301365613937378,-74.276916373432
-1.993,0.074,0.997,0.224,13.158,-7.686,22.30158281326294,-74.276916373432
-0.803,0.143,0.946,0.089,13.543,-9.261,22.301804542541504,-74.276916373432
-4.583,0.168,1.067,0.239,13.438,-3.311,22.302051544189453,-74.276916373432
-5.808,0.099,0.985,0.141,16.168,-5.691,22.791618585586548,-74.276916373432
1.612,0.157,0.99,0.14,7.663,2.359,22.792107820510864,-74.8495686686198
1.962,0.138,0.991,0.151,7.558,1.694,22.793878078460693,-74.8495686686198
2.242,0.154,1.006,0.208,7.978,-0.686,22.794127941131592,-74.81441693831472
3.222,0.144,0.987,0.166,8.188,-1.981,22.79436469078064,-74.81441693831472
2.487,0.146,1.02,0.172,8.258,-2.891,22.794634580612183,-74.81441693831472
6.757,0.146,1.002,0.156,8.293,-5.096,22.79487133026123,-74.81441693831472
6.792,0.144,1.045,0.177,8.188,-4.326,22.79517889022827,-74.81441693831472
10.852,0.103,1.022,0.142,7.453,-7.301,22.795491933822632,-74.81441693831472
13.302,0.14,1.042,0.193,6.788,-9.016,22.795802354812622,-74.81441693831472
14.072,0.156,0.998,0.168,6.613,-11.676,22.79608726501465,-74.81441693831472
12.742,0.124,0.966,0.214,6.753,-11.431,23.31431245803833,-74.81441693831472
2.207,0.052,1.049,0.033,-16.137,-12.236,23.315038681030273,-74.74326473571722
6.582,0.075,1.009,0.038,-18.447,-14.126,23.3154354095459,-74.74326473571722
5.357,0.082,1.087,0.086,-20.652,-15.876,23.317634344100952,-74.74326473571722
3.187,0.082,1.056,0.086,-20.862,-15.386,23.31792950630188,-74.74326473571722
2.277,0.068,1.001,0.103,-21.072,-14.721,23.318172693252563,-74.74326473571722
3.362,0.08,0.955,0.083,-21.212,-15.316,23.318405866622925,-74.74326473571722
4.272,0.08,0.941,0.083,-21.282,-17.136,23.318633556365967,-74.74326473571722
1.822,0.073,0.947,0.137,-21.212,-17.346,23.318857192993164,-74.74326473571722
0.492,0.089,0.947,0.119,-20.967,-16.016,23.319080591201782,-74.74326473571722
-1.083,0.093,0.952,0.145,-19.952,-13.426,23.319302320480347,-74.8134280666362
-2.693,0.085,0.962,0.112,-19.637,-11.571,23.320165157318115,-74.8134280666362
-2.168,0.081,0.965,0.091,-17.502,-11.781,23.768454551696777,-74.8134280666362
0.667,-0.016,1.058,0.097,-10.782,-8.456,23.770511388778687,-74.39422701470828
2.732,-0.002,1.092,0.16,-10.187,-6.111,23.770967483520508,-74.39422701470828
4.727,-0.02,1.034,0.138,-9.767,-4.746,23.77129554748535,-74.34874291980965
4.797,-0.058,1.005,0.122,-9.522,-4.501,23.771583080291748,-74.34874291980965
3.292,-0.028,0.987,0.153,-9.487,-3.066,23.771855115890503,-74.34874291980965
1.647,-0.066,0.963,0.161,-9.137,-2.541,23.772120237350464,-74.34874291980965
0.492,-0.034,0.934,0.174,-9.137,-2.121,23.772382974624634,-74.34874291980965
-1.118,-0.025,0.975,0.133,-8.787,-0.756,23.77264714241028,-74.34874291980965
-1.748,-0.068,1.015,0.177,-6.967,-0.896,23.772908687591553,-74.34874291980965
-1.818,-0.033,0.989,0.184,-6.617,-2.366,23.773200273513794,-74.34874291980965
-1.153,-0.014,0.998,0.118,-5.812,-3.136,24.227213859558105,-74.34874291980965
0.177,-0.018,1.037,0.148,-5.742,-3.696,24.229228734970093,-75.38820185154478
0.737,-0.013,1.005,0.133,-5.567,-6.636,24.229658603668213,-75.38820185154478
1.087,-0.039,0.974,0.142,-4.937,-5.271,24.22996234893799,-75.38820185154478
2.242,-0.145,1.125,0.185,-4.447,-2.401,24.230247974395752,-75.38820185154478
-0.033,-0.031,1.026,0.22,-4.622,-2.506,24.230525970458984,-75.38820185154478
-0.173,0.045,0.935,0.164,-4.797,1.729,24.230794668197632,-75.38820185154478
-1.188,-0.037,0.984,0.203,-4.867,-6.111,24.23105788230896,-74.71477316544497
-1.083,-0.053,0.986,0.149,-6.757,-3.486,24.231335401535034,-74.71477316544497
-1.048,0.035,1.015,0.207,-8.507,-0.581,24.231602430343628,-74.71477316544497
-0.558,-0.025,1.008,0.182,-8.752,-5.236,24.23189902305603,-74.71477316544497
-2.063,-0.059,1.027,0.193,-9.942,-6.111,24.728927612304688,-74.71477316544497
-0.173,-0.073,0.917,0.152,25.058,-4.291,24.731133460998535,-73.15329468222079
-5.318,-0.042,1.108,0.261,22.923,6.874,24.731667280197144,-73.15329468222079
-5.318,0.013,0.882,0.007,19.598,4.179,24.73198938369751,-73.15329468222079
-1.293,-0.217,1.036,-0.057,17.953,9.359,24.7322838306427,-73.15329468222079
2.907,-0.075,0.942,0.112,14.593,15.834,24.732569217681885,-73.51995472062251
2.907,-0.075,0.942,0.112,13.123,15.834,24.732848167419434,-73.51995472062251
2.802,-0.087,0.883,0.148,10.883,16.779,24.73319673538208,-73.51995472062251
8.402,-0.1,1.03,0.096,8.993,21.959,24.733489513397217,-73.51995472062251
9.242,-0.122,0.996,0.122,7.873,24.059,24.733771800994873,-73.51995472062251
12.567,-0.104,1.056,0.095,6.753,29.064,24.734055280685425,-73.51995472062251
16.592,-0.119,0.995,0.139,5.598,30.779,25.238953351974487,-73.51995472062251
-5.773,0.166,1.034,-0.154,15.188,6.069,25.240894317626953,-69.16983410942228
-6.333,0.156,0.993,-0.021,13.683,4.564,25.241218090057373,-69.16983410942228
-3.183,0.148,0.876,-0.014,13.193,10.829,25.241512775421143,-70.86428944902494
-1.853,0.133,0.883,0.087,13.648,13.209,25.241825103759766,-70.86428944902494
0.737,0.134,0.896,0.077,12.738,20.594,25.242124319076538,-70.86428944902494
-7.208,0.096,1.013,0.139,11.058,22.659,25.24238109588623,-70.86428944902494
-10.218,0.08,1.01,0.139,10.393,21.924,25.242589950561523,-70.86428944902494
-13.263,0.068,1.013,0.149,7.838,19.824,25.242785930633545,-70.86428944902494
-9.903,0.043,1.012,0.139,6.158,13.804,25.242978811264038,-70.86428944902494
-9.903,0.043,1.038,0.16,6.158,12.089,25.24317455291748,-70.86428944902494
-5.003,0.025,1.069,0.148,4.968,8.974,25.73077702522278,-70.86428944902494
-8.993,0.166,1.02,0.114,-7.842,6.804,25.732835054397583,-72.79120468534946
-6.578,0.169,0.98,0.111,-7.702,5.194,25.733312606811523,-72.79120468534946
-6.753,0.183,0.967,0.091,-7.247,3.549,25.733619689941406,-72.59158202974038
-7.803,0.145,1.107,0.052,-5.672,6.629,25.733904600143433,-73.67670231816172
-6.578,0.163,1.072,0.071,-6.652,3.234,25.734177350997925,-73.67670231816172
-6.473,0.203,1.051,0.072,-4.447,5.999,25.734451055526733,-73.67670231816172
-5.213,0.182,0.995,0.132,-4.237,4.424,25.734719276428223,-73.67670231816172
-4.828,0.153,1.035,0.074,-4.412,5.439,25.734987497329712,-73.67670231816172
-3.848,0.168,0.984,0.066,-4.447,5.264,25.73525381088257,-73.67670231816172
-1.153,0.174,0.962,0.077,-4.552,3.689,25.735525131225586,-73.67670231816172
-3.603,0.142,0.981,0.145,-2.767,2.954,25.739579439163208,-73.67670231816172
-5.248,0.154,1.007,0.138,-1.647,3.899,26.218960285186768,-73.67670231816172
-4.233,0.115,0.972,0.174,10.848,0.154,26.22105360031128,-71.98350876666491
-5.388,0.133,1.04,0.165,9.903,1.344,26.2213716506958,-71.98350876666491
-5.353,0.118,0.984,0.187,8.993,1.869,26.221601247787476,-71.98350876666491
-5.038,0.106,0.996,0.209,8.853,2.779,26.221813440322876,-71.98350876666491
-3.813,0.084,0.983,0.161,8.188,5.194,26.22201657295227,-71.98350876666491
-2.413,0.172,0.989,0.206,7.593,5.229,26.22221565246582,-72.06336355556785
-2.973,0.089,0.982,0.169,6.753,1.624,26.222431421279907,-72.06336355556785
-3.568,0.103,0.973,0.166,6.893,-1.806,26.222628831863403,-72.06336355556785
-0.943,0.102,0.981,0.117,6.473,-3.766,26.22282886505127,-72.06336355556785
2.102,0.114,1.007,0.142,5.423,-4.186,26.22303080558777,-72.06336355556785
6.197,0.106,0.986,0.15,4.653,-7.791,26.72044563293457,-72.06336355556785
2.312,0.102,1.014,0.118,15.818,1.274,26.72286295890808,-74.68439962581827
-2.973,0.059,0.863,0.092,15.818,3.059,26.723328351974487,-73.82873828896503
5.217,0.075,0.822,0.123,14.978,-1.911,26.723674535751343,-73.82873828896503
10.257,0.028,0.853,0.12,13.963,-9.366,26.723966598510742,-73.82873828896503
21.877,0.014,0.791,-0.02,11.198,-20.566,26.72422170639038,-73.82873828896503
24.957,0.013,0.757,0.199,11.758,-23.611,26.72449779510498,-73.82873828896503
27.022,0.15,0.876,0.19,10.113,-27.321,26.72476577758789,-73.82873828896503
14.422,-0.008,1.384,0.166,8.013,-24.241,26.725043773651123,-73.82873828896503
3.012,0.097,1.187,0.161,6.753,-20.321,26.72532057762146,-73.82873828896503
0.527,0.02,0.909,0.031,3.778,-11.466,26.72559356689453,-73.82873828896503
2.067,0.038,1.083,0.059,2.623,-5.271,27.223421096801758,-73.82873828896503
-0.523,0.014,0.906,0.068,-16.627,-8.771,27.2239990234375,-73.28374597565197
-5.283,-0.005,0.946,0.096,-15.612,-7.966,27.22592258453369,-73.28374597565197
-7.103,-0.04,0.994,0.074,-15.052,-7.091,27.22627019882202,-73.28374597565197
-11.548,-0.029,0.99,0.124,-14.247,-5.551,27.226536750793457,-73.28374597565197
-13.578,-0.033,1.009,0.071,-12.637,-6.636,27.226789712905884,-73.28374597565197
-12.668,-0.005,1.02,0.059,-12.042,-7.616,27.22704029083252,-73.28374597565197
-10.603,-0.034,1.014,0.094,-10.432,-10.871,27.22731590270996,-73.28374597565197
-9.028,-0.025,1.041,0.063,-9.557,-11.851,27.22756791114807,-73.28374597565197
-7.488,-0.064,0.945,0.01,-7.457,-9.401,27.227813959121704,-73.28374597565197
-3.463,0.017,1.149,0.091,-6.057,-8.771,27.22809386253357,-73.28374597565197
-2.623,-0.011,1.047,0.058,-5.112,-9.541,27.228394031524658,-72.92493296800743
-2.273,-0.011,1.062,0.117,-4.657,-4.956,27.722766399383545,-72.92493296800743
-1.398,-0.033,0.988,0.157,-5.392,-2.121,27.723337650299072,-72.54593026358447
-3.638,0.006,0.987,0.181,-4.587,2.394,27.725189208984375,-72.54593026358447
-1.643,-0.003,0.978,0.101,-3.922,3.899,27.725483417510986,-72.54593026358447
0.142,-0.053,0.998,0.141,-4.482,-1.806,27.72581171989441,-72.54593026358447
1.367,-0.033,1.045,0.116,-4.167,2.394,27.72615122795105,-72.54593026358447
0.947,-0.03,1.081,0.153,-4.167,2.219,27.726480960845947,-72.54593026358447
2.942,-0.02,0.985,0.153,-3.117,0.609,27.72680926322937,-72.54593026358447
3.992,-0.065,0.958,0.112,-2.802,1.694,27.727131605148315,-72.54593026358447
2.732,-0.042,1.034,0.155,-2.172,2.044,27.727474212646484,-72.54593026358447
0.772,-0.049,1.023,0.139,-1.507,-0.686,27.727814197540283,-72.54593026358447
0.457,-0.021,1.022,0.122,-1.122,-0.266,27.728134393692017,-72.95005386218175
1.437,-0.021,1.022,0.122,-1.017,-0.266,27.728623867034912,-72.95005386218175
1.682,-0.058,1.073,0.126,-1.087,-1.281,28.227329969406128,-72.95005386218175
-5.073,-0.02,1.127,0.209,-10.642,-4.921,28.2294864654541,-72.32711631484119
-7.348,0.059,1.073,0.128,-7.912,-7.336,28.22996687889099,-72.32711631484119
-6.963,0.069,1.044,0.138,-6.337,-9.296,28.2302885055542,-72.32711631484119
-6.473,0.022,1.115,0.2,-2.627,-8.981,28.230566024780273,-72.32711631484119
-6.963,0.081,0.986,0.201,3.673,-9.646,28.230839014053345,-72.32711631484119
-6.578,0.026,0.974,0.189,6.788,-10.941,28.231106281280518,-72.32711631484119
-8.468,0.013,0.923,0.182,11.128,-11.011,28.231369256973267,-72.32711631484119
-8.958,0.241,0.47,0.376,15.783,-12.866,28.231629371643066,-70.95769817226846
-8.818,-0.26,1.487,0.286,15.573,-24.206,28.231890439987183,-70.95769817226846
-10.568,0.069,0.748,0.224,17.008,-24.206,28.232150554656982,-70.95769817226846
-9.448,-0.024,1.106,0.202,19.913,-0.441,28.757949352264404,-70.95769817226846
12.392,0.137,1.032,-0.058,-17.572,-8.946,28.75997304916382,-69.75631185458593
10.852,0.095,0.993,-0.066,-8.962,-8.631,28.76033091545105,-69.75631185458593
10.012,0.155,1.051,-0.091,-7.842,-8.001,28.760597467422485,-69.75631185458593
13.617,0.122,1.021,-0.02,-2.732,-7.231,28.760900020599365,-69.75631185458593
16.207,0.135,1.209,-0.108,3.043,2.289,28.761383056640625,-68.00728645154872
15.892,0.202,1.063,-0.075,5.283,5.019,28.76166582107544,-68.00728645154872
11.867,0.139,0.979,-0.148,8.468,9.429,28.76196312904358,-68.00728645154872
