comp,az,vy,vx,ax,vz,time,ay
-77.17812180582216,0.983,-4.182,2.122,0.209,-16.642,26.289973974227905,0.06
-77.17812180582216,1.014,-1.382,2.962,0.21,-15.382,26.290266036987305,0.057
-77.17812180582216,1.041,1.523,0.092,0.218,-13.177,26.821911096572876,0.01
-75.93509670311089,1.015,5.058,-4.178,0.247,-1.312,26.824016332626343,0.003
-75.93509670311089,0.971,4.603,-5.403,0.177,1.418,26.82448410987854,0.006
-75.93509670311089,1.024,0.718,-7.503,0.248,2.223,26.824806928634644,-0.0
-75.93509670311089,1.023,4.603,-7.573,0.187,2.573,26.825103521347046,0.038
-75.93509670311089,1.104,5.968,-9.043,0.176,2.013,26.82539439201355,-0.025
-75.93509670311089,1.09,5.583,-8.973,0.203,0.858,26.825690507888794,0.038
-75.93509670311089,0.96,4.673,-8.448,0.18,-1.977,26.825969219207764,0.057
-75.93509670311089,0.985,0.648,-8.868,0.226,-4.602,26.82624578475952,0.025
-75.93509670311089,0.952,-0.262,-6.208,0.211,-7.017,26.82652258872986,0.005
-75.10094819537335,0.924,-3.272,1.737,0.198,-12.022,26.826812028884888,0.053
-75.10094819537335,0.986,-3.237,-4.563,0.198,-12.967,26.82707118988037,0.006
-75.10094819537335,0.975,-3.342,-3.303,0.203,-15.207,27.345351934432983,-0.038
-71.96913952392539,0.944,5.408,-5.578,0.001,0.158,27.34739899635315,0.06
-71.96913952392539,0.904,8.383,-8.273,0.02,0.893,27.347715377807617,0.02
-71.96913952392539,0.954,5.618,-5.788,0.077,0.368,27.34794855117798,0.088
-71.96913952392539,0.993,4.813,-1.973,0.027,1.593,27.348224639892578,0.085
-71.96913952392539,1.007,4.218,-0.048,0.045,2.398,27.34844970703125,0.094
-71.96913952392539,1.012,3.938,7.022,0.034,5.443,27.34865975379944,0.104
-71.07590565335585,1.033,3.658,9.682,0.034,6.983,27.34887170791626,0.065
-71.07590565335585,1.102,2.748,12.027,0.056,7.893,27.34908652305603,0.078
-71.07590565335585,0.987,2.223,8.457,0.065,11.358,27.349314212799072,0.112
-71.07590565335585,1.01,2.118,6.812,0.066,12.303,27.34955382347107,0.065
-71.07590565335585,1.01,2.118,6.812,0.066,12.303,27.349783420562744,0.065
-71.07590565335585,1.016,1.523,4.152,0.099,11.043,27.89804244041443,0.116
-72.50081134657697,0.967,-6.177,8.912,0.127,8.733,27.900171279907227,0.099
-72.50081134657697,1.017,-7.157,6.742,0.118,9.223,27.900723934173584,0.075
-72.50081134657697,1.032,-8.977,5.342,0.137,10.133,27.901078462600708,0.088
-72.50081134657697,1.042,-9.642,4.957,0.115,10.378,27.901371479034424,0.09
-72.50081134657697,1.071,-9.082,4.922,0.123,12.058,27.90165400505066,0.093
-72.50081134657697,1.045,-8.522,6.427,0.124,13.248,27.901933431625366,0.11
-72.50081134657697,0.982,-8.067,6.147,0.12,13.983,27.902207374572754,0.09
-72.50081134657697,0.981,-6.737,5.552,0.139,15.733,27.902479887008667,0.109
-72.50081134657697,0.968,-6.352,4.257,0.147,17.168,27.902753114700317,0.11
-72.50081134657697,0.986,-5.757,4.257,0.156,17.483,27.90302085876465,0.116
-72.77077462097624,0.989,-4.042,3.662,0.166,17.273,27.904738426208496,0.11
-72.77077462097624,1.008,-3.307,4.257,0.161,16.013,28.36497187614441,0.115
-74.87092567664082,1.041,-5.827,2.332,0.149,2.958,28.3669114112854,0.12
-74.87092567664082,0.965,-3.762,0.477,0.219,2.678,28.367274284362793,0.123
-74.87092567664082,0.965,-1.627,-1.063,0.163,2.678,28.36755609512329,0.091
-74.56384980359464,0.997,0.368,2.262,0.244,3.273,28.367810249328613,0.11
-74.56384980359464,1.003,0.788,0.582,0.152,2.993,28.368067026138306,0.141
-74.56384980359464,1.013,-2.152,-3.478,0.222,3.448,28.368309020996094,0.121
-74.56384980359464,1.026,-3.867,-3.548,0.129,2.783,28.36855411529541,0.096
-74.56384980359464,1.033,-3.412,-3.548,0.181,1.453,28.36879301071167,0.149
-74.56384980359464,1.018,-2.642,-5.508,0.196,1.803,28.36902642250061,0.155
-74.56384980359464,1.035,-4.917,-4.318,0.166,1.523,28.369256258010864,0.128
-74.56384980359464,1.013,-0.647,-1.903,0.194,-1.172,28.36948037147522,0.131
-74.56384980359464,1.018,-0.682,5.342,0.174,0.788,28.82308530807495,0.169
-74.78010771704294,0.942,-3.797,-14.678,0.244,-16.817,28.82524061203003,0.05
-74.78010771704294,1.034,7.858,-11.843,0.227,-18.427,28.825712203979492,0.056
-74.78010771704294,0.969,0.823,-3.828,0.237,-14.402,28.826033353805542,0.12
-74.78010771704294,0.969,0.823,-3.828,0.217,-14.402,28.826333045959473,0.123
-74.78010771704294,0.891,-4.847,0.372,0.33,-7.962,28.826619863510132,0.106
-75.1303516735193,1.016,-9.782,1.772,0.236,-9.187,28.826900243759155,0.145
-75.1303516735193,0.989,-11.112,-1.063,0.311,-7.157,28.82719612121582,0.246
-75.1303516735193,0.97,0.858,-1.938,0.158,-10.447,28.82748317718506,0.087
-75.1303516735193,0.972,-0.402,-5.788,0.122,-11.322,28.827764749526978,0.163
-75.1303516735193,0.994,5.653,-3.723,0.251,-13.037,28.82803511619568,0.148
-75.1303516735193,0.986,5.898,-2.638,0.197,-12.897,29.358402013778687,0.101
-75.71536598047382,1.011,-3.132,3.802,0.248,0.053,29.360645294189453,0.175
-74.04085619178915,1.162,-1.907,-5.438,0.152,2.503,29.36101460456848,-0.034
-74.04085619178915,1.076,-3.622,2.857,0.17,3.378,29.361283540725708,-0.037
-74.04085619178915,0.935,-2.922,8.002,0.211,5.583,29.361528635025024,0.08
-74.04085619178915,1.023,-0.157,-4.878,0.185,6.318,29.361767053604126,-0.044
-74.04085619178915,1.01,1.803,-0.713,0.198,6.038,29.362003087997437,-0.053
-74.04085619178915,0.951,2.258,-2.848,0.231,6.318,29.36224102973938,0.055
-74.04085619178915,0.966,0.648,-5.018,0.227,5.863,29.36247229576111,0.002
-74.04085619178915,1.068,-2.292,-7.958,0.243,5.408,29.362701654434204,-0.021
-74.04085619178915,0.966,-5.232,-3.758,0.243,3.168,29.36292862892151,0.025
-74.04085619178915,0.958,-5.197,-5.403,0.248,2.293,29.36418604850769,0.046
-74.12214435861867,0.969,-5.897,-7.923,0.247,1.313,29.877057552337646,0.017
-74.89737054556551,0.95,1.173,1.527,0.175,-7.157,29.879177570343018,0.059
-74.89737054556551,0.994,2.118,1.912,0.2,-5.267,29.87966561317444,0.057
-74.89737054556551,1.003,1.488,1.597,0.2,-4.602,29.87994384765625,0.057
-74.89737054556551,1.015,0.018,0.757,0.232,-3.902,29.880191564559937,0.057
-74.89737054556551,1.014,-1.347,-1.938,0.196,-3.517,29.88043475151062,0.051
-74.89737054556551,1.039,-1.977,-3.023,0.196,-3.587,29.880676746368408,0.047
-74.89737054556551,1.019,-2.292,-5.123,0.208,-4.042,29.880903005599976,0.041
-74.89737054556551,1.001,-0.857,-4.563,0.199,-5.232,29.88113284111023,0.039
-73.31251598331107,0.978,0.193,-3.058,0.225,-6.177,29.88135862350464,0.025
-73.31251598331107,0.99,1.243,-1.973,0.205,-7.192,29.88158941268921,0.012
-73.31251598331107,1.018,2.328,-0.573,0.233,-7.822,29.885217905044556,0.039
-73.31251598331107,1.001,2.433,-1.413,0.242,-7.822,30.386703968048096,0.036
-73.88787743592552,0.76,1.243,5.587,0.202,-10.447,30.388720512390137,0.048
-73.88787743592552,0.883,7.648,2.297,0.225,-10.447,30.38905119895935,-0.012
-73.88787743592552,1.02,5.373,8.247,0.283,-3.587,30.389301776885986,0.146
-73.88787743592552,1.06,3.658,3.382,0.242,-11.742,30.389538049697876,0.067
-73.88787743592552,0.945,2.748,6.147,0.296,-11.882,30.38976502418518,0.029
-73.88787743592552,0.953,5.863,6.847,0.214,-13.317,30.389986991882324,0.055
-74.69202542677641,1.057,3.798,11.852,0.283,-14.542,30.390225172042847,0.013
-74.69202542677641,1.044,3.798,10.907,0.313,-14.542,30.390487909317017,0.06
-74.69202542677641,0.994,-0.822,3.347,0.233,-14.717,30.39078402519226,0.06
-74.69202542677641,1.011,4.218,5.377,0.224,-15.452,30.39111351966858,0.012
-74.69202542677641,1.011,4.218,5.377,0.222,-15.452,30.391758680343628,0.031
-74.69202542677641,1.01,5.023,3.732,0.255,-14.857,30.86266779899597,0.105
-70.41346870851675,0.974,8.978,1.877,0.108,-3.342,30.86455750465393,0.1
-70.41346870851675,0.99,9.713,-2.498,0.153,-3.272,30.864877462387085,0.086
-70.41346870851675,1.019,9.048,-3.653,0.151,-3.412,30.865112781524658,0.081
-70.41346870851675,0.985,6.703,-3.933,0.154,-4.427,30.86533284187317,0.095
-70.41346870851675,0.993,7.788,-2.113,0.171,-4.007,30.865546941757202,0.132
-70.41346870851675,0.995,6.108,-3.478,0.203,-3.797,30.86575937271118,0.154
-70.41346870851675,0.992,7.753,1.772,0.141,-2.222,30.86596918106079,0.147
-70.37314627487893,0.975,7.858,2.577,0.183,-1.732,30.866187810897827,0.148
-70.41091995640265,1.061,8.838,5.867,0.181,-0.542,30.86640238761902,0.142
-70.41091995640265,0.99,11.113,6.777,0.163,1.488,30.86661434173584,0.132
-70.41091995640265,0.957,10.903,4.012,0.15,2.643,31.340431451797485,0.143
-69.24137218349986,1.093,9.013,9.227,0.156,7.088,31.342393398284912,0.103
-69.24137218349986,1.026,4.953,7.582,0.158,6.913,31.342839002609253,0.116
-69.24137218349986,0.999,2.118,9.822,0.142,10.133,31.34313130378723,0.157
-69.24137218349986,0.898,5.443,5.202,0.125,12.478,31.343411207199097,0.119
-69.24137218349986,0.875,6.983,3.767,0.12,13.528,31.343743801116943,0.135
-69.24137218349986,0.955,6.353,3.872,0.196,14.753,31.34406042098999,0.123
-69.24137218349986,0.962,4.918,5.132,0.153,14.753,31.344353437423706,0.079
-69.24137218349986,0.965,-1.627,7.197,0.172,12.828,31.344640016555786,0.106
-69.82246310980624,1.009,-2.012,3.172,0.118,8.838,31.344947338104248,0.098
-69.82246310980624,1.005,-1.102,3.137,0.121,8.208,31.34527277946472,0.084
-69.82246310980624,0.994,1.628,1.212,0.196,6.388,31.34556555747986,0.122
-69.82246310980624,1.005,1.558,1.002,0.192,1.943,31.800636053085327,0.093
-71.05746065154877,0.972,-1.837,4.712,0.16,3.693,31.802553415298462,0.172
-71.05746065154877,0.962,-2.012,3.942,0.162,4.673,31.80290150642395,0.165
-71.16023014925311,1.018,0.543,3.942,0.134,5.723,31.80315089225769,0.129
-71.16023014925311,1.046,0.963,4.397,0.168,5.968,31.80337619781494,0.136
-71.16023014925311,1.027,0.613,4.047,0.196,6.213,31.803590774536133,0.171
-71.16023014925311,1.008,0.788,2.472,0.14,6.143,31.803802013397217,0.115
-71.16023014925311,1.02,0.578,3.767,0.17,6.318,31.804010152816772,0.109
-71.16023014925311,0.988,0.053,2.717,0.189,6.073,31.804216146469116,0.09
-71.16023014925311,1.002,-1.382,2.332,0.172,4.883,31.804421424865723,0.099
-71.16023014925311,1.014,-2.607,1.877,0.161,4.638,31.804631233215332,0.124
-71.16023014925311,1.057,-3.482,1.247,0.161,4.148,31.804841995239258,0.176
-70.254120677553,1.009,-4.042,0.967,0.147,4.043,32.322383880615234,0.093
-72.3570479504013,0.959,-4.987,6.147,0.151,-2.607,32.32442593574524,0.147
-72.3570479504013,1.006,-6.877,-7.643,0.225,-2.642,32.32476329803467,0.117
-72.3570479504013,0.938,2.573,-3.338,0.149,-5.617,32.325018644332886,0.054
-72.3570479504013,1.055,-2.047,-3.583,0.265,-4.532,32.32526111602783,0.117
-72.3570479504013,1.048,2.363,-5.438,0.225,-2.957,32.32549738883972,0.171
-72.3570479504013,1.025,2.188,-2.848,0.221,-1.872,32.32572841644287,0.117
-72.3570479504013,0.958,-1.417,-4.878,0.193,-2.817,32.325960874557495,0.068
-72.53651505006422,1.033,1.488,-3.583,0.195,-2.712,32.32619118690491,0.105
-72.53651505006422,1.016,-4.007,-1.553,0.275,-1.312,32.32642889022827,0.071
-72.53651505006422,1.01,-3.342,1.842,0.194,-1.242,32.32666635513306,0.107
-72.53651505006422,0.972,0.193,7.197,0.155,-4.812,32.82703900337219,0.107
-73.43979479624674,1.001,1.033,-1.343,0.227,0.578,32.8276731967926,0.061
-73.43979479624674,0.967,1.208,-3.863,0.241,-0.927,32.8296959400177,0.071
-73.43979479624674,1.001,1.628,-6.803,0.215,-2.992,32.830071449279785,0.098
-73.43979479624674,0.969,-2.607,-13.943,0.236,-5.372,32.83039164543152,0.04
-73.43979479624674,0.904,-5.232,-17.058,0.204,-9.677,32.83068037033081,0.108
-73.43979479624674,0.904,-6.037,-17.058,0.171,-11.112,32.83096170425415,0.116
-71.5523526445924,0.893,-4.427,-16.253,0.212,-12.792,32.83125305175781,0.114
-71.5523526445924,0.996,-4.217,-14.503,0.238,-14.612,32.83153796195984,0.107
-71.5523526445924,0.996,-1.452,-14.503,0.238,-14.472,32.83181428909302,0.107
-71.5523526445924,1.023,-1.942,-14.888,0.225,-12.687,32.832085847854614,0.113
-71.5523526445924,0.983,-2.362,-19.788,0.21,-10.937,32.83403420448303,0.113
-71.5523526445924,0.931,-6.002,-22.343,0.194,-8.662,33.340742111206055,0.033
-72.3200780511202,1.041,-3.797,-2.323,0.254,-1.242,33.34276866912842,-0.012
-72.3200780511202,0.978,-3.832,-0.748,0.253,-2.257,33.34315371513367,0.048
-72.3200780511202,0.943,-3.657,-1.903,0.244,-5.057,33.34345817565918,0.033
-72.3200780511202,0.964,-2.817,-2.918,0.238,-7.122,33.34376287460327,0.04
-72.3200780511202,0.98,-3.062,-2.778,0.241,-8.312,33.344032526016235,0.035
-71.35215262714034,1.007,-3.447,-1.168,0.238,-9.012,33.344300508499146,0.043
-71.35215262714034,0.982,-4.497,-0.398,0.24,-8.767,33.34456944465637,0.023
-71.35215262714034,1.0,-4.917,0.512,0.226,-8.767,33.3448920249939,0.041
-71.35215262714034,0.989,-3.867,0.757,0.217,-8.452,33.34517002105713,0.033
-71.35215262714034,0.988,-1.417,1.177,0.225,-7.682,33.3454225063324,0.03
-71.35215262714034,1.002,-1.417,2.122,0.227,-7.682,33.865657567977905,0.017
-71.43644133805581,0.973,12.653,-7.643,0.211,-21.962,33.86783003807068,0.046
-71.11886075145267,0.974,12.758,-7.013,0.2,-22.522,33.868342876434326,0.052
-71.11886075145267,0.985,10.833,-6.103,0.218,-23.222,33.86866617202759,0.047
-71.11886075145267,1.128,10.448,-3.723,0.311,-23.187,33.86895990371704,-0.06
-71.11886075145267,0.978,3.938,-2.603,0.2,-25.287,33.86924505233765,0.05
-71.11886075145267,1.0,0.858,-5.368,0.258,-26.022,33.86952257156372,0.038
-71.11886075145267,0.933,1.523,-5.158,0.234,-26.372,33.86979937553406,-0.006
-71.11886075145267,0.966,7.683,-3.443,0.178,-27.982,33.870076417922974,0.006
-71.11886075145267,0.887,8.663,1.597,0.211,-27.527,33.87035584449768,0.033
-71.11886075145267,1.007,8.873,-4.038,0.213,-28.542,33.8706328868866,0.052
-68.54765943618285,1.062,9.363,-4.318,0.208,-29.312,33.870909214019775,0.013
-68.54765943618285,1.051,8.208,-2.498,0.222,-29.557,33.87473678588867,0.012
-68.54765943618285,1.029,6.878,-4.703,0.225,-30.397,34.36352014541626,0.033
-66.85407587423312,1.41,5.303,-15.903,0.247,-8.102,34.36559987068176,-0.211
-66.85407587423312,1.475,2.503,-25.388,-0.171,-3.867,34.36611986160278,-0.336
-66.85407587423312,0.736,-11.427,-0.678,0.147,-12.372,34.36649489402771,0.209
-66.85407587423312,1.086,-2.887,-20.313,0.226,-15.452,34.36677932739258,0.033
-66.85407587423312,1.059,1.558,-4.878,0.115,-12.197,34.36703062057495,0.122
-66.85407587423312,1.02,2.888,-1.518,0.27,-10.587,34.36732602119446,0.034
-66.85407587423312,1.058,9.678,-4.038,0.153,-9.537,34.36757254600525,0.057
-66.85407587423312,0.907,7.928,5.342,0.16,-8.417,34.36780500411987,0.032
-66.85407587423312,0.836,9.538,5.272,0.246,-7.857,34.368035078048706,0.085
-66.85407587423312,0.955,9.643,13.672,0.179,-7.367,34.36826682090759,0.05
-66.24979672551703,1.008,9.433,5.412,0.256,-6.737,34.37136960029602,0.057
-66.24979672551703,0.983,5.408,6.777,0.192,-7.017,34.86387038230896,0.099
-66.10087771970426,0.893,6.283,2.822,0.104,3.553,34.86591386795044,0.051
-66.10087771970426,1.038,3.168,2.192,0.1,4.883,34.86630868911743,0.049
-66.10087771970426,1.033,-1.277,5.552,0.113,15.348,34.866666078567505,0.079
-66.10087771970426,1.023,-3.132,4.887,0.132,6.843,34.86697220802307,0.071
-66.10087771970426,1.007,-3.867,1.982,0.091,8.103,34.8672833442688,0.038
-66.10087771970426,1.024,-2.992,3.522,0.159,8.418,34.867613315582275,-0.003
-66.10087771970426,0.964,-4.532,4.677,0.152,9.398,34.86792302131653,0.086
-66.10087771970426,0.933,1.908,13.672,0.029,13.003,34.868226051330566,0.064
-65.90827568073485,1.207,3.378,11.642,0.277,12.303,34.8685348033905,0.065
-65.90827568073485,1.016,3.098,19.972,0.237,12.618,34.86883759498596,0.072
-65.90827568073485,1.15,-4.287,8.702,0.133,12.128,35.394383668899536,0.059
-67.8343477726433,1.002,-0.892,2.577,0.186,8.103,35.39656162261963,0.15
-67.8343477726433,0.967,0.018,4.537,0.187,7.473,35.39701056480408,0.143
-67.8343477726433,0.977,-0.437,5.097,0.193,6.983,35.39731192588806,0.146
-67.8343477726433,0.995,-1.522,5.237,0.188,6.458,35.397589921951294,0.137
-67.05929325429538,1.004,-2.222,6.392,0.19,5.618,35.397852420806885,0.14
-67.05929325429538,0.987,-2.292,6.497,0.178,5.198,35.39810919761658,0.115
-67.05929325429538,0.975,-1.487,6.847,0.157,4.218,35.39834475517273,0.105
-67.05929325429538,1.016,0.613,7.162,0.177,3.588,35.398540019989014,0.114
-67.05929325429538,1.021,1.768,6.602,0.162,3.518,35.398720264434814,0.098
-67.05929325429538,0.993,0.823,5.552,0.174,3.098,35.39890646934509,0.082
-67.05929325429538,1.025,-0.192,3.452,0.179,3.378,35.89484906196594,0.097
-68.25549552656692,1.006,1.033,-6.628,0.125,-2.782,35.89721655845642,0.123
-68.25549552656692,0.945,-3.587,1.352,0.179,-1.662,35.8976628780365,0.106
-68.25549552656692,0.99,-7.997,-9.253,0.326,-1.032,35.897929430007935,0.036
-68.25549552656692,0.983,-1.137,-1.518,0.037,1.208,35.89815855026245,0.137
-67.67302528026786,1.062,0.263,-3.058,0.275,4.883,35.89838004112244,0.169
-67.67302528026786,1.047,0.263,-3.058,0.176,5.793,35.89863419532776,0.102
-67.67302528026786,1.05,-3.447,-10.303,0.139,8.278,35.8989372253418,0.104
-67.67302528026786,0.899,-1.347,-8.518,0.175,2.013,35.89919924736023,0.076
-67.67302528026786,0.938,-7.437,-7.223,0.099,1.873,35.89946985244751,0.151
-67.67302528026786,1.052,-9.782,-11.248,0.226,-2.292,35.89974617958069,0.109
-67.67302528026786,1.078,-2.572,-6.103,0.209,-5.897,35.8999924659729,0.133
-67.67302528026786,1.078,-1.802,-6.103,0.206,-6.352,35.90390348434448,0.133
-67.67302528026786,0.998,3.868,-0.048,0.123,-4.917,36.42782926559448,0.143
-68.10614698322169,1.049,-1.592,2.437,0.219,4.218,36.429983139038086,0.036
-68.10614698322169,0.986,0.333,3.557,0.191,2.958,36.43042039871216,0.05
-68.10614698322169,0.94,3.973,-1.763,0.161,-0.542,36.43075203895569,0.072
-68.10614698322169,1.015,4.428,-2.428,0.304,-3.727,36.43108534812927,0.028
-68.10614698322169,0.972,4.498,-3.408,0.281,-4.567,36.43138551712036,0.059
-68.10614698322169,0.923,2.258,-0.748,0.263,-5.407,36.43167042732239,0.053
-68.10614698322169,0.93,-2.327,-0.398,0.239,-2.712,36.43193340301514,0.096
-68.10614698322169,0.976,-4.742,-1.378,0.243,-1.697,36.432212352752686,0.093
-68.10614698322169,0.968,-8.172,-5.158,0.286,-1.557,36.43248009681702,0.087
-68.55086235268281,0.985,-9.712,-8.343,0.249,-3.797,36.43273687362671,0.115
-68.55086235268281,0.892,-11.847,-6.838,0.207,-4.182,36.4335663318634,0.068
-68.55086235268281,1.051,-5.232,-15.798,0.176,-6.947,36.91701006889343,0.077
-68.01523840329384,0.988,0.613,7.687,0.247,-6.002,36.91902136802673,0.063
-68.01523840329384,0.941,-0.752,2.157,0.225,-2.747,36.91938877105713,0.046
-68.01523840329384,0.916,-1.242,-1.448,0.249,-2.257,36.919673919677734,0.003
-68.01523840329384,0.964,-2.397,-7.013,0.233,-1.732,36.9199857711792,0.004
-68.01523840329384,0.972,-3.902,-9.148,0.233,-0.962,36.920334815979004,0.062
-68.01523840329384,0.99,-4.182,-12.893,0.22,-1.137,36.92061257362366,0.034
-68.01523840329384,1.009,-4.392,-11.808,0.192,-2.257,36.92085146903992,0.027
-68.01523840329384,0.995,-6.282,-6.628,0.222,-3.657,36.92106890678406,0.057
-68.01523840329384,1.208,-3.622,-5.263,0.256,-4.147,36.92127323150635,0.079
-66.9445935661496,0.987,-1.242,3.032,0.245,-4.497,36.921472787857056,0.036
-66.9445935661496,0.978,1.523,2.192,0.272,-4.812,36.92531394958496,0.001
-66.9445935661496,0.948,1.453,3.137,0.237,-5.022,37.427478551864624,-0.001
-68.47309574129342,1.014,-2.712,-0.258,0.266,-10.272,37.42950177192688,0.055
-68.47309574129342,0.853,-1.452,3.767,0.283,-4.252,37.42995047569275,0.126
-68.47309574129342,0.9,1.068,-0.223,0.246,-3.972,37.430269718170166,0.015
-68.47309574129342,1.124,-0.612,-2.708,0.334,-1.557,37.430567264556885,-0.056
-68.47309574129342,0.986,-0.962,8.702,0.199,1.698,37.43085503578186,0.108
-68.47309574129342,1.006,-0.087,-1.798,0.266,0.928,37.43116807937622,0.07
-68.14173067834815,1.083,2.923,-2.148,0.235,0.298,37.43146538734436,-0.037
-68.14173067834815,1.017,2.573,1.667,0.324,-1.487,37.43175506591797,0.017
-68.14173067834815,1.007,3.028,1.842,0.282,-0.507,37.43203806877136,0.049
-68.14173067834815,0.844,5.058,-6.698,0.195,0.368,37.43230986595154,0.024
-68.14173067834815,0.982,6.248,6.007,0.303,-1.452,37.936468839645386,-0.032
-65.81248784740805,0.994,9.293,-1.553,0.203,-13.457,37.9385461807251,0.053
-65.81248784740805,0.972,1.768,8.912,0.29,-13.457,37.93902039527893,0.058
-65.81248784740805,0.945,1.803,1.282,0.176,-15.417,37.939462423324585,0.092
-65.81248784740805,0.896,1.558,0.652,0.19,-14.822,37.939810037612915,0.098
-65.81248784740805,0.948,1.348,3.592,0.211,-14.927,37.94012999534607,0.072
-65.46469684426029,0.931,2.118,4.642,0.24,-14.297,37.94045305252075,0.11
-65.46469684426029,1.016,4.078,-0.678,0.235,-14.227,37.94075083732605,0.126
-65.46469684426029,1.05,4.533,1.597,0.208,-13.422,37.941044330596924,0.099
-65.46469684426029,0.339,5.163,1.212,0.602,-11.777,37.94133400917053,0.626
-65.46469684426029,1.909,4.988,-13.278,0.268,-13.912,37.94162082672119,-0.185
-65.46469684426029,1.573,-2.047,1.842,0.253,-14.787,38.418370485305786,0.356
-65.71644259204749,1.071,2.433,6.637,0.127,0.578,38.42015480995178,0.167
-65.71644259204749,0.991,0.578,-9.148,0.259,-0.297,38.42042255401611,0.117
-65.71644259204749,0.887,7.858,-2.253,0.107,-0.122,38.42061805725098,0.063
-65.71644259204749,1.124,7.648,-8.273,0.263,-1.697,38.42079973220825,0.085
-65.71644259204749,0.963,11.918,6.672,0.163,-0.927,38.42103910446167,0.218
-65.71644259204749,0.956,10.098,1.002,0.209,1.033,38.42123746871948,0.114
-65.71644259204749,0.949,10.378,-3.303,0.255,0.683,38.42143630981445,-0.009
-63.89849679545865,0.861,6.213,10.697,0.131,0.858,38.421647787094116,0.131
-63.89849679545865,0.806,7.648,5.867,0.164,1.383,38.421858072280884,0.167
-63.89849679545865,1.008,6.983,-10.233,0.231,2.013,38.422070264816284,0.041
-63.89849679545865,0.957,4.428,-1.378,0.187,2.713,38.422441482543945,0.131
-63.89849679545865,1.006,1.348,-1.133,0.209,1.873,38.422672510147095,0.137
-63.89849679545865,0.994,4.463,-2.883,0.13,0.788,38.90334701538086,0.129
-63.96025108341556,1.02,2.608,1.807,0.11,4.078,38.905351638793945,0.104
-63.96025108341556,0.995,2.993,1.562,0.148,3.693,38.905771255493164,0.095
-63.96025108341556,0.976,-0.262,2.927,0.154,3.833,38.90607142448425,0.115
-63.96025108341556,0.976,-0.262,2.927,0.136,3.833,38.90635085105896,0.115
-63.96025108341556,1.0,-1.487,-1.273,0.144,3.658,38.906620025634766,0.099
-63.96025108341556,0.926,-4.637,0.442,0.143,5.128,38.90688610076904,0.113
-63.96025108341556,0.926,-4.637,0.442,0.147,5.128,38.90717077255249,0.113
-65.22054780376091,0.978,-5.897,1.947,0.138,6.913,38.90747022628784,0.089
-65.22054780376091,0.991,-6.842,5.482,0.176,10.203,38.90778994560242,0.102
-65.22054780376091,0.991,-6.842,5.482,0.176,10.203,38.90805745124817,0.102
-65.22054780376091,0.998,-8.487,6.637,0.163,13.178,38.908321142196655,0.095
-65.22054780376091,0.976,-9.362,7.337,0.151,14.823,39.4097375869751,0.083
-65.64219903940007,1.016,-5.092,-0.748,0.245,3.378,39.411882400512695,0.118
-65.64219903940007,0.959,-1.452,-3.478,0.197,1.208,39.41226553916931,0.105
-65.64219903940007,1.042,-4.007,-0.608,0.197,1.628,39.41256594657898,0.136
-65.64219903940007,0.998,1.068,-9.008,0.161,-1.557,39.412819147109985,0.175
-66.55470638192885,1.071,-6.912,-15.308,0.229,-2.537,39.41305947303772,0.06
-66.55470638192885,1.053,-0.577,-8.448,0.179,-3.272,39.41329646110535,0.137
-66.55470638192885,0.934,-3.377,-3.548,0.221,-2.572,39.41352915763855,0.166
-66.55470638192885,0.923,-1.137,-5.158,0.14,-2.887,39.41376042366028,0.135
-66.55470638192885,0.923,-0.892,-8.063,0.155,-4.917,39.413995027542114,0.139
-66.55470638192885,0.978,-4.812,-3.163,0.265,-3.797,39.414222955703735,0.099
-66.55470638192885,0.929,-5.652,-5.018,0.123,-3.167,39.41445255279541,0.144
-66.55470638192885,0.972,-7.332,-4.808,0.248,-2.012,39.893182039260864,0.137
-67.29305946624244,1.106,-3.622,-1.658,0.217,-8.872,39.89534902572632,0.09
-67.29305946624244,0.902,-3.552,1.667,0.259,-10.447,39.895822286605835,0.145
-67.29305946624244,1.012,-3.307,-10.198,0.167,-10.202,39.89620518684387,0.055
-67.29305946624244,0.834,-2.397,-4.948,0.245,-8.207,39.89648628234863,-0.014
-67.29305946624244,1.076,-3.972,-6.278,0.378,-5.617,39.896748542785645,0.123
-67.29305946624244,0.917,0.543,-2.988,0.274,-7.122,39.89700484275818,0.024
-66.3718231114513,0.892,-2.012,-1.063,0.27,-7.157,39.89725947380066,0.115
-66.3718231114513,1.003,2.363,-2.218,0.216,-4.287,39.89753079414368,0.107
-66.3718231114513,0.996,1.908,-4.738,0.236,-6.737,39.89779591560364,0.044
-66.3718231114513,1.0,3.483,4.922,0.276,-6.807,39.898051261901855,0.131
-66.3718231114513,0.952,-0.962,-4.248,0.203,-6.247,40.41891026496887,0.193
-65.58911285695412,0.947,-7.542,9.682,0.188,13.528,40.42106318473816,0.036
-65.58911285695412,0.924,-1.732,11.467,0.256,14.088,40.42150855064392,0.069
-64.81653128843335,0.973,6.178,5.972,0.164,13.283,40.421825647354126,-0.019
-64.81653128843335,0.956,13.668,-0.608,0.205,11.743,40.42212462425232,-0.035
-64.81653128843335,1.088,8.103,-0.993,0.313,15.453,40.42241621017456,0.106
-64.81653128843335,0.985,7.893,-8.798,0.26,15.383,40.42270016670227,0.015
